trialNumOriginal,cueCoords,cue1pos,cue2lag,cueEccentricity
272,"[-1, 0]",14,2,10
79,"[-1, 0]",22,2,2
163,"[-1, 0]",6,2,2
151,"[-1, 0]",14,2,2
62,"[1, 0]",6,2,10
20,"[-1, 0]",22,2,10
9,"[1, 0]",14,2,2
204,"[-1, 0]",6,2,10
30,"[1, 0]",14,2,10
65,"[1, 0]",10,2,2
154,"[1, 0]",18,2,10
196,"[-1, 0]",18,2,10
263,"[-1, 0]",6,2,2
226,"[1, 0]",10,2,10
142,"[1, 0]",6,2,10
256,"[-1, 0]",18,2,10
170,"[1, 0]",14,2,10
119,"[-1, 0]",22,2,2
128,"[-1, 0]",10,2,10
189,"[1, 0]",14,2,2
64,"[-1, 0]",6,2,10
262,"[1, 0]",6,2,10
184,"[-1, 0]",6,2,10
157,"[1, 0]",22,2,2
193,"[1, 0]",18,2,2
83,"[-1, 0]",6,2,2
247,"[-1, 0]",10,2,2
58,"[1, 0]",22,2,10
6,"[1, 0]",10,2,10
277,"[1, 0]",22,2,2
240,"[-1, 0]",22,2,10
248,"[-1, 0]",10,2,10
258,"[1, 0]",22,2,10
43,"[-1, 0]",6,2,2
120,"[-1, 0]",22,2,10
57,"[1, 0]",22,2,2
259,"[-1, 0]",22,2,2
60,"[-1, 0]",22,2,10
59,"[-1, 0]",22,2,2
7,"[-1, 0]",10,2,2
198,"[1, 0]",22,2,10
63,"[-1, 0]",6,2,2
55,"[-1, 0]",18,2,2
237,"[1, 0]",22,2,2
24,"[-1, 0]",6,2,10
10,"[1, 0]",14,2,10
129,"[1, 0]",14,2,2
244,"[-1, 0]",6,2,10
130,"[1, 0]",14,2,10
87,"[-1, 0]",10,2,2
218,"[1, 0]",22,2,10
2,"[1, 0]",6,2,10
54,"[1, 0]",18,2,10
185,"[1, 0]",10,2,2
3,"[-1, 0]",6,2,2
250,"[1, 0]",14,2,10
255,"[-1, 0]",18,2,2
149,"[1, 0]",14,2,2
266,"[1, 0]",10,2,10
46,"[1, 0]",10,2,10
187,"[-1, 0]",10,2,2
147,"[-1, 0]",10,2,2
224,"[-1, 0]",6,2,10
86,"[1, 0]",10,2,10
203,"[-1, 0]",6,2,2
279,"[-1, 0]",22,2,2
146,"[1, 0]",10,2,10
137,"[1, 0]",22,2,2
73,"[1, 0]",18,2,2
8,"[-1, 0]",10,2,10
78,"[1, 0]",22,2,10
97,"[1, 0]",22,2,2
220,"[-1, 0]",22,2,10
110,"[1, 0]",14,2,10
152,"[-1, 0]",14,2,10
159,"[-1, 0]",22,2,2
34,"[1, 0]",18,2,10
161,"[1, 0]",6,2,2
243,"[-1, 0]",6,2,2
51,"[-1, 0]",14,2,2
103,"[-1, 0]",6,2,2
209,"[1, 0]",14,2,2
15,"[-1, 0]",18,2,2
95,"[-1, 0]",18,2,2
