cue1pos,cue2lag,ltrCoords,ltrEccentricity,trialNumOriginal
18,2,"[1, 0]",3.0,4
14,2,"[1, 0]",10.0,138
10,2,"[-1, 0]",10.0,217
6,2,"[1, 0]",10.0,106
18,2,"[-1, 0]",3.0,164
6,2,"[-1, 0]",10.0,231
18,2,"[-1, 0]",10.0,214
10,2,"[1, 0]",10.0,87
22,2,"[-1, 0]",10.0,275
6,2,"[-1, 0]",10.0,211
22,2,"[1, 0]",10.0,130
14,2,"[-1, 0]",3.0,173
22,2,"[1, 0]",3.0,70
22,2,"[-1, 0]",10.0,280
10,2,"[-1, 0]",10.0,247
22,2,"[-1, 0]",10.0,240
22,2,"[-1, 0]",3.0,210
18,2,"[-1, 0]",10.0,249
10,2,"[1, 0]",3.0,17
10,2,"[1, 0]",10.0,112
6,2,"[-1, 0]",3.0,141
10,2,"[1, 0]",3.0,2
10,2,"[1, 0]",10.0,72
6,2,"[-1, 0]",3.0,146
22,2,"[1, 0]",10.0,135
14,2,"[-1, 0]",10.0,268
14,2,"[1, 0]",10.0,78
14,2,"[1, 0]",3.0,13
22,2,"[-1, 0]",3.0,175
18,2,"[-1, 0]",10.0,219
14,2,"[-1, 0]",10.0,263
22,2,"[-1, 0]",10.0,245
18,2,"[1, 0]",3.0,9
18,2,"[-1, 0]",3.0,184
22,2,"[-1, 0]",10.0,235
18,2,"[1, 0]",3.0,24
10,2,"[-1, 0]",3.0,142
6,2,"[-1, 0]",10.0,251
22,2,"[1, 0]",10.0,75
6,2,"[1, 0]",10.0,116
10,2,"[-1, 0]",3.0,167
22,2,"[1, 0]",10.0,140
10,2,"[-1, 0]",3.0,152
22,2,"[1, 0]",10.0,80
18,2,"[-1, 0]",3.0,159
10,2,"[1, 0]",10.0,127
6,2,"[-1, 0]",10.0,266
10,2,"[-1, 0]",10.0,252
18,2,"[-1, 0]",3.0,149
22,2,"[1, 0]",3.0,60
18,2,"[1, 0]",10.0,109
6,2,"[-1, 0]",3.0,201
18,2,"[-1, 0]",10.0,224
22,2,"[1, 0]",10.0,95
22,2,"[1, 0]",3.0,40
14,2,"[-1, 0]",3.0,158
18,2,"[-1, 0]",10.0,274
22,2,"[-1, 0]",3.0,160
14,2,"[1, 0]",10.0,108
18,2,"[1, 0]",3.0,49
18,2,"[-1, 0]",3.0,199
10,2,"[-1, 0]",3.0,177
10,2,"[1, 0]",3.0,42
6,2,"[1, 0]",10.0,86
6,2,"[-1, 0]",10.0,221
10,2,"[1, 0]",3.0,12
18,2,"[-1, 0]",3.0,169
14,2,"[1, 0]",3.0,68
22,2,"[1, 0]",10.0,90
10,2,"[-1, 0]",10.0,227
14,2,"[-1, 0]",3.0,198
14,2,"[1, 0]",3.0,8
18,2,"[-1, 0]",10.0,239
14,2,"[-1, 0]",3.0,188
22,2,"[1, 0]",10.0,85
6,2,"[1, 0]",10.0,76
22,2,"[1, 0]",3.0,45
18,2,"[-1, 0]",3.0,179
6,2,"[1, 0]",3.0,46
6,2,"[1, 0]",3.0,61
14,2,"[-1, 0]",3.0,183
6,2,"[-1, 0]",10.0,261
6,2,"[-1, 0]",10.0,276
14,2,"[1, 0]",3.0,23
18,2,"[1, 0]",10.0,114
6,2,"[1, 0]",3.0,26
22,2,"[1, 0]",3.0,65
18,2,"[-1, 0]",10.0,234
14,2,"[1, 0]",3.0,3
14,2,"[-1, 0]",10.0,218
10,2,"[1, 0]",10.0,102
6,2,"[-1, 0]",3.0,186
22,2,"[-1, 0]",3.0,170
10,2,"[-1, 0]",10.0,277
22,2,"[1, 0]",10.0,120
6,2,"[-1, 0]",10.0,256
14,2,"[1, 0]",10.0,93
14,2,"[1, 0]",3.0,53
22,2,"[1, 0]",10.0,115
14,2,"[1, 0]",10.0,73
14,2,"[1, 0]",3.0,63
10,2,"[-1, 0]",3.0,197
22,2,"[-1, 0]",10.0,260
6,2,"[-1, 0]",3.0,151
10,2,"[-1, 0]",10.0,262
22,2,"[1, 0]",10.0,110
10,2,"[1, 0]",10.0,137
22,2,"[-1, 0]",3.0,190
6,2,"[1, 0]",10.0,136
22,2,"[1, 0]",3.0,35
18,2,"[-1, 0]",3.0,204
6,2,"[1, 0]",3.0,21
14,2,"[-1, 0]",10.0,278
10,2,"[1, 0]",10.0,77
18,2,"[1, 0]",3.0,44
6,2,"[-1, 0]",10.0,226
6,2,"[-1, 0]",3.0,196
10,2,"[-1, 0]",3.0,207
10,2,"[-1, 0]",10.0,232
18,2,"[1, 0]",10.0,129
18,2,"[-1, 0]",10.0,244
18,2,"[-1, 0]",10.0,279
10,2,"[1, 0]",3.0,52
6,2,"[-1, 0]",10.0,246
14,2,"[-1, 0]",10.0,248
6,2,"[1, 0]",3.0,51
10,2,"[-1, 0]",10.0,257
22,2,"[-1, 0]",3.0,150
10,2,"[-1, 0]",3.0,187
6,2,"[-1, 0]",10.0,241
6,2,"[-1, 0]",3.0,191
22,2,"[1, 0]",3.0,15
14,2,"[1, 0]",3.0,28
6,2,"[1, 0]",3.0,1
22,2,"[-1, 0]",10.0,265
14,2,"[1, 0]",3.0,48
6,2,"[1, 0]",10.0,111
18,2,"[-1, 0]",3.0,144
6,2,"[1, 0]",3.0,56
10,2,"[-1, 0]",3.0,192
22,2,"[-1, 0]",3.0,155
22,2,"[-1, 0]",10.0,225
6,2,"[-1, 0]",3.0,176
18,2,"[1, 0]",10.0,139
22,2,"[-1, 0]",10.0,230
22,2,"[-1, 0]",10.0,220
14,2,"[-1, 0]",10.0,243
6,2,"[1, 0]",10.0,121
22,2,"[-1, 0]",3.0,165
14,2,"[-1, 0]",10.0,228
18,2,"[-1, 0]",10.0,254
10,2,"[-1, 0]",3.0,157
10,2,"[-1, 0]",10.0,267
22,2,"[-1, 0]",10.0,255
22,2,"[-1, 0]",3.0,185
10,2,"[1, 0]",3.0,27
18,2,"[-1, 0]",3.0,189
14,2,"[1, 0]",3.0,38
22,2,"[1, 0]",10.0,105
6,2,"[1, 0]",10.0,126
6,2,"[1, 0]",10.0,96
14,2,"[1, 0]",10.0,123
14,2,"[1, 0]",10.0,88
14,2,"[-1, 0]",3.0,203
10,2,"[-1, 0]",3.0,162
10,2,"[1, 0]",3.0,37
18,2,"[1, 0]",10.0,74
14,2,"[-1, 0]",10.0,213
18,2,"[1, 0]",3.0,54
6,2,"[1, 0]",3.0,36
18,2,"[1, 0]",10.0,124
6,2,"[-1, 0]",10.0,216
14,2,"[-1, 0]",3.0,193
14,2,"[1, 0]",10.0,83
10,2,"[-1, 0]",3.0,147
14,2,"[1, 0]",3.0,43
18,2,"[1, 0]",3.0,39
22,2,"[-1, 0]",10.0,250
6,2,"[1, 0]",10.0,131
18,2,"[1, 0]",10.0,99
14,2,"[-1, 0]",10.0,223
18,2,"[1, 0]",3.0,59
10,2,"[1, 0]",3.0,57
10,2,"[1, 0]",10.0,122
22,2,"[1, 0]",3.0,5
22,2,"[-1, 0]",10.0,215
10,2,"[1, 0]",3.0,7
22,2,"[-1, 0]",3.0,145
22,2,"[1, 0]",3.0,30
10,2,"[-1, 0]",10.0,272
22,2,"[1, 0]",3.0,25
18,2,"[-1, 0]",3.0,194
18,2,"[1, 0]",10.0,134
18,2,"[1, 0]",3.0,29
22,2,"[1, 0]",3.0,20
14,2,"[-1, 0]",3.0,168
14,2,"[-1, 0]",10.0,253
6,2,"[-1, 0]",3.0,171
22,2,"[-1, 0]",3.0,200
6,2,"[1, 0]",10.0,81
18,2,"[-1, 0]",10.0,229
22,2,"[-1, 0]",3.0,205
6,2,"[1, 0]",3.0,31
6,2,"[1, 0]",3.0,41
10,2,"[-1, 0]",10.0,212
18,2,"[1, 0]",10.0,119
18,2,"[1, 0]",3.0,19
6,2,"[-1, 0]",3.0,156
