cue1pos,cue2lag,ltrCoords,ltrEccentricity,trialNumOriginal
6,2,"[1, 0]",3.0,66
6,2,"[1, 0]",3.0,6
18,2,"[1, 0]",10.0,84
22,2,"[-1, 0]",10.0,260
14,2,"[-1, 0]",3.0,183
6,2,"[1, 0]",3.0,56
22,2,"[-1, 0]",3.0,190
18,2,"[-1, 0]",3.0,164
18,2,"[-1, 0]",10.0,279
6,2,"[1, 0]",3.0,36
6,2,"[-1, 0]",3.0,141
22,2,"[-1, 0]",3.0,160
22,2,"[1, 0]",10.0,100
14,2,"[1, 0]",10.0,133
10,2,"[1, 0]",3.0,27
6,2,"[1, 0]",10.0,86
14,2,"[-1, 0]",3.0,178
10,2,"[-1, 0]",3.0,207
22,2,"[-1, 0]",10.0,270
14,2,"[-1, 0]",10.0,218
18,2,"[-1, 0]",3.0,149
6,2,"[-1, 0]",3.0,181
22,2,"[1, 0]",10.0,90
18,2,"[-1, 0]",10.0,224
10,2,"[1, 0]",3.0,17
22,2,"[1, 0]",10.0,75
18,2,"[1, 0]",10.0,139
14,2,"[-1, 0]",10.0,233
10,2,"[1, 0]",10.0,82
10,2,"[-1, 0]",3.0,172
22,2,"[-1, 0]",10.0,275
14,2,"[1, 0]",10.0,83
18,2,"[-1, 0]",3.0,209
6,2,"[-1, 0]",3.0,206
14,2,"[1, 0]",10.0,108
22,2,"[-1, 0]",3.0,150
6,2,"[1, 0]",3.0,61
6,2,"[-1, 0]",3.0,196
22,2,"[1, 0]",10.0,105
14,2,"[1, 0]",3.0,43
10,2,"[-1, 0]",10.0,232
22,2,"[1, 0]",10.0,125
22,2,"[-1, 0]",3.0,145
6,2,"[-1, 0]",3.0,156
14,2,"[-1, 0]",10.0,228
10,2,"[-1, 0]",3.0,187
10,2,"[-1, 0]",10.0,227
22,2,"[-1, 0]",3.0,180
18,2,"[1, 0]",10.0,114
18,2,"[-1, 0]",3.0,144
6,2,"[-1, 0]",3.0,151
6,2,"[1, 0]",10.0,96
6,2,"[-1, 0]",10.0,216
10,2,"[1, 0]",3.0,62
10,2,"[-1, 0]",3.0,202
22,2,"[-1, 0]",10.0,230
10,2,"[1, 0]",10.0,117
10,2,"[-1, 0]",3.0,142
22,2,"[-1, 0]",10.0,265
14,2,"[1, 0]",10.0,88
10,2,"[1, 0]",10.0,102
18,2,"[1, 0]",3.0,9
18,2,"[-1, 0]",10.0,264
14,2,"[1, 0]",3.0,38
18,2,"[-1, 0]",10.0,274
14,2,"[-1, 0]",10.0,253
10,2,"[-1, 0]",10.0,272
14,2,"[1, 0]",3.0,8
10,2,"[1, 0]",3.0,2
18,2,"[1, 0]",3.0,14
18,2,"[1, 0]",10.0,119
22,2,"[-1, 0]",3.0,195
10,2,"[-1, 0]",10.0,277
10,2,"[1, 0]",10.0,72
6,2,"[1, 0]",10.0,111
10,2,"[-1, 0]",10.0,212
22,2,"[-1, 0]",10.0,245
14,2,"[-1, 0]",3.0,188
18,2,"[1, 0]",3.0,34
14,2,"[-1, 0]",3.0,148
22,2,"[1, 0]",10.0,80
14,2,"[-1, 0]",10.0,243
14,2,"[1, 0]",10.0,118
10,2,"[-1, 0]",10.0,217
22,2,"[-1, 0]",3.0,165
6,2,"[-1, 0]",10.0,256
10,2,"[1, 0]",10.0,132
14,2,"[1, 0]",3.0,18
10,2,"[-1, 0]",3.0,182
22,2,"[-1, 0]",3.0,185
14,2,"[-1, 0]",3.0,208
18,2,"[-1, 0]",10.0,244
6,2,"[1, 0]",10.0,71
14,2,"[-1, 0]",3.0,173
18,2,"[1, 0]",10.0,109
22,2,"[-1, 0]",10.0,250
10,2,"[-1, 0]",10.0,262
22,2,"[1, 0]",3.0,55
22,2,"[-1, 0]",3.0,200
18,2,"[1, 0]",3.0,64
14,2,"[-1, 0]",3.0,153
22,2,"[-1, 0]",3.0,170
6,2,"[1, 0]",10.0,136
18,2,"[-1, 0]",3.0,184
22,2,"[-1, 0]",3.0,205
6,2,"[-1, 0]",10.0,221
10,2,"[1, 0]",3.0,37
22,2,"[1, 0]",3.0,5
22,2,"[-1, 0]",10.0,280
6,2,"[1, 0]",10.0,101
10,2,"[-1, 0]",3.0,157
18,2,"[1, 0]",3.0,29
6,2,"[-1, 0]",10.0,261
6,2,"[1, 0]",10.0,81
6,2,"[1, 0]",3.0,1
22,2,"[1, 0]",10.0,95
18,2,"[1, 0]",3.0,24
14,2,"[1, 0]",3.0,48
6,2,"[-1, 0]",3.0,186
14,2,"[-1, 0]",3.0,198
6,2,"[-1, 0]",10.0,246
10,2,"[1, 0]",10.0,122
18,2,"[-1, 0]",3.0,159
18,2,"[1, 0]",3.0,19
10,2,"[-1, 0]",3.0,197
14,2,"[1, 0]",3.0,23
18,2,"[-1, 0]",10.0,259
10,2,"[-1, 0]",3.0,147
22,2,"[-1, 0]",3.0,175
10,2,"[1, 0]",10.0,137
14,2,"[-1, 0]",3.0,168
18,2,"[-1, 0]",10.0,239
10,2,"[-1, 0]",3.0,167
14,2,"[1, 0]",3.0,33
6,2,"[-1, 0]",10.0,211
6,2,"[1, 0]",3.0,11
18,2,"[1, 0]",10.0,79
6,2,"[-1, 0]",3.0,171
22,2,"[1, 0]",10.0,135
22,2,"[1, 0]",3.0,30
18,2,"[1, 0]",3.0,44
14,2,"[-1, 0]",10.0,278
6,2,"[-1, 0]",3.0,176
10,2,"[1, 0]",10.0,127
14,2,"[1, 0]",3.0,63
14,2,"[-1, 0]",10.0,213
14,2,"[-1, 0]",3.0,203
10,2,"[1, 0]",3.0,22
22,2,"[1, 0]",3.0,15
18,2,"[-1, 0]",3.0,199
10,2,"[1, 0]",10.0,107
10,2,"[1, 0]",10.0,87
18,2,"[1, 0]",10.0,89
22,2,"[1, 0]",3.0,70
18,2,"[-1, 0]",10.0,214
14,2,"[1, 0]",10.0,113
22,2,"[-1, 0]",3.0,155
6,2,"[-1, 0]",3.0,146
22,2,"[1, 0]",10.0,110
6,2,"[-1, 0]",3.0,191
14,2,"[-1, 0]",10.0,263
14,2,"[-1, 0]",3.0,163
14,2,"[-1, 0]",10.0,248
22,2,"[1, 0]",3.0,45
14,2,"[1, 0]",10.0,138
10,2,"[-1, 0]",3.0,152
6,2,"[1, 0]",10.0,131
6,2,"[-1, 0]",10.0,266
22,2,"[1, 0]",10.0,115
22,2,"[-1, 0]",10.0,225
14,2,"[1, 0]",10.0,128
22,2,"[1, 0]",10.0,120
22,2,"[1, 0]",3.0,10
22,2,"[-1, 0]",3.0,210
18,2,"[-1, 0]",10.0,229
6,2,"[1, 0]",3.0,16
22,2,"[1, 0]",3.0,20
14,2,"[-1, 0]",10.0,258
14,2,"[1, 0]",10.0,123
10,2,"[-1, 0]",10.0,247
22,2,"[-1, 0]",10.0,255
10,2,"[-1, 0]",10.0,252
14,2,"[-1, 0]",10.0,273
14,2,"[-1, 0]",3.0,193
18,2,"[-1, 0]",10.0,269
6,2,"[1, 0]",3.0,51
18,2,"[1, 0]",3.0,49
18,2,"[-1, 0]",10.0,249
14,2,"[-1, 0]",3.0,158
10,2,"[1, 0]",10.0,92
22,2,"[1, 0]",10.0,130
6,2,"[-1, 0]",10.0,231
18,2,"[1, 0]",10.0,99
18,2,"[1, 0]",10.0,94
10,2,"[-1, 0]",10.0,242
14,2,"[1, 0]",10.0,93
6,2,"[-1, 0]",10.0,241
6,2,"[-1, 0]",10.0,251
10,2,"[1, 0]",3.0,67
6,2,"[1, 0]",3.0,21
18,2,"[1, 0]",3.0,54
