trialNumOriginal,cueCoords,cue1pos,cue2lag,cueEccentricity
121,"[1, 0]",6,2,2
82,"[1, 0]",6,2,10
223,"[-1, 0]",6,2,2
83,"[-1, 0]",6,2,2
165,"[1, 0]",10,2,2
35,"[-1, 0]",18,2,2
190,"[1, 0]",14,2,10
250,"[1, 0]",14,2,10
3,"[-1, 0]",6,2,2
108,"[-1, 0]",10,2,10
236,"[-1, 0]",18,2,10
102,"[1, 0]",6,2,10
94,"[1, 0]",18,2,10
19,"[-1, 0]",22,2,2
32,"[-1, 0]",14,2,10
18,"[1, 0]",22,2,10
162,"[1, 0]",6,2,10
47,"[-1, 0]",10,2,2
161,"[1, 0]",6,2,2
134,"[1, 0]",18,2,10
98,"[1, 0]",22,2,10
29,"[1, 0]",14,2,2
225,"[1, 0]",10,2,2
140,"[-1, 0]",22,2,10
112,"[-1, 0]",14,2,10
189,"[1, 0]",14,2,2
154,"[1, 0]",18,2,10
124,"[-1, 0]",6,2,10
67,"[-1, 0]",10,2,2
242,"[1, 0]",6,2,10
212,"[-1, 0]",14,2,10
217,"[1, 0]",22,2,2
175,"[-1, 0]",18,2,2
176,"[-1, 0]",18,2,10
151,"[-1, 0]",14,2,2
96,"[-1, 0]",18,2,10
78,"[1, 0]",22,2,10
200,"[-1, 0]",22,2,10
178,"[1, 0]",22,2,10
247,"[-1, 0]",10,2,2
28,"[-1, 0]",10,2,10
232,"[-1, 0]",14,2,10
74,"[1, 0]",18,2,10
277,"[1, 0]",22,2,2
218,"[1, 0]",22,2,10
260,"[-1, 0]",22,2,10
194,"[1, 0]",18,2,10
235,"[-1, 0]",18,2,2
241,"[1, 0]",6,2,2
50,"[1, 0]",14,2,10
110,"[1, 0]",14,2,10
11,"[-1, 0]",14,2,2
275,"[-1, 0]",18,2,2
227,"[-1, 0]",10,2,2
201,"[1, 0]",6,2,2
1,"[1, 0]",6,2,2
188,"[-1, 0]",10,2,10
271,"[-1, 0]",14,2,2
27,"[-1, 0]",10,2,2
25,"[1, 0]",10,2,2
42,"[1, 0]",6,2,10
91,"[-1, 0]",14,2,2
150,"[1, 0]",14,2,10
61,"[1, 0]",6,2,2
26,"[1, 0]",10,2,10
179,"[-1, 0]",22,2,2
222,"[1, 0]",6,2,10
90,"[1, 0]",14,2,10
219,"[-1, 0]",22,2,2
116,"[-1, 0]",18,2,10
129,"[1, 0]",14,2,2
71,"[-1, 0]",14,2,2
237,"[1, 0]",22,2,2
262,"[1, 0]",6,2,10
88,"[-1, 0]",10,2,10
48,"[-1, 0]",10,2,10
123,"[-1, 0]",6,2,2
118,"[1, 0]",22,2,10
177,"[1, 0]",22,2,2
197,"[1, 0]",22,2,2
256,"[-1, 0]",18,2,10
181,"[1, 0]",6,2,2
130,"[1, 0]",14,2,10
8,"[-1, 0]",10,2,10
85,"[1, 0]",10,2,2
233,"[1, 0]",18,2,2
199,"[-1, 0]",22,2,2
81,"[1, 0]",6,2,2
196,"[-1, 0]",18,2,10
192,"[-1, 0]",14,2,10
144,"[-1, 0]",6,2,10
79,"[-1, 0]",22,2,2
6,"[1, 0]",10,2,10
84,"[-1, 0]",6,2,10
224,"[-1, 0]",6,2,10
52,"[-1, 0]",14,2,10
76,"[-1, 0]",18,2,10
243,"[-1, 0]",6,2,2
115,"[-1, 0]",18,2,2
59,"[-1, 0]",22,2,2
183,"[-1, 0]",6,2,2
203,"[-1, 0]",6,2,2
226,"[1, 0]",10,2,10
133,"[1, 0]",18,2,2
120,"[-1, 0]",22,2,10
230,"[1, 0]",14,2,10
209,"[1, 0]",14,2,2
147,"[-1, 0]",10,2,2
7,"[-1, 0]",10,2,2
166,"[1, 0]",10,2,10
56,"[-1, 0]",18,2,10
264,"[-1, 0]",6,2,10
187,"[-1, 0]",10,2,2
249,"[1, 0]",14,2,2
234,"[1, 0]",18,2,10
276,"[-1, 0]",18,2,10
155,"[-1, 0]",18,2,2
77,"[1, 0]",22,2,2
73,"[1, 0]",18,2,2
198,"[1, 0]",22,2,10
104,"[-1, 0]",6,2,10
86,"[1, 0]",10,2,10
208,"[-1, 0]",10,2,10
253,"[1, 0]",18,2,2
139,"[-1, 0]",22,2,2
2,"[1, 0]",6,2,10
193,"[1, 0]",18,2,2
24,"[-1, 0]",6,2,10
184,"[-1, 0]",6,2,10
126,"[1, 0]",10,2,10
43,"[-1, 0]",6,2,2
228,"[-1, 0]",10,2,10
132,"[-1, 0]",14,2,10
13,"[1, 0]",18,2,2
202,"[1, 0]",6,2,10
149,"[1, 0]",14,2,2
80,"[-1, 0]",22,2,10
55,"[-1, 0]",18,2,2
191,"[-1, 0]",14,2,2
173,"[1, 0]",18,2,2
14,"[1, 0]",18,2,10
244,"[-1, 0]",6,2,10
265,"[1, 0]",10,2,2
99,"[-1, 0]",22,2,2
170,"[1, 0]",14,2,10
128,"[-1, 0]",10,2,10
103,"[-1, 0]",6,2,2
211,"[-1, 0]",14,2,2
167,"[-1, 0]",10,2,2
57,"[1, 0]",22,2,2
109,"[1, 0]",14,2,2
9,"[1, 0]",14,2,2
238,"[1, 0]",22,2,10
204,"[-1, 0]",6,2,10
169,"[1, 0]",14,2,2
39,"[-1, 0]",22,2,2
113,"[1, 0]",18,2,2
21,"[1, 0]",6,2,2
38,"[1, 0]",22,2,10
5,"[1, 0]",10,2,2
180,"[-1, 0]",22,2,10
37,"[1, 0]",22,2,2
268,"[-1, 0]",10,2,10
72,"[-1, 0]",14,2,10
105,"[1, 0]",10,2,2
214,"[1, 0]",18,2,10
106,"[1, 0]",10,2,10
69,"[1, 0]",14,2,2
63,"[-1, 0]",6,2,2
