cue1pos,cue2lag,ltrCoords,ltrEccentricity,trialNumOriginal
10,2,"[1, 0]",10.0,97
6,2,"[1, 0]",3.0,36
6,2,"[1, 0]",3.0,31
22,2,"[-1, 0]",3.0,180
6,2,"[-1, 0]",10.0,211
18,2,"[1, 0]",10.0,109
22,2,"[-1, 0]",3.0,165
22,2,"[-1, 0]",10.0,220
6,2,"[-1, 0]",10.0,256
22,2,"[-1, 0]",10.0,265
14,2,"[1, 0]",3.0,43
18,2,"[1, 0]",10.0,124
18,2,"[-1, 0]",3.0,179
18,2,"[-1, 0]",10.0,219
18,2,"[1, 0]",3.0,14
14,2,"[-1, 0]",10.0,213
22,2,"[-1, 0]",3.0,160
22,2,"[-1, 0]",10.0,250
6,2,"[1, 0]",3.0,51
10,2,"[-1, 0]",10.0,212
22,2,"[-1, 0]",3.0,205
6,2,"[1, 0]",10.0,111
10,2,"[-1, 0]",3.0,202
18,2,"[-1, 0]",3.0,209
18,2,"[-1, 0]",10.0,214
18,2,"[-1, 0]",10.0,259
6,2,"[-1, 0]",3.0,166
14,2,"[-1, 0]",3.0,188
18,2,"[1, 0]",10.0,89
22,2,"[1, 0]",3.0,30
14,2,"[1, 0]",10.0,88
10,2,"[1, 0]",3.0,37
14,2,"[1, 0]",3.0,58
6,2,"[1, 0]",10.0,101
22,2,"[1, 0]",3.0,40
6,2,"[-1, 0]",10.0,231
18,2,"[-1, 0]",3.0,159
10,2,"[-1, 0]",10.0,232
22,2,"[1, 0]",10.0,110
10,2,"[1, 0]",3.0,12
6,2,"[1, 0]",10.0,96
10,2,"[-1, 0]",10.0,237
10,2,"[-1, 0]",10.0,267
6,2,"[1, 0]",10.0,106
18,2,"[-1, 0]",10.0,249
6,2,"[1, 0]",3.0,21
14,2,"[1, 0]",10.0,118
10,2,"[-1, 0]",3.0,162
18,2,"[-1, 0]",3.0,189
18,2,"[-1, 0]",3.0,184
14,2,"[-1, 0]",3.0,173
22,2,"[-1, 0]",3.0,170
18,2,"[-1, 0]",10.0,244
18,2,"[-1, 0]",3.0,199
14,2,"[-1, 0]",3.0,168
10,2,"[1, 0]",10.0,102
18,2,"[1, 0]",10.0,134
10,2,"[-1, 0]",3.0,157
10,2,"[1, 0]",3.0,67
18,2,"[1, 0]",3.0,49
14,2,"[-1, 0]",10.0,238
18,2,"[-1, 0]",10.0,274
18,2,"[-1, 0]",3.0,154
22,2,"[1, 0]",10.0,135
10,2,"[1, 0]",3.0,7
10,2,"[1, 0]",3.0,57
6,2,"[-1, 0]",3.0,156
18,2,"[-1, 0]",3.0,164
6,2,"[1, 0]",3.0,1
14,2,"[-1, 0]",3.0,178
22,2,"[1, 0]",3.0,35
6,2,"[-1, 0]",10.0,251
14,2,"[1, 0]",3.0,63
22,2,"[1, 0]",10.0,95
14,2,"[-1, 0]",10.0,248
18,2,"[1, 0]",10.0,74
6,2,"[-1, 0]",3.0,171
6,2,"[-1, 0]",3.0,186
22,2,"[1, 0]",10.0,80
22,2,"[1, 0]",10.0,85
10,2,"[1, 0]",3.0,22
22,2,"[1, 0]",10.0,125
6,2,"[-1, 0]",10.0,246
14,2,"[1, 0]",3.0,18
22,2,"[1, 0]",3.0,65
10,2,"[1, 0]",10.0,137
18,2,"[1, 0]",3.0,54
10,2,"[-1, 0]",3.0,142
18,2,"[1, 0]",10.0,94
22,2,"[1, 0]",10.0,130
6,2,"[-1, 0]",10.0,226
10,2,"[1, 0]",10.0,107
14,2,"[-1, 0]",10.0,243
22,2,"[1, 0]",3.0,15
14,2,"[1, 0]",3.0,28
6,2,"[-1, 0]",3.0,201
6,2,"[1, 0]",10.0,121
18,2,"[1, 0]",3.0,34
18,2,"[1, 0]",3.0,44
22,2,"[-1, 0]",10.0,275
18,2,"[-1, 0]",10.0,224
6,2,"[1, 0]",10.0,81
6,2,"[-1, 0]",3.0,206
22,2,"[-1, 0]",3.0,195
22,2,"[-1, 0]",3.0,150
14,2,"[1, 0]",10.0,108
10,2,"[1, 0]",10.0,127
18,2,"[1, 0]",3.0,24
14,2,"[-1, 0]",3.0,158
22,2,"[-1, 0]",3.0,155
22,2,"[-1, 0]",3.0,210
18,2,"[1, 0]",3.0,9
22,2,"[1, 0]",3.0,45
10,2,"[-1, 0]",3.0,147
10,2,"[-1, 0]",3.0,192
6,2,"[-1, 0]",3.0,196
10,2,"[-1, 0]",10.0,272
10,2,"[-1, 0]",10.0,262
14,2,"[1, 0]",3.0,3
22,2,"[1, 0]",10.0,140
22,2,"[-1, 0]",10.0,225
14,2,"[-1, 0]",10.0,253
14,2,"[-1, 0]",10.0,233
18,2,"[-1, 0]",3.0,169
18,2,"[1, 0]",3.0,19
14,2,"[-1, 0]",3.0,183
10,2,"[1, 0]",3.0,17
14,2,"[1, 0]",10.0,93
18,2,"[1, 0]",10.0,139
10,2,"[-1, 0]",10.0,257
14,2,"[-1, 0]",10.0,263
6,2,"[-1, 0]",10.0,261
18,2,"[1, 0]",3.0,69
6,2,"[1, 0]",10.0,71
22,2,"[1, 0]",3.0,50
6,2,"[-1, 0]",10.0,236
6,2,"[1, 0]",3.0,61
10,2,"[-1, 0]",10.0,217
22,2,"[1, 0]",10.0,105
6,2,"[1, 0]",3.0,46
10,2,"[-1, 0]",3.0,187
10,2,"[1, 0]",10.0,122
18,2,"[-1, 0]",3.0,144
14,2,"[1, 0]",3.0,48
10,2,"[-1, 0]",10.0,252
18,2,"[1, 0]",3.0,4
22,2,"[1, 0]",3.0,25
6,2,"[-1, 0]",3.0,146
14,2,"[1, 0]",10.0,98
18,2,"[-1, 0]",10.0,229
6,2,"[-1, 0]",10.0,216
6,2,"[-1, 0]",3.0,151
22,2,"[-1, 0]",3.0,190
18,2,"[1, 0]",3.0,29
10,2,"[1, 0]",3.0,42
18,2,"[1, 0]",10.0,119
6,2,"[1, 0]",10.0,136
14,2,"[-1, 0]",3.0,203
18,2,"[-1, 0]",10.0,264
6,2,"[1, 0]",3.0,56
10,2,"[-1, 0]",3.0,167
18,2,"[-1, 0]",10.0,269
6,2,"[-1, 0]",3.0,191
22,2,"[1, 0]",10.0,120
18,2,"[1, 0]",3.0,59
10,2,"[1, 0]",3.0,32
10,2,"[-1, 0]",10.0,222
6,2,"[1, 0]",3.0,66
22,2,"[-1, 0]",10.0,280
22,2,"[1, 0]",3.0,60
14,2,"[-1, 0]",10.0,278
18,2,"[1, 0]",10.0,114
22,2,"[-1, 0]",3.0,175
18,2,"[-1, 0]",10.0,234
6,2,"[1, 0]",3.0,11
14,2,"[1, 0]",10.0,103
22,2,"[-1, 0]",10.0,240
6,2,"[1, 0]",3.0,16
22,2,"[-1, 0]",10.0,270
22,2,"[1, 0]",10.0,100
22,2,"[1, 0]",3.0,55
10,2,"[1, 0]",10.0,132
18,2,"[-1, 0]",10.0,254
14,2,"[1, 0]",3.0,8
14,2,"[-1, 0]",3.0,198
10,2,"[1, 0]",3.0,47
14,2,"[1, 0]",10.0,128
22,2,"[1, 0]",10.0,115
14,2,"[-1, 0]",3.0,148
6,2,"[-1, 0]",3.0,161
10,2,"[-1, 0]",10.0,242
10,2,"[-1, 0]",3.0,207
10,2,"[1, 0]",10.0,82
18,2,"[1, 0]",3.0,39
10,2,"[-1, 0]",3.0,152
22,2,"[-1, 0]",10.0,230
18,2,"[-1, 0]",3.0,204
6,2,"[1, 0]",3.0,26
10,2,"[-1, 0]",10.0,247
14,2,"[1, 0]",10.0,78
6,2,"[1, 0]",10.0,86
6,2,"[-1, 0]",3.0,176
18,2,"[1, 0]",10.0,99
