cue1pos,cue2lag,ltrCoords,ltrEccentricity,trialNumOriginal
18,2,"[-1, 0]",10.0,224
6,2,"[-1, 0]",10.0,276
14,2,"[1, 0]",3.0,8
22,2,"[1, 0]",3.0,50
6,2,"[1, 0]",3.0,6
18,2,"[1, 0]",10.0,114
10,2,"[-1, 0]",3.0,157
18,2,"[-1, 0]",3.0,189
22,2,"[1, 0]",10.0,95
18,2,"[-1, 0]",3.0,149
6,2,"[-1, 0]",3.0,176
18,2,"[-1, 0]",3.0,154
14,2,"[-1, 0]",3.0,148
10,2,"[1, 0]",3.0,42
18,2,"[-1, 0]",10.0,274
18,2,"[1, 0]",3.0,29
14,2,"[1, 0]",10.0,128
14,2,"[1, 0]",10.0,78
14,2,"[-1, 0]",3.0,198
18,2,"[-1, 0]",3.0,169
22,2,"[-1, 0]",3.0,165
10,2,"[-1, 0]",10.0,252
6,2,"[-1, 0]",10.0,241
22,2,"[1, 0]",3.0,20
14,2,"[-1, 0]",10.0,273
10,2,"[-1, 0]",3.0,202
10,2,"[-1, 0]",10.0,272
10,2,"[1, 0]",3.0,37
22,2,"[1, 0]",3.0,40
14,2,"[-1, 0]",3.0,193
6,2,"[1, 0]",10.0,111
18,2,"[-1, 0]",3.0,184
10,2,"[1, 0]",3.0,2
22,2,"[1, 0]",3.0,5
14,2,"[-1, 0]",10.0,268
14,2,"[-1, 0]",10.0,238
22,2,"[1, 0]",3.0,65
18,2,"[-1, 0]",10.0,239
18,2,"[-1, 0]",10.0,229
10,2,"[1, 0]",3.0,12
22,2,"[1, 0]",10.0,130
10,2,"[-1, 0]",3.0,197
18,2,"[-1, 0]",10.0,234
22,2,"[1, 0]",3.0,15
10,2,"[-1, 0]",3.0,182
18,2,"[1, 0]",10.0,104
22,2,"[-1, 0]",10.0,260
10,2,"[-1, 0]",10.0,247
22,2,"[-1, 0]",3.0,180
14,2,"[1, 0]",3.0,43
18,2,"[1, 0]",3.0,64
14,2,"[-1, 0]",10.0,213
14,2,"[1, 0]",10.0,103
14,2,"[-1, 0]",3.0,163
18,2,"[1, 0]",10.0,129
14,2,"[-1, 0]",10.0,233
14,2,"[1, 0]",3.0,68
10,2,"[1, 0]",10.0,117
6,2,"[-1, 0]",10.0,236
18,2,"[1, 0]",3.0,54
10,2,"[-1, 0]",10.0,222
18,2,"[1, 0]",3.0,34
18,2,"[-1, 0]",3.0,209
10,2,"[1, 0]",10.0,97
14,2,"[-1, 0]",3.0,208
6,2,"[1, 0]",3.0,21
10,2,"[-1, 0]",3.0,152
14,2,"[1, 0]",3.0,38
6,2,"[1, 0]",10.0,86
10,2,"[-1, 0]",3.0,177
14,2,"[1, 0]",3.0,53
18,2,"[1, 0]",3.0,39
22,2,"[-1, 0]",3.0,150
6,2,"[1, 0]",10.0,116
6,2,"[1, 0]",10.0,121
6,2,"[-1, 0]",3.0,181
22,2,"[1, 0]",3.0,25
6,2,"[1, 0]",3.0,16
18,2,"[1, 0]",10.0,99
18,2,"[1, 0]",3.0,59
6,2,"[-1, 0]",3.0,166
22,2,"[-1, 0]",10.0,250
18,2,"[1, 0]",10.0,79
10,2,"[1, 0]",10.0,87
14,2,"[1, 0]",10.0,113
18,2,"[1, 0]",10.0,139
18,2,"[-1, 0]",3.0,174
14,2,"[1, 0]",3.0,23
6,2,"[-1, 0]",10.0,251
22,2,"[-1, 0]",3.0,160
10,2,"[1, 0]",10.0,77
6,2,"[1, 0]",3.0,31
22,2,"[-1, 0]",3.0,185
18,2,"[1, 0]",10.0,109
10,2,"[1, 0]",3.0,52
18,2,"[-1, 0]",10.0,259
10,2,"[1, 0]",10.0,107
22,2,"[1, 0]",3.0,55
6,2,"[1, 0]",3.0,66
18,2,"[1, 0]",10.0,89
10,2,"[1, 0]",3.0,62
10,2,"[-1, 0]",10.0,212
10,2,"[-1, 0]",3.0,167
22,2,"[-1, 0]",10.0,235
18,2,"[-1, 0]",10.0,254
18,2,"[1, 0]",10.0,74
22,2,"[1, 0]",3.0,60
18,2,"[1, 0]",3.0,44
18,2,"[-1, 0]",10.0,269
18,2,"[1, 0]",10.0,84
6,2,"[-1, 0]",3.0,151
10,2,"[-1, 0]",10.0,237
6,2,"[-1, 0]",10.0,211
6,2,"[-1, 0]",10.0,261
22,2,"[1, 0]",10.0,100
22,2,"[1, 0]",3.0,30
22,2,"[-1, 0]",3.0,190
22,2,"[1, 0]",10.0,80
6,2,"[1, 0]",10.0,71
6,2,"[-1, 0]",10.0,221
22,2,"[-1, 0]",3.0,195
