experimentPhase,trialnum,subject,task,answerPos0,ltrSpatialPos1,ltrEccentricity1,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,timingBlips
RSVP_central_cue_between_letter_presentation ,10 ,6 , T1 ,6 ,"[-1, 0] ",3.0 ,D ,H ,G ,C ,F ,Z ,I ,V ,U ,R ,Y ,W ,K ,J ,E ,P ,S ,O ,N ,B ,T ,L ,A ,M ,Q ,X ,N ,C ,B ,E ,J ,  ,K ,Z ,M ,Q ,F ,T ,L ,U ,P ,V ,A ,D ,Y ,W ,I ,O ,G ,S ,R ,X ,0
RSVP_central_cue_between_letter_presentation ,11 ,6 , T1 ,10 ,"[1, 0] ",10.0 ,W ,H ,X ,D ,A ,K ,F ,I ,T ,E ,P ,L ,Q ,U ,S ,J ,V ,N ,M ,C ,Y ,Z ,R ,B ,O ,G ,H ,K ,S ,T ,D ,M ,C ,L ,P ,  ,I ,N ,J ,R ,Z ,A ,B ,Y ,W ,O ,X ,G ,U ,E ,F ,V ,0
RSVP_central_cue_between_letter_presentation ,12 ,6 , T1 ,6 ,"[1, 0] ",3.0 ,C ,L ,E ,Z ,D ,W ,F ,Y ,Q ,X ,H ,I ,G ,K ,T ,J ,P ,O ,M ,B ,R ,N ,S ,U ,A ,V ,X ,Q ,P ,E ,F ,  ,O ,V ,U ,L ,Z ,W ,R ,D ,Y ,B ,A ,K ,T ,N ,J ,G ,M ,H ,I ,C ,0
RSVP_central_cue_between_letter_presentation ,13 ,6 , T1 ,10 ,"[1, 0] ",3.0 ,M ,F ,T ,L ,U ,B ,W ,D ,V ,E ,S ,J ,Q ,K ,H ,G ,Y ,X ,A ,P ,I ,O ,Z ,N ,R ,C ,R ,X ,W ,K ,Q ,G ,P ,M ,H ,  ,D ,I ,C ,Z ,N ,B ,A ,F ,J ,L ,E ,O ,S ,V ,Y ,U ,0
RSVP_central_cue_between_letter_presentation ,14 ,6 , T1 ,22 ,"[-1, 0] ",3.0 ,Z ,D ,L ,Y ,C ,E ,G ,H ,O ,X ,A ,W ,S ,M ,R ,P ,B ,F ,V ,Q ,J ,U ,K ,I ,T ,N ,E ,H ,K ,D ,T ,S ,J ,L ,G ,Q ,C ,F ,I ,M ,X ,W ,R ,O ,B ,P ,Y ,  ,N ,A ,V ,U ,0
RSVP_central_cue_between_letter_presentation ,15 ,6 , T1 ,6 ,"[-1, 0] ",10.0 ,D ,Y ,K ,M ,E ,Q ,Z ,N ,C ,V ,F ,H ,T ,J ,O ,A ,S ,L ,I ,B ,W ,P ,U ,R ,X ,G ,N ,E ,L ,K ,D ,  ,M ,X ,H ,W ,P ,O ,Z ,C ,R ,U ,G ,B ,T ,Q ,Y ,A ,S ,V ,J ,F ,1
RSVP_central_cue_between_letter_presentation ,16 ,6 , T1 ,6 ,"[-1, 0] ",3.0 ,D ,T ,E ,V ,A ,S ,L ,J ,O ,X ,B ,U ,W ,N ,P ,Q ,G ,R ,Z ,Y ,M ,C ,K ,I ,F ,H ,O ,C ,D ,S ,Y ,  ,T ,U ,M ,A ,J ,R ,E ,W ,K ,B ,V ,Z ,F ,G ,H ,X ,P ,N ,L ,Q ,0
RSVP_central_cue_between_letter_presentation ,17 ,6 , T1 ,14 ,"[-1, 0] ",10.0 ,H ,Z ,C ,W ,Q ,V ,E ,S ,A ,M ,I ,O ,P ,J ,U ,G ,D ,B ,N ,R ,T ,L ,K ,Y ,X ,F ,I ,S ,T ,M ,Y ,X ,W ,Z ,H ,R ,N ,G ,Q ,  ,C ,L ,P ,U ,E ,O ,F ,A ,D ,B ,V ,K ,0
RSVP_central_cue_between_letter_presentation ,18 ,6 , T1 ,18 ,"[-1, 0] ",3.0 ,L ,J ,C ,Q ,A ,R ,F ,H ,N ,I ,G ,X ,M ,D ,B ,W ,O ,P ,Y ,U ,T ,K ,V ,S ,Z ,E ,U ,O ,N ,K ,A ,X ,D ,V ,L ,F ,T ,Z ,E ,Y ,G ,J ,Q ,  ,H ,C ,W ,P ,I ,M ,S ,B ,0
RSVP_central_cue_between_letter_presentation ,19 ,6 , T1 ,6 ,"[-1, 0] ",10.0 ,L ,J ,D ,T ,G ,U ,W ,B ,O ,P ,V ,F ,Q ,I ,Z ,Y ,N ,E ,H ,R ,K ,S ,X ,C ,M ,A ,M ,G ,T ,H ,R ,  ,Z ,U ,N ,E ,J ,K ,X ,C ,Q ,Y ,S ,P ,D ,A ,W ,V ,B ,O ,L ,F ,0
RSVP_central_cue_between_letter_presentation ,20 ,6 , T1 ,22 ,"[-1, 0] ",3.0 ,B ,H ,I ,K ,M ,W ,E ,U ,G ,A ,Y ,Z ,Q ,V ,P ,N ,O ,J ,R ,D ,L ,T ,S ,F ,C ,X ,E ,I ,S ,O ,Q ,U ,R ,T ,P ,B ,C ,N ,L ,A ,V ,W ,G ,K ,Y ,F ,H ,  ,J ,Z ,X ,D ,0
RSVP_central_cue_between_letter_presentation ,21 ,6 , T1 ,14 ,"[-1, 0] ",3.0 ,D ,O ,G ,B ,K ,Q ,P ,N ,Y ,A ,L ,S ,I ,U ,C ,E ,T ,R ,W ,F ,V ,Z ,X ,M ,J ,H ,B ,D ,V ,O ,F ,K ,M ,R ,E ,J ,G ,U ,X ,  ,N ,I ,Q ,W ,H ,S ,C ,P ,Z ,A ,Y ,T ,0
RSVP_central_cue_between_letter_presentation ,22 ,6 , T1 ,10 ,"[-1, 0] ",3.0 ,L ,N ,T ,I ,Y ,M ,J ,K ,R ,F ,W ,A ,G ,Q ,C ,H ,O ,P ,V ,D ,B ,X ,S ,E ,Z ,U ,O ,H ,X ,M ,S ,Q ,D ,I ,A ,  ,K ,R ,L ,Y ,V ,P ,N ,U ,T ,E ,F ,G ,W ,Z ,J ,C ,0
RSVP_central_cue_between_letter_presentation ,23 ,6 , T1 ,6 ,"[-1, 0] ",10.0 ,O ,P ,W ,K ,S ,N ,V ,T ,C ,E ,Y ,B ,Q ,X ,G ,D ,U ,F ,M ,L ,H ,I ,Z ,J ,R ,A ,T ,E ,Q ,U ,Y ,  ,F ,J ,Z ,D ,X ,V ,N ,B ,K ,H ,L ,R ,P ,O ,W ,C ,I ,S ,M ,A ,0
RSVP_central_cue_between_letter_presentation ,24 ,6 , T1 ,6 ,"[-1, 0] ",3.0 ,P ,O ,C ,H ,A ,N ,V ,I ,G ,K ,E ,B ,Y ,F ,W ,J ,D ,X ,L ,R ,S ,Q ,M ,Z ,U ,T ,Y ,X ,F ,M ,L ,  ,C ,R ,N ,E ,D ,U ,I ,P ,V ,W ,A ,J ,T ,K ,Z ,G ,Q ,O ,H ,B ,0
RSVP_central_cue_between_letter_presentation ,25 ,6 , T1 ,14 ,"[1, 0] ",10.0 ,P ,S ,J ,B ,L ,F ,O ,R ,A ,C ,H ,T ,U ,E ,G ,K ,D ,V ,X ,N ,I ,Y ,M ,Q ,Z ,W ,R ,W ,I ,L ,Y ,G ,C ,A ,U ,B ,M ,N ,D ,  ,T ,V ,H ,S ,P ,O ,J ,Z ,E ,Q ,K ,X ,0
RSVP_central_cue_between_letter_presentation ,26 ,6 , T1 ,22 ,"[1, 0] ",3.0 ,M ,J ,C ,T ,G ,D ,O ,Y ,F ,S ,Z ,Q ,R ,V ,L ,K ,I ,P ,W ,H ,U ,A ,B ,N ,E ,X ,Z ,Y ,R ,H ,X ,C ,Q ,T ,P ,D ,K ,F ,I ,L ,J ,U ,A ,N ,M ,W ,S ,  ,B ,E ,G ,O ,0
RSVP_central_cue_between_letter_presentation ,27 ,6 , T1 ,22 ,"[1, 0] ",10.0 ,D ,G ,H ,C ,N ,P ,W ,V ,I ,A ,S ,X ,R ,O ,M ,F ,L ,Y ,Q ,T ,E ,Z ,B ,K ,J ,U ,V ,Y ,E ,P ,L ,R ,Q ,D ,B ,I ,H ,C ,T ,W ,U ,O ,A ,Z ,S ,F ,X ,  ,K ,N ,G ,J ,0
RSVP_central_cue_between_letter_presentation ,28 ,6 , T1 ,18 ,"[-1, 0] ",3.0 ,E ,F ,S ,D ,I ,K ,P ,T ,Q ,H ,C ,A ,X ,O ,L ,U ,J ,V ,Y ,Z ,B ,N ,R ,W ,G ,M ,P ,G ,C ,S ,N ,A ,I ,X ,B ,Z ,U ,J ,M ,H ,K ,O ,E ,  ,V ,F ,T ,L ,R ,D ,Q ,Y ,0
RSVP_central_cue_between_letter_presentation ,29 ,6 , T1 ,22 ,"[-1, 0] ",10.0 ,K ,L ,R ,G ,Y ,V ,T ,Q ,N ,Z ,I ,P ,C ,F ,X ,A ,B ,S ,D ,H ,M ,J ,W ,U ,E ,O ,W ,R ,I ,J ,H ,C ,Z ,F ,L ,B ,A ,Y ,X ,K ,V ,E ,O ,S ,G ,T ,N ,  ,U ,Q ,P ,M ,0
RSVP_central_cue_between_letter_presentation ,30 ,6 , T1 ,10 ,"[1, 0] ",3.0 ,O ,U ,Q ,F ,M ,C ,I ,E ,N ,V ,T ,B ,Y ,G ,L ,S ,Z ,D ,K ,X ,P ,W ,H ,R ,J ,A ,Y ,O ,K ,I ,Q ,B ,N ,L ,S ,  ,T ,Z ,A ,P ,D ,U ,C ,M ,J ,G ,H ,V ,W ,X ,E ,F ,0
RSVP_central_cue_between_letter_presentation ,31 ,6 , T1 ,22 ,"[1, 0] ",3.0 ,G ,P ,C ,D ,E ,K ,A ,I ,N ,L ,Q ,Y ,B ,V ,H ,S ,R ,W ,X ,O ,F ,J ,U ,Z ,M ,T ,Y ,P ,E ,V ,C ,G ,L ,Q ,H ,J ,U ,B ,T ,F ,X ,O ,I ,N ,D ,K ,Z ,  ,M ,R ,A ,S ,0
RSVP_central_cue_between_letter_presentation ,32 ,6 , T1 ,14 ,"[1, 0] ",10.0 ,Z ,K ,O ,L ,Q ,U ,X ,M ,I ,N ,D ,S ,C ,Y ,H ,P ,E ,B ,G ,A ,W ,T ,V ,J ,F ,R ,N ,X ,T ,Y ,H ,G ,D ,M ,R ,P ,J ,U ,E ,  ,Q ,F ,S ,O ,W ,L ,Z ,A ,C ,I ,V ,B ,0
RSVP_central_cue_between_letter_presentation ,33 ,6 , T1 ,6 ,"[1, 0] ",3.0 ,U ,R ,G ,T ,S ,D ,L ,J ,I ,M ,Y ,W ,Q ,C ,Z ,K ,A ,E ,F ,P ,V ,O ,B ,H ,N ,X ,I ,N ,H ,K ,L ,  ,E ,Z ,D ,A ,G ,U ,X ,J ,M ,Q ,B ,F ,S ,O ,C ,Y ,V ,T ,W ,R ,0
RSVP_central_cue_between_letter_presentation ,34 ,6 , T1 ,14 ,"[-1, 0] ",3.0 ,R ,A ,D ,P ,J ,G ,Q ,K ,L ,X ,U ,M ,S ,H ,I ,O ,E ,B ,N ,V ,F ,C ,Y ,W ,T ,Z ,A ,X ,Z ,H ,Q ,T ,F ,I ,B ,L ,G ,E ,K ,  ,N ,S ,Y ,R ,W ,M ,C ,O ,J ,D ,P ,U ,0
RSVP_central_cue_between_letter_presentation ,35 ,6 , T1 ,14 ,"[1, 0] ",10.0 ,K ,A ,H ,M ,U ,Y ,R ,L ,C ,N ,I ,B ,Q ,P ,W ,G ,T ,S ,Z ,O ,D ,E ,F ,V ,J ,X ,P ,X ,S ,T ,H ,B ,G ,Y ,V ,W ,D ,N ,M ,  ,C ,O ,K ,A ,R ,F ,J ,Q ,L ,Z ,U ,I ,0
RSVP_central_cue_between_letter_presentation ,36 ,6 , T1 ,10 ,"[-1, 0] ",10.0 ,H ,D ,Z ,U ,L ,V ,K ,N ,C ,G ,J ,X ,Y ,O ,I ,B ,M ,T ,A ,W ,R ,S ,F ,E ,Q ,P ,U ,V ,I ,H ,F ,P ,Y ,R ,M ,  ,O ,E ,T ,A ,B ,N ,Q ,D ,G ,S ,L ,X ,Z ,K ,W ,C ,0
RSVP_central_cue_between_letter_presentation ,37 ,6 , T1 ,6 ,"[1, 0] ",3.0 ,G ,I ,B ,D ,E ,W ,C ,F ,S ,R ,O ,J ,M ,A ,X ,Z ,V ,H ,P ,K ,T ,U ,Q ,L ,Y ,N ,L ,X ,D ,E ,T ,  ,Q ,O ,M ,N ,R ,C ,B ,V ,I ,P ,Z ,K ,U ,Y ,W ,H ,F ,J ,A ,S ,0
RSVP_central_cue_between_letter_presentation ,38 ,6 , T1 ,18 ,"[-1, 0] ",10.0 ,W ,G ,R ,A ,S ,P ,C ,B ,K ,O ,N ,L ,V ,Y ,U ,Z ,J ,I ,E ,Q ,F ,X ,T ,D ,M ,H ,V ,S ,U ,G ,H ,N ,B ,Y ,A ,K ,R ,Q ,J ,X ,C ,T ,I ,  ,L ,E ,P ,Z ,D ,M ,O ,F ,0
RSVP_central_cue_between_letter_presentation ,39 ,6 , T1 ,22 ,"[1, 0] ",10.0 ,E ,N ,D ,M ,K ,W ,F ,T ,A ,R ,X ,Z ,H ,I ,U ,O ,L ,P ,B ,J ,Y ,C ,G ,S ,Q ,V ,U ,V ,W ,B ,K ,Q ,X ,T ,O ,A ,D ,F ,C ,L ,Y ,G ,E ,I ,N ,Z ,S ,  ,P ,H ,R ,J ,0
RSVP_central_cue_between_letter_presentation ,40 ,6 , T1 ,6 ,"[1, 0] ",10.0 ,D ,E ,L ,B ,P ,R ,Y ,Q ,V ,T ,K ,C ,I ,N ,M ,S ,G ,X ,O ,W ,F ,U ,J ,A ,Z ,H ,U ,P ,G ,H ,Z ,  ,D ,T ,E ,J ,K ,N ,W ,M ,F ,L ,X ,I ,A ,S ,C ,Y ,O ,Q ,B ,R ,0
RSVP_central_cue_between_letter_presentation ,41 ,6 , T1 ,18 ,"[1, 0] ",3.0 ,D ,X ,O ,G ,U ,A ,W ,F ,T ,R ,L ,N ,I ,Q ,C ,B ,H ,K ,Y ,Z ,J ,V ,M ,P ,E ,S ,P ,R ,F ,D ,B ,V ,J ,T ,A ,Y ,G ,I ,H ,Q ,U ,N ,W ,  ,S ,L ,M ,K ,Z ,E ,O ,X ,0
RSVP_central_cue_between_letter_presentation ,42 ,6 , T1 ,14 ,"[1, 0] ",3.0 ,R ,T ,B ,P ,C ,U ,J ,X ,S ,G ,D ,L ,Y ,N ,H ,M ,E ,K ,F ,V ,Q ,Z ,I ,W ,A ,O ,T ,K ,O ,R ,D ,U ,V ,W ,Y ,N ,Q ,M ,L ,  ,X ,S ,J ,C ,Z ,I ,E ,F ,A ,P ,B ,G ,0
RSVP_central_cue_between_letter_presentation ,43 ,6 , T1 ,22 ,"[-1, 0] ",10.0 ,B ,R ,P ,K ,S ,L ,Q ,H ,I ,T ,O ,Z ,C ,Y ,E ,N ,D ,A ,W ,F ,V ,U ,M ,X ,G ,J ,P ,V ,E ,S ,J ,N ,X ,A ,I ,Q ,U ,F ,Z ,K ,D ,C ,Y ,G ,M ,H ,W ,  ,T ,B ,O ,R ,0
RSVP_central_cue_between_letter_presentation ,44 ,6 , T1 ,10 ,"[-1, 0] ",3.0 ,T ,P ,B ,K ,Z ,U ,S ,N ,M ,O ,D ,J ,R ,Q ,E ,A ,X ,I ,H ,V ,C ,W ,L ,F ,Y ,G ,G ,N ,A ,V ,O ,W ,B ,I ,S ,  ,U ,F ,R ,C ,E ,P ,Y ,D ,J ,L ,M ,Q ,X ,K ,T ,H ,0
RSVP_central_cue_between_letter_presentation ,45 ,6 , T1 ,14 ,"[1, 0] ",10.0 ,T ,W ,A ,B ,I ,D ,S ,P ,R ,L ,O ,C ,G ,Q ,M ,Z ,F ,Y ,X ,V ,N ,H ,E ,K ,U ,J ,N ,Y ,Q ,E ,P ,S ,H ,B ,T ,O ,F ,D ,G ,  ,C ,K ,U ,J ,X ,W ,R ,M ,A ,L ,Z ,I ,0
RSVP_central_cue_between_letter_presentation ,46 ,6 , T1 ,22 ,"[1, 0] ",10.0 ,K ,Y ,C ,M ,R ,E ,H ,O ,J ,V ,L ,S ,W ,I ,N ,T ,F ,P ,D ,Z ,X ,G ,Q ,U ,B ,A ,C ,D ,A ,I ,T ,R ,P ,U ,X ,O ,J ,Q ,K ,M ,B ,W ,N ,S ,L ,F ,V ,  ,E ,Y ,Z ,G ,0
RSVP_central_cue_between_letter_presentation ,47 ,6 , T1 ,14 ,"[-1, 0] ",3.0 ,C ,Q ,T ,P ,G ,F ,M ,K ,I ,Z ,S ,L ,U ,W ,Y ,E ,J ,D ,V ,H ,N ,X ,B ,R ,O ,A ,Q ,L ,R ,A ,U ,I ,N ,Y ,P ,X ,T ,F ,M ,  ,O ,G ,H ,D ,J ,K ,S ,E ,C ,B ,Z ,W ,0
RSVP_central_cue_between_letter_presentation ,48 ,6 , T1 ,18 ,"[1, 0] ",3.0 ,F ,J ,K ,I ,D ,Y ,N ,Z ,Q ,S ,M ,O ,P ,X ,T ,U ,A ,R ,E ,V ,H ,G ,L ,W ,C ,B ,O ,J ,I ,N ,X ,H ,D ,Y ,P ,W ,U ,A ,B ,C ,G ,L ,M ,  ,S ,Q ,V ,F ,Z ,T ,K ,E ,0
RSVP_central_cue_between_letter_presentation ,49 ,6 , T1 ,22 ,"[-1, 0] ",3.0 ,J ,D ,E ,L ,N ,P ,S ,M ,B ,Q ,K ,A ,Y ,T ,C ,O ,G ,F ,Z ,I ,U ,R ,V ,H ,X ,W ,F ,G ,M ,I ,T ,D ,N ,U ,E ,Q ,H ,O ,Y ,L ,S ,R ,X ,Z ,J ,C ,B ,  ,V ,W ,K ,A ,0
RSVP_central_cue_between_letter_presentation ,50 ,6 , T1 ,18 ,"[-1, 0] ",10.0 ,Y ,Q ,M ,E ,D ,A ,N ,X ,S ,C ,L ,J ,R ,O ,G ,Z ,K ,H ,F ,T ,B ,I ,W ,U ,P ,V ,J ,A ,R ,V ,F ,B ,L ,Z ,N ,T ,X ,K ,G ,I ,C ,S ,Q ,  ,E ,U ,W ,P ,H ,D ,Y ,O ,0
RSVP_central_cue_between_letter_presentation ,51 ,6 , T1 ,10 ,"[-1, 0] ",10.0 ,O ,P ,V ,R ,M ,E ,A ,S ,Q ,Y ,C ,Z ,I ,X ,J ,D ,K ,F ,T ,G ,B ,H ,U ,L ,W ,N ,I ,Y ,H ,Z ,W ,J ,C ,X ,B ,  ,G ,D ,O ,N ,P ,S ,L ,A ,T ,V ,U ,Q ,F ,M ,E ,K ,0
RSVP_central_cue_between_letter_presentation ,52 ,6 , T1 ,14 ,"[1, 0] ",3.0 ,A ,I ,V ,Z ,O ,Y ,N ,T ,B ,W ,H ,M ,C ,S ,E ,G ,D ,R ,Q ,F ,K ,J ,L ,U ,P ,X ,Y ,N ,E ,U ,O ,W ,T ,C ,D ,F ,G ,A ,Z ,  ,X ,K ,M ,R ,B ,H ,L ,P ,J ,Q ,V ,S ,0
RSVP_central_cue_between_letter_presentation ,53 ,6 , T1 ,22 ,"[1, 0] ",10.0 ,X ,M ,L ,H ,P ,T ,E ,Z ,J ,G ,S ,B ,C ,N ,Y ,F ,I ,D ,U ,A ,O ,V ,Q ,K ,R ,W ,C ,N ,V ,F ,Q ,L ,I ,O ,U ,J ,K ,A ,M ,T ,S ,G ,R ,X ,P ,W ,D ,  ,E ,Y ,Z ,H ,0
RSVP_central_cue_between_letter_presentation ,54 ,6 , T1 ,10 ,"[-1, 0] ",3.0 ,S ,A ,X ,M ,N ,H ,U ,K ,I ,R ,E ,D ,F ,P ,L ,V ,G ,O ,Y ,W ,C ,Q ,J ,Z ,B ,T ,H ,B ,A ,K ,R ,P ,F ,W ,T ,  ,X ,M ,L ,J ,Q ,S ,N ,O ,I ,D ,V ,C ,G ,U ,Z ,Y ,0
RSVP_central_cue_between_letter_presentation ,55 ,6 , T1 ,22 ,"[-1, 0] ",3.0 ,K ,F ,U ,S ,Y ,Z ,W ,X ,P ,R ,N ,A ,T ,I ,G ,O ,J ,E ,M ,V ,D ,C ,L ,H ,Q ,B ,Q ,S ,V ,E ,I ,U ,J ,G ,K ,L ,P ,X ,T ,N ,O ,W ,A ,Z ,F ,H ,D ,  ,Y ,M ,B ,C ,0
RSVP_central_cue_between_letter_presentation ,56 ,6 , T1 ,14 ,"[-1, 0] ",10.0 ,V ,Y ,W ,Z ,D ,O ,B ,M ,T ,Q ,X ,E ,G ,R ,U ,K ,I ,S ,L ,H ,P ,N ,C ,F ,A ,J ,G ,D ,Y ,P ,I ,F ,U ,V ,L ,O ,M ,Z ,H ,  ,W ,K ,R ,J ,B ,S ,X ,T ,E ,A ,Q ,N ,0
RSVP_central_cue_between_letter_presentation ,57 ,6 , T1 ,6 ,"[-1, 0] ",3.0 ,Q ,M ,L ,H ,X ,Y ,W ,R ,U ,G ,O ,F ,K ,E ,S ,J ,P ,A ,C ,I ,T ,D ,V ,N ,B ,Z ,L ,J ,A ,W ,I ,  ,Y ,N ,Q ,R ,O ,H ,G ,B ,E ,K ,X ,U ,T ,M ,C ,D ,F ,V ,Z ,P ,0
RSVP_central_cue_between_letter_presentation ,58 ,6 , T1 ,14 ,"[1, 0] ",10.0 ,U ,R ,E ,M ,N ,Q ,F ,C ,Z ,K ,X ,W ,L ,S ,V ,D ,I ,O ,Y ,P ,J ,A ,B ,G ,H ,T ,Y ,M ,P ,N ,U ,Q ,R ,S ,E ,A ,L ,B ,I ,  ,T ,D ,V ,K ,G ,W ,J ,H ,C ,O ,Z ,F ,0
RSVP_central_cue_between_letter_presentation ,59 ,6 , T1 ,14 ,"[1, 0] ",3.0 ,W ,Y ,S ,T ,L ,O ,X ,K ,U ,J ,H ,B ,V ,E ,D ,N ,F ,C ,Q ,P ,A ,I ,Z ,M ,R ,G ,Z ,Q ,D ,B ,O ,N ,H ,I ,A ,X ,U ,W ,J ,  ,T ,G ,P ,Y ,F ,L ,K ,R ,V ,S ,C ,M ,0
RSVP_central_cue_between_letter_presentation ,60 ,6 , T1 ,6 ,"[-1, 0] ",3.0 ,S ,W ,B ,X ,Z ,N ,A ,O ,Q ,F ,T ,H ,C ,U ,R ,G ,M ,E ,J ,K ,Y ,V ,P ,L ,I ,D ,U ,M ,A ,C ,W ,  ,Z ,J ,Q ,S ,O ,G ,Y ,H ,D ,V ,X ,I ,K ,P ,T ,B ,N ,R ,L ,F ,0
RSVP_central_cue_between_letter_presentation ,61 ,6 , T1 ,22 ,"[1, 0] ",10.0 ,Z ,M ,U ,C ,R ,H ,Q ,N ,A ,W ,F ,L ,V ,S ,D ,Y ,I ,T ,X ,E ,B ,K ,O ,G ,J ,P ,U ,T ,C ,P ,G ,V ,I ,Q ,L ,N ,F ,H ,J ,A ,M ,B ,E ,O ,S ,X ,K ,  ,D ,W ,R ,Y ,0
RSVP_central_cue_between_letter_presentation ,62 ,6 , T1 ,10 ,"[1, 0] ",10.0 ,Z ,W ,K ,X ,N ,I ,D ,V ,H ,E ,R ,J ,A ,C ,U ,L ,B ,O ,P ,M ,Q ,S ,G ,T ,Y ,F ,R ,B ,W ,T ,J ,Y ,O ,I ,K ,  ,A ,N ,D ,G ,Q ,F ,M ,L ,S ,V ,E ,X ,U ,Z ,C ,H ,0
