experimentPhase,trialnum,subject,task,answerPos0,ltrSpatialPos1,ltrEccentricity1,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,timingBlips
RSVP_central_cue_between_letter_presentation ,11 ,16 , T1 ,18 ,"[-1, 0] ",10.0 ,X ,A ,L ,O ,S ,H ,W ,I ,M ,D ,J ,U ,K ,F ,C ,Q ,E ,Y ,N ,G ,T ,Z ,R ,B ,P ,V ,G ,U ,Z ,A ,W ,T ,R ,Y ,N ,S ,V ,J ,K ,P ,X ,Q ,E ,  ,L ,B ,C ,O ,D ,H ,I ,F ,0
RSVP_central_cue_between_letter_presentation ,12 ,16 , T1 ,14 ,"[1, 0] ",3.0 ,F ,W ,G ,V ,E ,H ,U ,Q ,I ,S ,M ,P ,X ,A ,Z ,T ,K ,N ,J ,L ,C ,O ,Y ,D ,R ,B ,W ,F ,M ,N ,P ,A ,V ,C ,X ,T ,O ,I ,E ,  ,R ,Q ,Y ,S ,K ,Z ,H ,B ,L ,G ,U ,D ,0
RSVP_central_cue_between_letter_presentation ,13 ,16 , T1 ,6 ,"[1, 0] ",10.0 ,O ,X ,F ,G ,Q ,B ,A ,U ,T ,R ,K ,Z ,N ,V ,J ,Y ,I ,E ,H ,L ,M ,D ,C ,S ,W ,P ,M ,J ,K ,P ,R ,  ,N ,X ,C ,V ,Z ,G ,A ,Q ,T ,B ,E ,D ,I ,U ,H ,W ,L ,Y ,F ,O ,0
RSVP_central_cue_between_letter_presentation ,14 ,16 , T1 ,22 ,"[-1, 0] ",10.0 ,R ,E ,H ,W ,K ,T ,J ,Q ,F ,Y ,N ,C ,D ,O ,V ,U ,P ,S ,I ,X ,G ,A ,M ,B ,L ,Z ,E ,T ,V ,D ,C ,O ,S ,U ,N ,H ,F ,G ,M ,I ,B ,P ,Z ,Y ,W ,A ,J ,  ,L ,R ,Q ,K ,0
RSVP_central_cue_between_letter_presentation ,15 ,16 , T1 ,14 ,"[1, 0] ",3.0 ,N ,K ,H ,Z ,S ,P ,J ,I ,C ,T ,G ,X ,W ,B ,E ,D ,A ,U ,Y ,F ,V ,L ,O ,R ,Q ,M ,V ,Y ,L ,N ,P ,F ,J ,E ,M ,S ,K ,A ,X ,  ,U ,G ,W ,O ,Q ,B ,C ,R ,H ,I ,Z ,D ,1
RSVP_central_cue_between_letter_presentation ,16 ,16 , T1 ,22 ,"[1, 0] ",10.0 ,T ,N ,B ,F ,L ,E ,X ,J ,Y ,G ,C ,U ,A ,I ,P ,R ,W ,D ,V ,O ,K ,Z ,M ,H ,S ,Q ,I ,Z ,X ,H ,W ,Q ,D ,K ,V ,N ,J ,P ,C ,M ,S ,U ,T ,A ,R ,E ,O ,  ,F ,L ,Y ,G ,0
RSVP_central_cue_between_letter_presentation ,17 ,16 , T1 ,22 ,"[-1, 0] ",3.0 ,G ,F ,K ,I ,V ,M ,R ,D ,P ,N ,O ,Z ,Q ,X ,E ,B ,W ,Y ,J ,C ,U ,T ,S ,A ,H ,L ,A ,L ,G ,E ,Y ,V ,O ,F ,H ,T ,S ,U ,J ,M ,Q ,Z ,P ,N ,C ,K ,D ,  ,W ,I ,R ,B ,0
RSVP_central_cue_between_letter_presentation ,18 ,16 , T1 ,6 ,"[-1, 0] ",3.0 ,V ,K ,H ,T ,N ,G ,F ,E ,C ,U ,W ,B ,J ,Y ,S ,L ,D ,Z ,I ,A ,R ,X ,M ,P ,O ,Q ,Q ,U ,J ,F ,Y ,  ,C ,L ,D ,S ,N ,I ,V ,G ,P ,H ,T ,R ,O ,Z ,B ,W ,A ,X ,K ,E ,0
RSVP_central_cue_between_letter_presentation ,19 ,16 , T1 ,14 ,"[-1, 0] ",3.0 ,Y ,S ,V ,B ,L ,D ,Z ,T ,X ,O ,E ,W ,J ,C ,A ,H ,M ,K ,U ,I ,Q ,G ,P ,R ,F ,N ,O ,I ,M ,X ,G ,Y ,K ,W ,S ,A ,U ,E ,B ,  ,J ,P ,V ,N ,L ,Z ,C ,F ,R ,Q ,T ,H ,0
RSVP_central_cue_between_letter_presentation ,20 ,16 , T1 ,6 ,"[-1, 0] ",3.0 ,L ,M ,T ,K ,Q ,U ,V ,G ,N ,X ,P ,W ,C ,A ,D ,Z ,J ,B ,E ,H ,S ,Y ,R ,F ,O ,I ,S ,E ,H ,G ,X ,  ,D ,K ,U ,I ,N ,Z ,P ,V ,J ,T ,F ,L ,R ,O ,Y ,A ,W ,Q ,B ,C ,0
RSVP_central_cue_between_letter_presentation ,21 ,16 , T1 ,22 ,"[-1, 0] ",10.0 ,Y ,M ,G ,Z ,A ,V ,B ,X ,S ,L ,Q ,D ,F ,R ,J ,H ,U ,I ,K ,N ,E ,W ,C ,P ,T ,O ,A ,B ,P ,W ,Q ,V ,H ,L ,Z ,M ,J ,G ,N ,U ,F ,R ,X ,T ,D ,O ,I ,  ,S ,Y ,E ,K ,0
RSVP_central_cue_between_letter_presentation ,22 ,16 , T1 ,22 ,"[1, 0] ",3.0 ,N ,C ,X ,G ,H ,B ,F ,S ,Q ,J ,T ,K ,V ,U ,I ,Y ,Z ,E ,R ,O ,A ,D ,L ,P ,W ,M ,D ,J ,W ,I ,V ,T ,U ,Z ,Q ,E ,K ,A ,L ,P ,M ,S ,F ,C ,N ,H ,G ,  ,B ,R ,O ,Y ,0
RSVP_central_cue_between_letter_presentation ,23 ,16 , T1 ,14 ,"[-1, 0] ",10.0 ,A ,R ,J ,T ,I ,Z ,F ,O ,V ,N ,B ,W ,M ,X ,S ,L ,P ,H ,E ,U ,C ,Q ,D ,K ,Y ,G ,E ,Q ,Z ,G ,H ,K ,B ,M ,F ,R ,N ,O ,W ,  ,I ,L ,V ,J ,S ,C ,D ,U ,T ,A ,Y ,X ,0
RSVP_central_cue_between_letter_presentation ,24 ,16 , T1 ,6 ,"[-1, 0] ",10.0 ,A ,G ,W ,N ,I ,H ,E ,R ,F ,K ,Z ,D ,V ,U ,L ,B ,J ,C ,T ,Q ,M ,S ,Y ,P ,X ,O ,O ,F ,U ,N ,H ,  ,W ,E ,Q ,C ,L ,S ,P ,X ,T ,G ,J ,D ,K ,B ,R ,V ,M ,Y ,I ,A ,0
RSVP_central_cue_between_letter_presentation ,25 ,16 , T1 ,10 ,"[1, 0] ",3.0 ,Y ,J ,R ,Z ,I ,E ,F ,A ,S ,N ,K ,B ,W ,G ,T ,L ,H ,M ,D ,X ,U ,V ,P ,Q ,O ,C ,Q ,I ,C ,L ,U ,B ,N ,Z ,O ,  ,V ,F ,M ,E ,G ,A ,K ,P ,H ,T ,X ,J ,S ,R ,Y ,W ,0
RSVP_central_cue_between_letter_presentation ,26 ,16 , T1 ,6 ,"[-1, 0] ",10.0 ,F ,O ,L ,M ,S ,G ,Y ,X ,D ,C ,E ,Z ,K ,V ,A ,J ,I ,P ,W ,N ,H ,B ,Q ,T ,R ,U ,D ,K ,S ,V ,I ,  ,W ,J ,Q ,M ,N ,U ,G ,A ,E ,P ,F ,Z ,O ,T ,H ,R ,X ,Y ,L ,C ,0
RSVP_central_cue_between_letter_presentation ,27 ,16 , T1 ,14 ,"[1, 0] ",3.0 ,W ,C ,U ,N ,I ,L ,R ,A ,V ,D ,Y ,J ,T ,E ,B ,P ,F ,M ,Q ,S ,H ,O ,G ,Z ,X ,K ,D ,Z ,W ,T ,N ,A ,P ,H ,Y ,O ,S ,U ,F ,  ,G ,B ,E ,X ,Q ,R ,I ,V ,J ,L ,M ,C ,0
RSVP_central_cue_between_letter_presentation ,28 ,16 , T1 ,10 ,"[-1, 0] ",10.0 ,P ,N ,H ,G ,T ,S ,C ,J ,D ,Q ,W ,A ,M ,Z ,U ,B ,K ,R ,L ,I ,E ,Y ,F ,O ,X ,V ,Z ,K ,H ,X ,N ,F ,D ,V ,E ,  ,P ,C ,G ,S ,W ,L ,B ,I ,J ,T ,O ,A ,M ,U ,Y ,R ,0
RSVP_central_cue_between_letter_presentation ,29 ,16 , T1 ,10 ,"[1, 0] ",10.0 ,N ,Z ,Q ,A ,X ,D ,C ,M ,O ,Y ,U ,H ,B ,P ,G ,J ,T ,I ,W ,V ,K ,S ,R ,E ,L ,F ,C ,B ,O ,V ,G ,J ,W ,M ,F ,  ,S ,U ,T ,N ,H ,Q ,P ,I ,X ,R ,Y ,L ,A ,Z ,E ,K ,0
RSVP_central_cue_between_letter_presentation ,30 ,16 , T1 ,6 ,"[1, 0] ",3.0 ,D ,T ,A ,J ,F ,H ,R ,P ,I ,G ,O ,N ,Z ,Q ,W ,Y ,X ,S ,L ,C ,E ,M ,K ,U ,B ,V ,Y ,R ,W ,J ,D ,  ,X ,K ,L ,C ,G ,A ,N ,V ,B ,S ,H ,E ,U ,F ,M ,P ,I ,T ,Q ,O ,0
RSVP_central_cue_between_letter_presentation ,31 ,16 , T1 ,22 ,"[1, 0] ",10.0 ,L ,F ,O ,S ,K ,I ,T ,G ,A ,P ,R ,M ,U ,E ,W ,X ,H ,Y ,Q ,C ,V ,J ,D ,Z ,N ,B ,J ,T ,E ,G ,R ,V ,X ,F ,D ,N ,M ,L ,C ,W ,K ,O ,P ,B ,U ,I ,Q ,  ,A ,Z ,H ,S ,0
RSVP_central_cue_between_letter_presentation ,32 ,16 , T1 ,6 ,"[-1, 0] ",3.0 ,K ,M ,O ,C ,L ,P ,R ,V ,D ,Z ,W ,E ,U ,I ,B ,Y ,H ,X ,N ,F ,Q ,S ,J ,A ,T ,G ,D ,T ,S ,B ,U ,  ,O ,K ,X ,E ,F ,G ,L ,H ,N ,Y ,V ,Z ,C ,M ,A ,R ,Q ,W ,I ,P ,0
RSVP_central_cue_between_letter_presentation ,33 ,16 , T1 ,18 ,"[-1, 0] ",3.0 ,I ,Y ,U ,B ,C ,N ,G ,R ,H ,J ,V ,K ,O ,F ,D ,E ,W ,X ,L ,S ,M ,Q ,P ,T ,Z ,A ,Z ,P ,J ,V ,E ,W ,R ,S ,F ,B ,T ,K ,H ,U ,X ,D ,I ,  ,M ,A ,C ,N ,O ,Y ,G ,L ,0
RSVP_central_cue_between_letter_presentation ,34 ,16 , T1 ,22 ,"[-1, 0] ",10.0 ,X ,A ,K ,P ,T ,U ,Q ,F ,G ,O ,M ,I ,Z ,B ,C ,D ,N ,L ,S ,W ,J ,E ,R ,H ,V ,Y ,N ,V ,K ,G ,Z ,E ,R ,H ,Q ,Y ,U ,L ,T ,C ,P ,B ,I ,S ,F ,X ,O ,  ,A ,M ,D ,J ,0
RSVP_central_cue_between_letter_presentation ,35 ,16 , T1 ,14 ,"[-1, 0] ",3.0 ,U ,X ,S ,P ,J ,I ,K ,Q ,O ,A ,C ,B ,T ,Y ,W ,D ,R ,Z ,V ,G ,H ,F ,E ,N ,L ,M ,W ,U ,X ,Y ,T ,H ,B ,E ,V ,J ,S ,Q ,G ,  ,L ,N ,M ,O ,P ,R ,K ,A ,Z ,C ,D ,F ,0
RSVP_central_cue_between_letter_presentation ,36 ,16 , T1 ,22 ,"[-1, 0] ",10.0 ,G ,I ,D ,S ,Y ,N ,T ,W ,Z ,Q ,F ,M ,K ,R ,U ,X ,H ,A ,P ,C ,B ,E ,J ,V ,L ,O ,S ,N ,Q ,I ,R ,K ,V ,J ,U ,H ,X ,W ,C ,L ,F ,O ,E ,A ,Y ,B ,M ,  ,D ,P ,Z ,G ,0
RSVP_central_cue_between_letter_presentation ,37 ,16 , T1 ,14 ,"[1, 0] ",3.0 ,D ,S ,X ,L ,R ,A ,F ,N ,C ,B ,W ,K ,P ,G ,M ,H ,T ,J ,E ,Q ,Y ,O ,V ,U ,I ,Z ,Z ,D ,B ,O ,W ,V ,I ,H ,J ,P ,U ,A ,R ,  ,T ,L ,G ,N ,X ,E ,Q ,S ,F ,Y ,K ,C ,0
RSVP_central_cue_between_letter_presentation ,38 ,16 , T1 ,14 ,"[-1, 0] ",3.0 ,U ,K ,O ,E ,S ,I ,V ,L ,R ,Z ,M ,W ,B ,P ,T ,C ,H ,N ,G ,D ,F ,Y ,X ,Q ,J ,A ,M ,J ,G ,C ,X ,Y ,D ,I ,O ,W ,E ,L ,B ,  ,R ,V ,H ,N ,T ,F ,K ,U ,S ,Z ,P ,Q ,0
RSVP_central_cue_between_letter_presentation ,39 ,16 , T1 ,6 ,"[1, 0] ",10.0 ,I ,T ,Y ,X ,V ,K ,W ,D ,M ,J ,R ,C ,L ,G ,O ,E ,Q ,P ,H ,N ,A ,F ,Z ,S ,U ,B ,Y ,R ,H ,M ,Q ,  ,G ,K ,P ,S ,W ,F ,Z ,V ,J ,N ,I ,C ,X ,D ,E ,U ,T ,B ,L ,O ,0
RSVP_central_cue_between_letter_presentation ,40 ,16 , T1 ,6 ,"[1, 0] ",10.0 ,U ,F ,X ,P ,K ,H ,M ,E ,W ,L ,C ,D ,Q ,A ,G ,S ,I ,J ,Y ,R ,V ,B ,T ,N ,Z ,O ,B ,U ,Z ,Q ,R ,  ,S ,J ,T ,L ,V ,D ,M ,A ,O ,W ,P ,F ,H ,G ,I ,K ,N ,X ,C ,Y ,0
RSVP_central_cue_between_letter_presentation ,41 ,16 , T1 ,10 ,"[1, 0] ",10.0 ,T ,E ,K ,N ,C ,P ,V ,H ,B ,G ,Q ,Z ,X ,F ,O ,L ,W ,M ,D ,J ,S ,U ,Y ,I ,R ,A ,J ,I ,R ,E ,U ,T ,Z ,D ,V ,  ,M ,A ,L ,H ,F ,K ,C ,W ,X ,N ,G ,S ,P ,O ,B ,Y ,0
RSVP_central_cue_between_letter_presentation ,42 ,16 , T1 ,10 ,"[-1, 0] ",3.0 ,Q ,L ,O ,T ,M ,C ,X ,F ,B ,R ,G ,W ,A ,N ,Y ,I ,Z ,E ,K ,H ,V ,U ,J ,P ,D ,S ,I ,D ,C ,W ,P ,R ,G ,F ,S ,  ,M ,T ,H ,E ,B ,U ,Z ,O ,Q ,Y ,K ,A ,J ,V ,L ,X ,0
RSVP_central_cue_between_letter_presentation ,43 ,16 , T1 ,18 ,"[1, 0] ",3.0 ,O ,E ,Q ,Y ,H ,N ,K ,W ,C ,L ,V ,A ,P ,R ,J ,S ,G ,X ,U ,M ,Z ,F ,I ,B ,D ,T ,F ,J ,H ,P ,G ,L ,C ,S ,I ,U ,K ,E ,W ,X ,V ,T ,N ,  ,M ,D ,A ,O ,Y ,R ,Z ,B ,0
RSVP_central_cue_between_letter_presentation ,44 ,16 , T1 ,10 ,"[-1, 0] ",10.0 ,R ,D ,W ,Q ,L ,E ,N ,M ,X ,H ,U ,G ,F ,Z ,C ,T ,B ,Y ,V ,A ,K ,S ,P ,J ,O ,I ,U ,F ,I ,K ,Z ,J ,W ,B ,S ,  ,C ,D ,X ,Y ,E ,R ,N ,G ,V ,M ,O ,A ,L ,P ,T ,H ,0
RSVP_central_cue_between_letter_presentation ,45 ,16 , T1 ,14 ,"[-1, 0] ",10.0 ,T ,P ,H ,V ,S ,U ,N ,R ,M ,B ,E ,W ,K ,J ,I ,C ,Y ,Z ,X ,D ,F ,G ,L ,Q ,O ,A ,Q ,E ,U ,P ,T ,S ,D ,W ,M ,C ,B ,H ,Z ,  ,L ,N ,Y ,I ,F ,K ,X ,V ,R ,A ,J ,O ,0
RSVP_central_cue_between_letter_presentation ,46 ,16 , T1 ,18 ,"[-1, 0] ",3.0 ,E ,J ,F ,A ,H ,M ,K ,P ,Y ,O ,C ,D ,S ,R ,Q ,W ,L ,Z ,N ,T ,U ,I ,V ,G ,X ,B ,G ,Y ,I ,Q ,S ,M ,W ,J ,D ,A ,Z ,N ,V ,O ,C ,P ,U ,  ,L ,T ,X ,R ,E ,K ,F ,H ,0
RSVP_central_cue_between_letter_presentation ,47 ,16 , T1 ,22 ,"[1, 0] ",3.0 ,W ,E ,T ,Y ,R ,P ,A ,O ,Q ,Z ,C ,I ,M ,D ,L ,G ,H ,S ,K ,X ,F ,U ,V ,B ,N ,J ,H ,X ,V ,O ,F ,E ,D ,M ,B ,P ,S ,L ,C ,K ,R ,A ,T ,Z ,G ,Q ,Y ,  ,N ,U ,I ,W ,0
RSVP_central_cue_between_letter_presentation ,48 ,16 , T1 ,18 ,"[1, 0] ",3.0 ,F ,O ,N ,T ,H ,U ,S ,L ,Y ,Q ,W ,C ,K ,A ,R ,G ,D ,M ,X ,V ,Z ,J ,E ,B ,P ,I ,Q ,H ,C ,D ,L ,Y ,W ,F ,T ,A ,E ,K ,V ,I ,G ,S ,U ,  ,J ,M ,O ,P ,N ,X ,R ,Z ,0
RSVP_central_cue_between_letter_presentation ,49 ,16 , T1 ,22 ,"[1, 0] ",10.0 ,K ,J ,C ,O ,M ,Q ,E ,B ,Y ,R ,X ,S ,Z ,T ,V ,D ,W ,F ,N ,G ,I ,P ,L ,A ,H ,U ,H ,W ,M ,B ,D ,Z ,O ,T ,I ,G ,A ,K ,S ,E ,N ,L ,R ,V ,J ,X ,F ,  ,Y ,Q ,U ,C ,0
RSVP_central_cue_between_letter_presentation ,50 ,16 , T1 ,6 ,"[1, 0] ",3.0 ,U ,T ,Q ,J ,A ,I ,Y ,R ,W ,P ,F ,X ,D ,S ,G ,K ,V ,O ,N ,H ,Z ,B ,L ,E ,C ,M ,J ,Q ,T ,A ,I ,  ,P ,Z ,N ,S ,L ,H ,D ,W ,B ,E ,Y ,X ,C ,V ,M ,K ,O ,R ,U ,F ,0
RSVP_central_cue_between_letter_presentation ,51 ,16 , T1 ,10 ,"[-1, 0] ",10.0 ,M ,G ,R ,E ,N ,D ,U ,H ,V ,T ,Y ,Z ,P ,L ,F ,J ,C ,A ,K ,X ,W ,S ,O ,Q ,I ,B ,D ,C ,Y ,U ,F ,B ,O ,S ,N ,  ,E ,K ,A ,R ,V ,P ,J ,H ,W ,G ,Z ,L ,M ,Q ,I ,T ,0
RSVP_central_cue_between_letter_presentation ,52 ,16 , T1 ,14 ,"[-1, 0] ",10.0 ,I ,M ,L ,B ,K ,G ,V ,S ,X ,W ,O ,U ,P ,D ,T ,A ,R ,C ,F ,H ,E ,Y ,Q ,Z ,J ,N ,X ,H ,G ,D ,K ,A ,W ,F ,S ,U ,L ,T ,Y ,  ,Z ,M ,O ,R ,Q ,V ,C ,J ,I ,B ,N ,E ,0
RSVP_central_cue_between_letter_presentation ,53 ,16 , T1 ,22 ,"[-1, 0] ",10.0 ,T ,E ,O ,Q ,F ,X ,S ,B ,J ,U ,Y ,W ,N ,P ,H ,I ,L ,C ,M ,D ,R ,K ,Z ,V ,A ,G ,T ,F ,X ,R ,W ,Q ,O ,Z ,C ,N ,S ,I ,Y ,E ,H ,U ,K ,A ,P ,G ,M ,  ,J ,L ,B ,V ,0
RSVP_central_cue_between_letter_presentation ,54 ,16 , T1 ,14 ,"[1, 0] ",10.0 ,Z ,M ,T ,V ,F ,G ,P ,W ,U ,X ,A ,C ,D ,K ,L ,B ,Q ,I ,S ,O ,J ,R ,Y ,E ,H ,N ,V ,W ,G ,U ,I ,A ,Z ,K ,B ,N ,Y ,J ,C ,  ,R ,E ,L ,H ,S ,F ,O ,D ,X ,P ,Q ,T ,0
RSVP_central_cue_between_letter_presentation ,55 ,16 , T1 ,18 ,"[-1, 0] ",3.0 ,O ,W ,K ,E ,X ,N ,R ,Q ,B ,L ,T ,Y ,D ,V ,P ,J ,A ,I ,G ,S ,Z ,F ,M ,C ,U ,H ,M ,U ,B ,J ,P ,L ,A ,Z ,Y ,T ,O ,R ,F ,Q ,H ,K ,I ,  ,W ,E ,D ,N ,X ,S ,C ,G ,0
RSVP_central_cue_between_letter_presentation ,56 ,16 , T1 ,6 ,"[-1, 0] ",3.0 ,N ,X ,T ,O ,H ,U ,M ,B ,I ,A ,G ,C ,K ,F ,Y ,Q ,D ,W ,Z ,J ,V ,E ,R ,S ,P ,L ,L ,X ,E ,Y ,W ,  ,I ,R ,S ,B ,N ,T ,A ,D ,C ,G ,Q ,Z ,V ,J ,F ,O ,H ,M ,K ,P ,0
RSVP_central_cue_between_letter_presentation ,57 ,16 , T1 ,10 ,"[-1, 0] ",3.0 ,Y ,T ,N ,K ,Q ,X ,F ,M ,R ,W ,A ,O ,H ,S ,G ,D ,C ,L ,P ,E ,B ,U ,Z ,I ,J ,V ,D ,Z ,Y ,Q ,T ,U ,N ,V ,J ,  ,L ,G ,B ,H ,M ,E ,K ,F ,P ,I ,S ,C ,R ,X ,A ,O ,0
RSVP_central_cue_between_letter_presentation ,58 ,16 , T1 ,6 ,"[-1, 0] ",10.0 ,D ,W ,K ,H ,V ,F ,I ,G ,Z ,X ,J ,B ,S ,L ,E ,Q ,Y ,N ,O ,T ,M ,A ,C ,U ,R ,P ,I ,R ,T ,E ,W ,  ,S ,G ,Z ,Q ,Y ,X ,L ,P ,J ,F ,A ,D ,V ,U ,O ,C ,H ,B ,K ,M ,0
RSVP_central_cue_between_letter_presentation ,59 ,16 , T1 ,10 ,"[1, 0] ",10.0 ,W ,V ,B ,T ,F ,G ,K ,N ,R ,U ,J ,L ,E ,Q ,C ,D ,I ,S ,M ,Z ,A ,P ,H ,O ,X ,Y ,N ,Q ,M ,F ,G ,I ,L ,S ,E ,  ,B ,V ,J ,O ,H ,Z ,D ,A ,X ,K ,C ,P ,T ,U ,W ,Y ,1
RSVP_central_cue_between_letter_presentation ,60 ,16 , T1 ,14 ,"[1, 0] ",10.0 ,K ,Y ,I ,R ,L ,O ,A ,U ,C ,M ,S ,B ,N ,P ,J ,H ,D ,X ,G ,W ,E ,Q ,F ,T ,Z ,V ,T ,K ,P ,C ,J ,G ,Z ,M ,A ,V ,D ,I ,X ,  ,E ,B ,Y ,R ,L ,Q ,W ,N ,U ,S ,O ,F ,0
RSVP_central_cue_between_letter_presentation ,61 ,16 , T1 ,22 ,"[1, 0] ",10.0 ,Z ,A ,W ,O ,J ,C ,D ,I ,M ,R ,T ,N ,U ,B ,S ,K ,H ,V ,Q ,X ,L ,F ,P ,G ,E ,Y ,R ,V ,B ,C ,M ,O ,S ,J ,I ,U ,A ,G ,W ,F ,E ,H ,Q ,P ,T ,N ,Z ,  ,Y ,X ,K ,L ,0
RSVP_central_cue_between_letter_presentation ,62 ,16 , T1 ,18 ,"[1, 0] ",3.0 ,U ,T ,N ,F ,M ,A ,X ,V ,Q ,B ,Y ,O ,H ,R ,J ,C ,E ,K ,P ,G ,I ,W ,S ,L ,D ,Z ,L ,J ,H ,P ,M ,Q ,I ,F ,G ,A ,V ,K ,Y ,X ,R ,C ,D ,  ,B ,O ,Z ,W ,S ,N ,T ,U ,0
