experimentPhase	trialnum	subject	task	answerPos0	ltrSpatialPos1	ltrEccentricity1	m1	m2	m3	m4	m5	m6	m7	m8	m9	m10	m11	m12	m13	m14	m15	m16	m17	m18	m19	m20	m21	m22	m23	m24	m25	m26	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	timingBlips
RSVP_central_cue_between_letter_presentation 	10 	5 	 T1 	14 	[-1, 0] 	3.0 	L 	G 	J 	F 	O 	K 	V 	D 	Z 	U 	S 	R 	M 	C 	Q 	P 	X 	Y 	W 	T 	E 	A 	I 	B 	H 	N 	M 	D 	J 	G 	W 	Q 	I 	B 	E 	A 	V 	N 	K 	  	P 	U 	X 	F 	S 	O 	L 	Z 	C 	R 	H 	T 	0
RSVP_central_cue_between_letter_presentation 	11 	5 	 T1 	6 	[1, 0] 	3.0 	I 	F 	H 	Z 	V 	W 	U 	A 	G 	B 	D 	R 	T 	X 	E 	C 	M 	S 	J 	Y 	O 	N 	K 	P 	L 	Q 	E 	R 	V 	I 	H 	  	A 	T 	D 	Z 	Y 	U 	O 	J 	M 	B 	W 	G 	L 	F 	P 	Q 	C 	X 	K 	N 	0
RSVP_central_cue_between_letter_presentation 	12 	5 	 T1 	22 	[1, 0] 	3.0 	N 	U 	P 	R 	B 	T 	S 	W 	O 	H 	L 	V 	X 	J 	A 	K 	C 	I 	M 	F 	D 	E 	Q 	G 	Z 	Y 	O 	M 	D 	Y 	P 	F 	W 	Z 	Q 	H 	G 	U 	S 	T 	A 	X 	E 	R 	J 	N 	B 	  	I 	K 	C 	V 	0
RSVP_central_cue_between_letter_presentation 	13 	5 	 T1 	14 	[1, 0] 	10.0 	C 	N 	J 	T 	R 	F 	B 	V 	I 	G 	E 	D 	K 	W 	A 	U 	X 	M 	L 	H 	O 	Q 	S 	P 	Y 	Z 	G 	A 	V 	Q 	L 	F 	X 	M 	B 	U 	W 	D 	N 	  	T 	C 	J 	Z 	Y 	E 	H 	K 	R 	S 	P 	O 	0
RSVP_central_cue_between_letter_presentation 	14 	5 	 T1 	22 	[1, 0] 	3.0 	O 	S 	X 	C 	P 	F 	H 	Q 	L 	T 	Y 	U 	I 	E 	D 	N 	G 	Z 	R 	B 	J 	M 	W 	A 	K 	V 	U 	T 	Z 	F 	J 	I 	R 	Q 	N 	A 	W 	P 	K 	D 	S 	X 	Y 	B 	V 	O 	C 	  	H 	L 	E 	M 	0
RSVP_central_cue_between_letter_presentation 	15 	5 	 T1 	22 	[-1, 0] 	10.0 	A 	R 	J 	L 	F 	K 	D 	Z 	I 	V 	T 	N 	M 	U 	X 	S 	Y 	C 	B 	E 	H 	O 	P 	Q 	W 	G 	D 	O 	P 	T 	U 	B 	G 	E 	X 	I 	N 	V 	L 	A 	S 	Q 	C 	J 	R 	M 	K 	  	Y 	H 	W 	F 	1
RSVP_central_cue_between_letter_presentation 	16 	5 	 T1 	10 	[1, 0] 	10.0 	N 	M 	E 	D 	L 	T 	H 	X 	I 	R 	K 	S 	O 	W 	G 	Q 	F 	C 	U 	P 	A 	Z 	B 	J 	V 	Y 	U 	T 	O 	A 	C 	G 	N 	L 	Y 	  	H 	Q 	E 	S 	D 	P 	X 	F 	M 	Z 	W 	J 	B 	I 	V 	R 	0
RSVP_central_cue_between_letter_presentation 	17 	5 	 T1 	22 	[1, 0] 	3.0 	U 	R 	Z 	K 	X 	J 	A 	B 	N 	C 	E 	L 	I 	M 	D 	V 	H 	G 	Q 	W 	S 	T 	O 	F 	Y 	P 	S 	G 	K 	Z 	W 	B 	N 	L 	C 	I 	P 	U 	R 	O 	Y 	J 	X 	F 	D 	E 	T 	  	M 	A 	H 	Q 	0
RSVP_central_cue_between_letter_presentation 	18 	5 	 T1 	18 	[-1, 0] 	3.0 	V 	A 	U 	D 	C 	O 	G 	Y 	B 	Z 	F 	L 	J 	R 	T 	H 	X 	W 	P 	I 	N 	E 	K 	M 	Q 	S 	J 	K 	W 	Z 	M 	X 	B 	U 	F 	S 	Y 	P 	L 	H 	I 	R 	D 	  	V 	E 	C 	Q 	O 	G 	A 	T 	0
RSVP_central_cue_between_letter_presentation 	19 	5 	 T1 	10 	[-1, 0] 	10.0 	U 	B 	O 	G 	T 	V 	W 	Y 	R 	K 	E 	J 	N 	Z 	D 	X 	I 	H 	S 	M 	A 	C 	F 	P 	L 	Q 	T 	Q 	S 	X 	B 	A 	Y 	V 	E 	  	N 	W 	F 	L 	P 	H 	O 	M 	Z 	C 	U 	K 	I 	J 	G 	R 	0
RSVP_central_cue_between_letter_presentation 	20 	5 	 T1 	10 	[1, 0] 	3.0 	U 	J 	T 	X 	I 	D 	A 	Z 	F 	W 	C 	P 	V 	H 	M 	Y 	N 	Q 	E 	O 	L 	G 	R 	K 	S 	B 	F 	D 	T 	E 	G 	A 	M 	Z 	C 	  	P 	Y 	B 	Q 	H 	N 	U 	X 	K 	S 	J 	R 	I 	O 	W 	V 	0
RSVP_central_cue_between_letter_presentation 	21 	5 	 T1 	22 	[-1, 0] 	10.0 	D 	G 	E 	J 	R 	W 	N 	F 	V 	M 	Z 	O 	K 	Q 	P 	B 	Y 	L 	T 	S 	A 	I 	C 	H 	U 	X 	Z 	W 	S 	O 	P 	M 	U 	C 	A 	Y 	D 	F 	G 	V 	N 	E 	J 	R 	X 	L 	T 	  	I 	H 	B 	Q 	0
RSVP_central_cue_between_letter_presentation 	22 	5 	 T1 	18 	[1, 0] 	3.0 	J 	U 	X 	Z 	Y 	V 	B 	L 	Q 	R 	T 	G 	F 	O 	K 	W 	P 	E 	D 	C 	M 	I 	N 	S 	H 	A 	E 	B 	T 	D 	V 	Y 	H 	P 	J 	L 	N 	X 	M 	S 	Z 	A 	R 	  	U 	O 	I 	W 	G 	F 	K 	C 	0
RSVP_central_cue_between_letter_presentation 	23 	5 	 T1 	22 	[1, 0] 	3.0 	B 	O 	K 	D 	P 	S 	W 	T 	A 	M 	E 	J 	V 	Z 	N 	U 	L 	Y 	X 	I 	G 	F 	Q 	R 	H 	C 	N 	S 	E 	D 	V 	G 	C 	I 	B 	Y 	X 	Q 	U 	J 	W 	L 	Z 	H 	P 	F 	T 	  	O 	R 	A 	K 	0
RSVP_central_cue_between_letter_presentation 	24 	5 	 T1 	10 	[-1, 0] 	3.0 	X 	Z 	O 	J 	L 	H 	M 	U 	E 	B 	K 	S 	T 	W 	G 	I 	A 	D 	C 	Q 	P 	V 	F 	R 	Y 	N 	I 	Z 	P 	B 	G 	H 	C 	W 	A 	  	V 	L 	U 	E 	Q 	F 	S 	T 	R 	D 	Y 	K 	J 	M 	O 	X 	0
RSVP_central_cue_between_letter_presentation 	25 	5 	 T1 	18 	[1, 0] 	3.0 	H 	C 	D 	J 	O 	X 	V 	G 	N 	Q 	M 	T 	F 	U 	S 	B 	Z 	W 	E 	Y 	K 	A 	L 	I 	R 	P 	E 	Q 	Y 	L 	C 	A 	O 	B 	F 	D 	G 	W 	U 	K 	R 	S 	N 	  	I 	H 	X 	Z 	V 	P 	T 	M 	0
RSVP_central_cue_between_letter_presentation 	26 	5 	 T1 	14 	[-1, 0] 	10.0 	G 	T 	A 	X 	D 	O 	Z 	E 	P 	M 	V 	N 	B 	C 	J 	R 	S 	F 	K 	I 	W 	U 	H 	Y 	Q 	L 	J 	B 	E 	M 	V 	D 	F 	Y 	A 	W 	O 	G 	C 	  	N 	X 	U 	T 	P 	H 	Q 	I 	K 	Z 	R 	S 	0
RSVP_central_cue_between_letter_presentation 	27 	5 	 T1 	10 	[-1, 0] 	10.0 	T 	L 	Q 	Z 	H 	J 	C 	W 	X 	O 	M 	A 	P 	S 	N 	B 	G 	Y 	V 	K 	I 	E 	R 	U 	D 	F 	X 	U 	D 	M 	T 	Y 	I 	C 	K 	  	Q 	W 	S 	F 	V 	N 	Z 	J 	H 	L 	R 	P 	O 	G 	B 	A 	0
RSVP_central_cue_between_letter_presentation 	28 	5 	 T1 	10 	[1, 0] 	10.0 	I 	J 	Y 	P 	N 	H 	D 	E 	O 	A 	G 	Q 	T 	X 	K 	S 	F 	B 	W 	C 	V 	L 	U 	M 	R 	Z 	Y 	W 	U 	R 	H 	V 	P 	K 	G 	  	N 	B 	F 	I 	M 	A 	X 	O 	D 	T 	E 	Z 	Q 	L 	S 	J 	0
RSVP_central_cue_between_letter_presentation 	29 	5 	 T1 	6 	[1, 0] 	3.0 	R 	I 	E 	P 	A 	N 	T 	S 	L 	Y 	F 	G 	V 	B 	X 	C 	U 	D 	O 	K 	H 	J 	Q 	M 	W 	Z 	P 	Q 	K 	J 	A 	  	I 	U 	E 	M 	B 	L 	G 	W 	D 	R 	N 	X 	H 	O 	Y 	F 	C 	Z 	T 	S 	0
RSVP_central_cue_between_letter_presentation 	30 	5 	 T1 	10 	[-1, 0] 	3.0 	N 	A 	I 	J 	K 	U 	F 	G 	V 	T 	Q 	D 	B 	R 	P 	O 	X 	M 	E 	S 	W 	L 	H 	Y 	C 	Z 	K 	N 	O 	L 	Z 	Y 	C 	W 	I 	  	B 	M 	S 	H 	R 	U 	E 	A 	T 	G 	D 	F 	P 	X 	V 	J 	0
RSVP_central_cue_between_letter_presentation 	31 	5 	 T1 	10 	[1, 0] 	3.0 	X 	J 	C 	H 	L 	U 	P 	R 	D 	F 	M 	Y 	G 	E 	O 	T 	S 	A 	N 	W 	Z 	K 	I 	B 	V 	Q 	T 	Q 	F 	K 	V 	E 	H 	U 	S 	  	G 	B 	O 	J 	P 	D 	L 	M 	W 	R 	X 	Y 	N 	I 	C 	A 	0
RSVP_central_cue_between_letter_presentation 	32 	5 	 T1 	6 	[-1, 0] 	3.0 	N 	Q 	Z 	B 	S 	A 	V 	M 	F 	L 	P 	T 	O 	H 	D 	Y 	U 	G 	C 	R 	E 	W 	K 	I 	J 	X 	W 	K 	D 	A 	M 	  	T 	S 	I 	Y 	L 	X 	C 	E 	Z 	G 	Q 	U 	H 	J 	F 	N 	R 	O 	V 	B 	0
RSVP_central_cue_between_letter_presentation 	33 	5 	 T1 	6 	[1, 0] 	3.0 	B 	X 	I 	J 	Y 	P 	G 	Z 	F 	U 	W 	S 	K 	E 	H 	T 	M 	L 	R 	O 	C 	A 	Q 	D 	N 	V 	K 	S 	Q 	L 	I 	  	U 	X 	M 	D 	T 	F 	V 	G 	C 	N 	P 	O 	Z 	B 	R 	E 	J 	W 	Y 	H 	0
RSVP_central_cue_between_letter_presentation 	34 	5 	 T1 	14 	[-1, 0] 	10.0 	D 	O 	R 	Q 	B 	J 	M 	I 	Z 	G 	H 	C 	F 	N 	X 	Y 	T 	W 	V 	K 	E 	U 	S 	A 	L 	P 	C 	X 	A 	U 	B 	L 	G 	R 	D 	O 	F 	T 	Q 	  	S 	P 	E 	W 	J 	Z 	Y 	K 	H 	I 	N 	V 	0
RSVP_central_cue_between_letter_presentation 	35 	5 	 T1 	18 	[-1, 0] 	10.0 	X 	B 	K 	I 	H 	S 	M 	Q 	G 	Y 	R 	U 	N 	E 	C 	P 	A 	Z 	J 	D 	T 	L 	F 	V 	W 	O 	B 	P 	A 	K 	V 	M 	U 	H 	C 	T 	I 	Z 	X 	Y 	N 	R 	L 	  	O 	W 	F 	D 	S 	Q 	G 	J 	0
RSVP_central_cue_between_letter_presentation 	36 	5 	 T1 	18 	[1, 0] 	10.0 	E 	L 	H 	G 	X 	J 	W 	C 	P 	I 	Y 	D 	S 	F 	M 	R 	B 	K 	O 	Z 	T 	U 	V 	Q 	N 	A 	F 	A 	G 	Y 	W 	S 	K 	X 	R 	I 	V 	T 	O 	H 	M 	B 	C 	  	P 	Q 	J 	U 	E 	D 	Z 	L 	0
RSVP_central_cue_between_letter_presentation 	37 	5 	 T1 	22 	[1, 0] 	3.0 	V 	E 	C 	Q 	B 	S 	D 	Y 	U 	K 	W 	N 	J 	T 	F 	H 	R 	L 	G 	Z 	X 	A 	I 	P 	O 	M 	S 	B 	L 	Z 	R 	V 	H 	A 	G 	P 	C 	F 	T 	K 	M 	Y 	I 	N 	X 	D 	Q 	  	W 	U 	J 	O 	0
RSVP_central_cue_between_letter_presentation 	38 	5 	 T1 	10 	[1, 0] 	10.0 	K 	G 	B 	H 	C 	S 	Y 	T 	A 	O 	P 	Z 	U 	W 	I 	Q 	R 	D 	X 	F 	M 	J 	E 	V 	L 	N 	C 	T 	Q 	O 	A 	P 	U 	H 	G 	  	N 	Y 	X 	W 	M 	F 	Z 	I 	L 	R 	J 	D 	K 	E 	V 	S 	0
RSVP_central_cue_between_letter_presentation 	39 	5 	 T1 	6 	[-1, 0] 	3.0 	D 	J 	P 	Y 	I 	B 	N 	F 	V 	A 	G 	W 	Z 	O 	H 	Q 	T 	L 	K 	M 	S 	X 	E 	R 	U 	C 	C 	F 	R 	U 	M 	  	K 	A 	B 	D 	I 	L 	Q 	G 	O 	X 	S 	Y 	W 	P 	E 	H 	J 	Z 	T 	N 	0
RSVP_central_cue_between_letter_presentation 	40 	5 	 T1 	14 	[-1, 0] 	10.0 	S 	J 	N 	F 	B 	H 	D 	K 	E 	V 	L 	G 	U 	O 	Q 	T 	M 	A 	P 	C 	X 	R 	Y 	I 	Z 	W 	Z 	Q 	M 	J 	B 	R 	O 	F 	E 	K 	I 	V 	W 	  	X 	N 	Y 	C 	D 	L 	H 	U 	S 	T 	P 	A 	0
RSVP_central_cue_between_letter_presentation 	41 	5 	 T1 	6 	[-1, 0] 	10.0 	N 	P 	L 	E 	K 	C 	S 	G 	O 	U 	Q 	Y 	F 	T 	J 	A 	Z 	W 	R 	D 	B 	X 	I 	H 	M 	V 	O 	R 	E 	Z 	Q 	  	P 	H 	T 	F 	Y 	G 	J 	M 	D 	C 	W 	X 	I 	U 	B 	L 	V 	N 	A 	K 	0
RSVP_central_cue_between_letter_presentation 	42 	5 	 T1 	6 	[1, 0] 	10.0 	R 	A 	H 	J 	Z 	L 	C 	B 	V 	E 	P 	I 	Y 	K 	G 	U 	N 	D 	T 	Q 	F 	W 	O 	S 	X 	M 	M 	E 	B 	F 	G 	  	Z 	H 	K 	T 	J 	S 	I 	L 	P 	X 	C 	A 	U 	V 	Q 	D 	O 	W 	Y 	R 	0
RSVP_central_cue_between_letter_presentation 	43 	5 	 T1 	14 	[-1, 0] 	3.0 	N 	B 	Z 	C 	U 	Y 	V 	T 	I 	O 	L 	K 	W 	F 	D 	E 	X 	R 	M 	Q 	S 	P 	H 	G 	J 	A 	O 	A 	U 	M 	W 	V 	G 	N 	R 	B 	D 	I 	X 	  	E 	T 	P 	C 	H 	Z 	S 	L 	Q 	J 	K 	Y 	0
RSVP_central_cue_between_letter_presentation 	44 	5 	 T1 	6 	[-1, 0] 	3.0 	K 	S 	G 	J 	C 	D 	T 	Y 	R 	X 	H 	B 	M 	E 	Z 	A 	O 	P 	U 	Q 	L 	N 	W 	V 	F 	I 	U 	B 	J 	Q 	C 	  	A 	H 	F 	X 	E 	I 	P 	R 	V 	Z 	D 	G 	S 	T 	M 	Y 	K 	W 	L 	N 	0
RSVP_central_cue_between_letter_presentation 	45 	5 	 T1 	22 	[1, 0] 	3.0 	R 	F 	A 	P 	W 	B 	S 	Y 	X 	E 	K 	L 	M 	U 	H 	O 	C 	T 	G 	Q 	Z 	N 	I 	J 	D 	V 	U 	N 	J 	B 	G 	M 	E 	A 	I 	Z 	C 	T 	R 	K 	S 	O 	W 	D 	Q 	H 	P 	  	L 	X 	V 	F 	0
RSVP_central_cue_between_letter_presentation 	46 	5 	 T1 	14 	[-1, 0] 	3.0 	K 	Y 	S 	O 	U 	C 	Z 	I 	F 	J 	X 	B 	Q 	T 	L 	M 	G 	W 	D 	R 	P 	N 	V 	A 	H 	E 	Y 	J 	F 	D 	S 	V 	R 	E 	X 	K 	B 	I 	A 	  	Q 	W 	T 	M 	O 	Z 	L 	C 	G 	H 	P 	N 	0
RSVP_central_cue_between_letter_presentation 	47 	5 	 T1 	22 	[-1, 0] 	10.0 	K 	Z 	A 	L 	P 	G 	J 	O 	Y 	Q 	U 	S 	T 	C 	V 	R 	E 	M 	N 	H 	D 	I 	B 	W 	X 	F 	G 	L 	V 	F 	Z 	E 	D 	I 	T 	M 	Y 	S 	U 	H 	N 	B 	A 	X 	J 	W 	O 	  	Q 	P 	K 	R 	0
RSVP_central_cue_between_letter_presentation 	48 	5 	 T1 	10 	[1, 0] 	10.0 	J 	D 	U 	R 	K 	O 	M 	A 	Y 	Z 	B 	T 	W 	L 	Q 	F 	E 	P 	N 	X 	H 	G 	C 	I 	S 	V 	Z 	F 	B 	U 	K 	Y 	V 	N 	Q 	  	E 	S 	I 	A 	G 	D 	W 	J 	H 	O 	R 	C 	M 	X 	T 	L 	0
RSVP_central_cue_between_letter_presentation 	49 	5 	 T1 	18 	[1, 0] 	3.0 	N 	Q 	D 	L 	C 	S 	K 	U 	V 	J 	A 	Y 	P 	F 	O 	I 	R 	W 	G 	Z 	M 	E 	H 	B 	X 	T 	G 	L 	T 	Y 	A 	H 	I 	X 	K 	Q 	U 	Z 	N 	E 	B 	M 	R 	  	J 	C 	O 	F 	S 	V 	D 	P 	0
RSVP_central_cue_between_letter_presentation 	50 	5 	 T1 	6 	[-1, 0] 	10.0 	Q 	T 	J 	O 	B 	H 	W 	A 	R 	I 	C 	D 	Y 	G 	K 	V 	F 	M 	X 	P 	S 	L 	U 	Z 	N 	E 	W 	T 	J 	Q 	E 	  	N 	Y 	G 	I 	P 	R 	C 	K 	O 	A 	X 	S 	H 	Z 	L 	M 	D 	U 	B 	V 	0
RSVP_central_cue_between_letter_presentation 	51 	5 	 T1 	18 	[1, 0] 	10.0 	M 	A 	U 	K 	B 	Y 	C 	Q 	R 	F 	I 	H 	W 	E 	D 	J 	S 	X 	Z 	O 	G 	V 	T 	N 	P 	L 	N 	X 	S 	B 	T 	C 	Q 	U 	M 	W 	E 	F 	V 	G 	J 	A 	R 	  	Z 	O 	Y 	D 	K 	L 	H 	P 	0
RSVP_central_cue_between_letter_presentation 	52 	5 	 T1 	6 	[1, 0] 	3.0 	W 	D 	X 	C 	G 	A 	J 	U 	V 	M 	T 	P 	Z 	F 	B 	K 	E 	Y 	Q 	I 	H 	N 	S 	L 	R 	O 	I 	V 	T 	E 	U 	  	X 	S 	A 	G 	K 	P 	N 	D 	F 	M 	H 	W 	O 	J 	B 	Z 	L 	C 	Y 	R 	0
RSVP_central_cue_between_letter_presentation 	53 	5 	 T1 	14 	[1, 0] 	10.0 	X 	N 	J 	W 	E 	F 	D 	B 	L 	I 	M 	V 	A 	T 	Q 	G 	S 	Y 	Z 	O 	U 	H 	R 	P 	C 	K 	V 	Y 	A 	Q 	U 	X 	O 	E 	H 	M 	G 	F 	L 	  	Z 	J 	R 	K 	T 	S 	W 	P 	I 	D 	C 	B 	0
RSVP_central_cue_between_letter_presentation 	54 	5 	 T1 	14 	[1, 0] 	10.0 	Q 	P 	S 	K 	R 	J 	A 	O 	I 	L 	T 	Y 	X 	D 	H 	U 	Z 	B 	M 	N 	C 	E 	G 	F 	V 	W 	M 	A 	Z 	Y 	L 	V 	I 	Q 	D 	J 	H 	F 	X 	  	R 	T 	B 	N 	O 	C 	K 	G 	E 	P 	S 	U 	0
RSVP_central_cue_between_letter_presentation 	55 	5 	 T1 	10 	[1, 0] 	3.0 	I 	H 	E 	B 	S 	U 	Q 	P 	D 	F 	Y 	O 	R 	A 	N 	T 	X 	G 	M 	L 	V 	J 	C 	Z 	W 	K 	S 	G 	K 	F 	C 	H 	U 	Y 	D 	  	M 	V 	T 	P 	L 	B 	R 	E 	I 	Q 	O 	Z 	A 	J 	X 	W 	0
RSVP_central_cue_between_letter_presentation 	56 	5 	 T1 	22 	[-1, 0] 	10.0 	U 	V 	N 	C 	G 	H 	I 	E 	R 	K 	Z 	S 	D 	O 	F 	X 	Q 	J 	T 	B 	Y 	W 	A 	M 	L 	P 	Y 	P 	D 	N 	C 	W 	S 	A 	Q 	K 	J 	B 	R 	O 	M 	V 	H 	X 	U 	T 	Z 	  	F 	G 	I 	E 	0
RSVP_central_cue_between_letter_presentation 	57 	5 	 T1 	22 	[-1, 0] 	10.0 	D 	M 	Q 	S 	K 	G 	B 	Z 	P 	F 	R 	N 	U 	C 	X 	V 	I 	J 	T 	O 	W 	E 	H 	Y 	L 	A 	X 	M 	L 	S 	F 	A 	U 	Y 	T 	D 	H 	R 	C 	P 	J 	G 	E 	V 	I 	O 	K 	  	W 	B 	Q 	Z 	0
RSVP_central_cue_between_letter_presentation 	58 	5 	 T1 	22 	[-1, 0] 	10.0 	J 	G 	Y 	Q 	R 	S 	F 	L 	T 	W 	D 	X 	V 	P 	C 	A 	H 	I 	Z 	N 	K 	O 	E 	U 	M 	B 	S 	K 	L 	A 	Y 	G 	R 	U 	F 	E 	W 	B 	N 	Z 	I 	T 	O 	J 	P 	X 	M 	  	H 	D 	C 	Q 	0
RSVP_central_cue_between_letter_presentation 	59 	5 	 T1 	6 	[1, 0] 	3.0 	S 	M 	H 	I 	B 	R 	Q 	C 	E 	Z 	X 	L 	K 	U 	J 	T 	G 	N 	V 	F 	D 	O 	P 	W 	A 	Y 	T 	S 	N 	W 	H 	  	K 	V 	U 	A 	L 	J 	C 	X 	P 	Y 	M 	F 	B 	I 	E 	O 	Z 	D 	R 	G 	0
RSVP_central_cue_between_letter_presentation 	60 	5 	 T1 	6 	[1, 0] 	10.0 	D 	F 	S 	Y 	T 	M 	U 	H 	A 	N 	R 	W 	O 	P 	X 	L 	I 	B 	V 	J 	G 	K 	E 	Q 	C 	Z 	A 	C 	S 	X 	P 	  	R 	Q 	N 	F 	B 	E 	Z 	U 	K 	D 	O 	J 	M 	T 	V 	L 	Y 	H 	W 	I 	0
RSVP_central_cue_between_letter_presentation 	61 	5 	 T1 	18 	[1, 0] 	3.0 	G 	P 	L 	V 	I 	M 	Z 	O 	C 	D 	S 	Q 	W 	E 	U 	N 	A 	H 	J 	K 	Y 	B 	X 	T 	F 	R 	F 	O 	R 	C 	G 	M 	E 	K 	S 	P 	J 	T 	W 	Z 	Y 	A 	U 	  	Q 	V 	N 	D 	H 	L 	X 	I 	0
RSVP_central_cue_between_letter_presentation 	62 	5 	 T1 	10 	[1, 0] 	10.0 	E 	R 	T 	F 	V 	W 	Z 	D 	B 	U 	Y 	K 	C 	J 	O 	Q 	L 	M 	H 	S 	X 	N 	G 	I 	P 	A 	T 	A 	Q 	M 	H 	D 	Z 	C 	L 	  	G 	E 	O 	X 	W 	I 	B 	F 	N 	R 	U 	Y 	J 	V 	K 	P 	0
RSVP_central_cue_between_letter_presentation 	63 	5 	 T1 	6 	[-1, 0] 	10.0 	I 	B 	Q 	L 	Z 	S 	N 	X 	K 	J 	D 	G 	A 	U 	P 	E 	H 	C 	M 	F 	T 	O 	R 	Y 	V 	W 	T 	Z 	M 	W 	J 	  	V 	P 	F 	O 	H 	S 	K 	U 	B 	Y 	I 	D 	A 	R 	Q 	E 	L 	X 	G 	C 	0
