experimentPhase,trialnum,subject,task,answerPos0,ltrSpatialPos1,ltrEccentricity1,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,timingBlips
RSVP_central_cue_between_letter_presentation ,12 ,2 , T1 ,22 ,"[1, 0] ",10.0 ,N ,H ,S ,L ,P ,O ,Q ,K ,C ,V ,B ,Y ,Z ,D ,E ,X ,G ,R ,U ,A ,M ,F ,W ,J ,T ,I ,C ,M ,Z ,L ,G ,P ,V ,I ,Y ,F ,K ,D ,J ,O ,S ,A ,N ,E ,W ,X ,Q ,  ,U ,R ,B ,H ,0
RSVP_central_cue_between_letter_presentation ,13 ,2 , T1 ,10 ,"[-1, 0] ",3.0 ,U ,E ,W ,B ,A ,G ,V ,Y ,O ,K ,F ,J ,M ,L ,P ,R ,X ,S ,N ,Z ,C ,I ,H ,Q ,T ,D ,L ,U ,F ,E ,N ,Z ,I ,P ,A ,  ,Q ,C ,R ,O ,D ,J ,Y ,S ,V ,X ,K ,W ,M ,G ,B ,H ,0
RSVP_central_cue_between_letter_presentation ,14 ,2 , T1 ,14 ,"[-1, 0] ",10.0 ,U ,D ,P ,I ,R ,O ,B ,C ,L ,G ,M ,V ,Q ,T ,F ,N ,X ,K ,E ,S ,W ,A ,Z ,H ,J ,Y ,B ,G ,F ,K ,A ,H ,S ,E ,Q ,J ,O ,V ,N ,  ,X ,R ,U ,W ,Y ,T ,M ,C ,I ,D ,Z ,P ,0
RSVP_central_cue_between_letter_presentation ,15 ,2 , T1 ,6 ,"[-1, 0] ",3.0 ,X ,M ,D ,U ,F ,O ,C ,H ,I ,R ,J ,Z ,E ,T ,B ,Q ,A ,Y ,N ,W ,L ,P ,K ,S ,V ,G ,R ,T ,I ,F ,D ,  ,V ,X ,Y ,E ,L ,W ,M ,Q ,P ,Z ,G ,S ,O ,U ,J ,H ,K ,A ,C ,N ,1
RSVP_central_cue_between_letter_presentation ,16 ,2 , T1 ,22 ,"[-1, 0] ",10.0 ,G ,E ,C ,X ,R ,U ,Q ,O ,K ,I ,J ,H ,F ,P ,N ,B ,Z ,V ,D ,L ,A ,M ,S ,T ,W ,Y ,W ,J ,P ,B ,Y ,C ,I ,M ,L ,Z ,T ,R ,A ,K ,X ,Q ,V ,F ,O ,U ,N ,  ,H ,D ,S ,G ,0
RSVP_central_cue_between_letter_presentation ,17 ,2 , T1 ,6 ,"[1, 0] ",3.0 ,N ,S ,T ,K ,M ,D ,F ,P ,E ,Y ,U ,C ,V ,W ,B ,Z ,A ,I ,L ,R ,Q ,O ,J ,H ,G ,X ,M ,A ,Y ,E ,H ,  ,T ,W ,V ,R ,X ,I ,Z ,P ,U ,S ,F ,C ,G ,Q ,O ,D ,J ,B ,N ,L ,0
RSVP_central_cue_between_letter_presentation ,18 ,2 , T1 ,14 ,"[-1, 0] ",3.0 ,D ,V ,A ,O ,F ,G ,S ,I ,Q ,U ,Z ,B ,E ,T ,K ,M ,P ,R ,J ,W ,Y ,L ,X ,C ,H ,N ,F ,Z ,V ,K ,U ,Q ,H ,P ,L ,O ,Y ,C ,G ,  ,I ,M ,S ,B ,D ,X ,J ,W ,R ,E ,N ,T ,0
RSVP_central_cue_between_letter_presentation ,19 ,2 , T1 ,6 ,"[1, 0] ",10.0 ,V ,T ,N ,Z ,H ,B ,R ,K ,P ,D ,J ,G ,C ,M ,S ,Y ,A ,L ,X ,W ,Q ,E ,O ,I ,F ,U ,H ,F ,R ,K ,V ,  ,Y ,T ,S ,U ,Z ,A ,O ,I ,N ,L ,M ,B ,X ,D ,E ,G ,P ,W ,Q ,C ,0
RSVP_central_cue_between_letter_presentation ,20 ,2 , T1 ,18 ,"[-1, 0] ",10.0 ,P ,W ,L ,S ,M ,F ,I ,T ,Q ,H ,Y ,C ,K ,V ,U ,B ,Z ,D ,G ,A ,J ,X ,N ,E ,O ,R ,V ,Q ,S ,I ,H ,P ,B ,T ,Y ,X ,N ,G ,C ,U ,M ,F ,L ,  ,A ,J ,D ,R ,E ,K ,W ,Z ,0
RSVP_central_cue_between_letter_presentation ,21 ,2 , T1 ,6 ,"[-1, 0] ",10.0 ,C ,Y ,Z ,J ,W ,G ,M ,I ,A ,T ,L ,H ,K ,B ,V ,D ,U ,X ,F ,Q ,E ,R ,O ,P ,N ,S ,Q ,J ,D ,V ,L ,  ,A ,F ,I ,X ,P ,M ,K ,O ,N ,S ,E ,G ,U ,T ,Y ,H ,B ,W ,Z ,R ,0
RSVP_central_cue_between_letter_presentation ,22 ,2 , T1 ,14 ,"[1, 0] ",3.0 ,Z ,N ,R ,A ,H ,B ,S ,E ,M ,U ,C ,Y ,F ,I ,P ,V ,D ,O ,K ,T ,Q ,W ,G ,J ,X ,L ,H ,G ,O ,S ,R ,F ,X ,N ,I ,E ,V ,Q ,L ,  ,B ,C ,A ,K ,W ,Y ,U ,T ,M ,P ,J ,D ,0
RSVP_central_cue_between_letter_presentation ,23 ,2 , T1 ,14 ,"[1, 0] ",10.0 ,C ,B ,G ,W ,Y ,D ,K ,F ,U ,X ,H ,V ,O ,E ,R ,M ,S ,P ,N ,Q ,Z ,T ,J ,A ,L ,I ,Y ,R ,G ,Z ,S ,J ,T ,M ,C ,H ,I ,N ,W ,  ,L ,B ,O ,A ,X ,V ,Q ,K ,P ,E ,D ,F ,0
RSVP_central_cue_between_letter_presentation ,24 ,2 , T1 ,22 ,"[-1, 0] ",3.0 ,J ,P ,N ,L ,W ,Q ,M ,F ,I ,U ,O ,H ,Y ,S ,B ,Z ,T ,X ,D ,C ,E ,R ,V ,G ,A ,K ,M ,Z ,I ,F ,C ,U ,W ,S ,V ,P ,T ,B ,K ,X ,O ,L ,G ,R ,N ,A ,Q ,  ,E ,H ,J ,D ,0
RSVP_central_cue_between_letter_presentation ,25 ,2 , T1 ,18 ,"[-1, 0] ",3.0 ,J ,K ,X ,V ,P ,B ,H ,L ,Y ,S ,M ,N ,R ,U ,I ,C ,Z ,O ,D ,G ,Q ,T ,E ,A ,F ,W ,Y ,K ,I ,V ,Z ,Q ,B ,O ,D ,M ,E ,J ,S ,R ,A ,T ,F ,  ,N ,L ,W ,G ,U ,C ,H ,X ,0
RSVP_central_cue_between_letter_presentation ,26 ,2 , T1 ,6 ,"[-1, 0] ",10.0 ,U ,J ,D ,T ,W ,S ,H ,K ,N ,I ,G ,Q ,L ,F ,V ,Z ,X ,M ,Y ,E ,P ,C ,O ,A ,B ,R ,L ,W ,V ,Q ,C ,  ,A ,R ,Y ,T ,O ,U ,I ,X ,N ,B ,Z ,D ,E ,K ,F ,J ,G ,P ,S ,H ,0
RSVP_central_cue_between_letter_presentation ,27 ,2 , T1 ,18 ,"[1, 0] ",10.0 ,L ,Y ,U ,F ,V ,K ,D ,M ,W ,E ,S ,Q ,N ,I ,Z ,X ,G ,O ,A ,J ,R ,P ,B ,H ,C ,T ,J ,M ,U ,D ,N ,W ,C ,S ,Q ,O ,P ,I ,X ,V ,B ,A ,Z ,  ,Y ,F ,G ,E ,R ,T ,L ,K ,0
RSVP_central_cue_between_letter_presentation ,28 ,2 , T1 ,18 ,"[-1, 0] ",3.0 ,Y ,Q ,N ,W ,P ,Z ,A ,X ,K ,E ,L ,F ,R ,G ,V ,J ,D ,B ,U ,I ,H ,S ,M ,C ,O ,T ,B ,T ,E ,U ,V ,L ,Z ,K ,W ,D ,F ,R ,I ,P ,A ,H ,N ,  ,G ,C ,S ,J ,M ,Q ,O ,X ,0
RSVP_central_cue_between_letter_presentation ,29 ,2 , T1 ,6 ,"[1, 0] ",10.0 ,A ,G ,P ,M ,R ,V ,X ,S ,Y ,W ,U ,B ,I ,E ,Z ,T ,C ,N ,K ,L ,D ,J ,F ,H ,Q ,O ,I ,P ,J ,R ,D ,  ,N ,X ,S ,F ,E ,A ,L ,Z ,W ,Y ,M ,C ,G ,O ,U ,H ,K ,B ,V ,Q ,0
RSVP_central_cue_between_letter_presentation ,30 ,2 , T1 ,14 ,"[1, 0] ",3.0 ,M ,B ,W ,S ,Z ,Y ,F ,T ,C ,D ,A ,Q ,H ,R ,V ,K ,J ,X ,O ,I ,L ,P ,G ,E ,N ,U ,E ,Z ,C ,H ,G ,U ,K ,O ,J ,S ,P ,Y ,I ,  ,V ,M ,W ,T ,X ,B ,L ,Q ,A ,D ,F ,R ,0
RSVP_central_cue_between_letter_presentation ,31 ,2 , T1 ,22 ,"[-1, 0] ",3.0 ,T ,S ,P ,I ,G ,X ,A ,C ,M ,F ,U ,D ,L ,R ,Q ,K ,V ,E ,Z ,O ,B ,W ,J ,Y ,N ,H ,I ,U ,A ,T ,G ,M ,J ,S ,O ,V ,B ,R ,H ,E ,Q ,K ,N ,W ,C ,F ,D ,  ,X ,L ,Z ,Y ,0
RSVP_central_cue_between_letter_presentation ,32 ,2 , T1 ,22 ,"[-1, 0] ",3.0 ,I ,Y ,C ,V ,D ,T ,U ,S ,H ,K ,F ,G ,Z ,M ,O ,L ,Q ,N ,J ,B ,A ,E ,P ,X ,R ,W ,A ,L ,Z ,Q ,K ,X ,N ,V ,S ,M ,D ,P ,Y ,H ,F ,J ,G ,O ,B ,C ,R ,  ,I ,T ,E ,U ,0
RSVP_central_cue_between_letter_presentation ,33 ,2 , T1 ,14 ,"[1, 0] ",3.0 ,J ,M ,D ,L ,V ,E ,N ,B ,T ,C ,Y ,K ,W ,F ,Z ,H ,G ,U ,P ,R ,X ,O ,I ,A ,S ,Q ,W ,H ,J ,S ,D ,Y ,M ,X ,P ,G ,I ,R ,K ,  ,N ,F ,O ,C ,T ,B ,A ,Q ,Z ,L ,U ,E ,0
RSVP_central_cue_between_letter_presentation ,34 ,2 , T1 ,14 ,"[-1, 0] ",10.0 ,R ,L ,T ,Q ,K ,P ,U ,Z ,S ,D ,G ,I ,F ,Y ,N ,H ,E ,O ,J ,A ,V ,C ,X ,B ,M ,W ,O ,G ,S ,M ,N ,J ,X ,U ,B ,F ,K ,I ,C ,  ,H ,Q ,T ,R ,L ,Z ,P ,A ,E ,W ,Y ,D ,0
RSVP_central_cue_between_letter_presentation ,35 ,2 , T1 ,10 ,"[-1, 0] ",3.0 ,C ,I ,Q ,R ,U ,A ,J ,G ,T ,H ,Y ,Z ,S ,P ,O ,F ,W ,D ,X ,M ,B ,L ,N ,V ,E ,K ,D ,T ,C ,Q ,M ,Y ,U ,G ,Z ,  ,J ,W ,K ,L ,P ,N ,F ,B ,E ,O ,H ,S ,R ,I ,V ,A ,0
RSVP_central_cue_between_letter_presentation ,36 ,2 , T1 ,6 ,"[-1, 0] ",3.0 ,Q ,B ,F ,K ,V ,U ,I ,H ,A ,D ,Z ,T ,C ,O ,M ,W ,L ,N ,X ,G ,Y ,R ,P ,J ,S ,E ,G ,T ,R ,K ,H ,  ,X ,J ,L ,Y ,C ,W ,B ,F ,E ,U ,Q ,M ,A ,N ,I ,O ,V ,Z ,P ,S ,0
RSVP_central_cue_between_letter_presentation ,37 ,2 , T1 ,10 ,"[1, 0] ",10.0 ,C ,Y ,Q ,U ,B ,F ,E ,A ,N ,X ,G ,P ,Z ,R ,M ,K ,J ,S ,V ,H ,D ,W ,O ,I ,L ,T ,M ,C ,N ,R ,W ,J ,A ,V ,L ,  ,K ,S ,Z ,T ,B ,Y ,X ,F ,D ,H ,O ,P ,Q ,G ,E ,U ,0
RSVP_central_cue_between_letter_presentation ,38 ,2 , T1 ,22 ,"[1, 0] ",3.0 ,G ,H ,L ,N ,C ,B ,J ,R ,T ,S ,A ,O ,P ,M ,Y ,E ,V ,D ,X ,Q ,U ,K ,I ,Z ,F ,W ,V ,B ,Z ,E ,P ,F ,I ,G ,R ,H ,N ,W ,A ,Q ,L ,S ,U ,J ,Y ,M ,O ,  ,K ,D ,X ,C ,0
RSVP_central_cue_between_letter_presentation ,39 ,2 , T1 ,10 ,"[-1, 0] ",10.0 ,A ,Y ,I ,E ,R ,F ,K ,Q ,Z ,N ,H ,S ,X ,P ,L ,W ,M ,J ,D ,U ,T ,O ,B ,G ,C ,V ,K ,X ,Q ,Y ,T ,E ,A ,L ,I ,  ,O ,Z ,S ,H ,M ,P ,V ,W ,D ,J ,B ,F ,G ,C ,R ,N ,0
RSVP_central_cue_between_letter_presentation ,40 ,2 , T1 ,18 ,"[1, 0] ",3.0 ,R ,A ,I ,E ,L ,K ,V ,C ,W ,H ,X ,Z ,Y ,M ,S ,D ,N ,O ,J ,F ,B ,U ,G ,P ,T ,Q ,R ,C ,X ,D ,Z ,Q ,W ,H ,F ,E ,S ,U ,P ,L ,B ,V ,I ,  ,G ,A ,T ,Y ,J ,M ,N ,O ,0
RSVP_central_cue_between_letter_presentation ,41 ,2 , T1 ,22 ,"[1, 0] ",3.0 ,R ,J ,P ,O ,Z ,A ,V ,Y ,Q ,N ,T ,D ,M ,C ,F ,H ,S ,K ,W ,I ,U ,X ,L ,G ,E ,B ,E ,M ,J ,X ,L ,V ,Y ,W ,N ,R ,G ,K ,Z ,F ,P ,U ,I ,S ,Q ,H ,A ,  ,T ,B ,D ,O ,0
RSVP_central_cue_between_letter_presentation ,42 ,2 , T1 ,6 ,"[1, 0] ",3.0 ,M ,G ,F ,O ,Y ,R ,A ,B ,T ,K ,N ,Q ,L ,C ,V ,W ,J ,E ,H ,D ,S ,U ,P ,I ,X ,Z ,U ,X ,T ,S ,B ,  ,K ,Z ,A ,R ,N ,H ,L ,Y ,O ,C ,I ,P ,D ,V ,J ,F ,W ,Q ,M ,E ,0
RSVP_central_cue_between_letter_presentation ,43 ,2 , T1 ,18 ,"[1, 0] ",3.0 ,U ,K ,N ,B ,S ,W ,F ,X ,J ,E ,H ,L ,P ,R ,I ,Y ,V ,G ,M ,Q ,O ,C ,D ,T ,Z ,A ,G ,R ,F ,P ,E ,H ,I ,X ,T ,V ,N ,D ,B ,C ,O ,S ,J ,  ,M ,L ,Y ,K ,U ,Z ,Q ,A ,0
RSVP_central_cue_between_letter_presentation ,44 ,2 , T1 ,10 ,"[1, 0] ",3.0 ,G ,O ,H ,I ,E ,N ,S ,Q ,U ,P ,F ,J ,Z ,L ,C ,Y ,K ,D ,W ,T ,A ,R ,V ,M ,X ,B ,I ,M ,N ,T ,Z ,J ,P ,G ,X ,  ,E ,Q ,L ,D ,O ,H ,V ,U ,C ,A ,B ,W ,K ,Y ,S ,R ,0
RSVP_central_cue_between_letter_presentation ,45 ,2 , T1 ,14 ,"[1, 0] ",10.0 ,O ,Y ,R ,P ,E ,C ,W ,T ,K ,M ,N ,G ,B ,H ,L ,Q ,U ,X ,A ,V ,I ,F ,J ,S ,Z ,D ,C ,H ,Q ,A ,S ,W ,Z ,E ,R ,J ,D ,I ,X ,  ,Y ,F ,T ,B ,O ,P ,K ,N ,M ,U ,G ,V ,0
RSVP_central_cue_between_letter_presentation ,46 ,2 , T1 ,18 ,"[1, 0] ",10.0 ,Z ,D ,P ,Q ,B ,X ,J ,O ,L ,A ,E ,V ,F ,M ,C ,T ,R ,S ,N ,Y ,H ,U ,G ,K ,I ,W ,K ,S ,H ,W ,V ,F ,E ,I ,C ,G ,Z ,Y ,B ,P ,U ,O ,D ,  ,R ,Q ,L ,A ,T ,M ,N ,X ,0
RSVP_central_cue_between_letter_presentation ,47 ,2 , T1 ,14 ,"[-1, 0] ",3.0 ,G ,A ,Y ,N ,S ,C ,T ,P ,X ,L ,V ,Z ,W ,I ,K ,Q ,O ,B ,E ,R ,D ,J ,F ,M ,U ,H ,P ,Y ,S ,T ,G ,C ,H ,Z ,A ,B ,U ,Q ,J ,  ,O ,I ,W ,R ,M ,L ,F ,E ,K ,X ,D ,V ,0
RSVP_central_cue_between_letter_presentation ,48 ,2 , T1 ,6 ,"[1, 0] ",10.0 ,N ,D ,K ,Z ,G ,W ,X ,I ,H ,F ,A ,S ,Y ,M ,B ,T ,Q ,R ,C ,P ,J ,O ,V ,U ,E ,L ,A ,J ,Y ,R ,P ,  ,Z ,X ,N ,S ,D ,W ,M ,L ,O ,E ,B ,C ,V ,F ,H ,U ,K ,Q ,T ,I ,0
RSVP_central_cue_between_letter_presentation ,49 ,2 , T1 ,18 ,"[-1, 0] ",3.0 ,F ,J ,T ,W ,L ,Y ,S ,E ,G ,A ,V ,Z ,N ,U ,B ,D ,M ,R ,C ,K ,X ,I ,P ,Q ,O ,H ,S ,V ,R ,J ,F ,Q ,E ,N ,Z ,H ,D ,T ,O ,C ,Y ,P ,A ,  ,W ,U ,M ,K ,I ,X ,G ,L ,0
RSVP_central_cue_between_letter_presentation ,50 ,2 , T1 ,6 ,"[1, 0] ",10.0 ,Q ,W ,D ,B ,S ,L ,C ,U ,I ,Z ,J ,G ,Y ,V ,K ,N ,T ,P ,A ,O ,X ,F ,H ,M ,R ,E ,S ,P ,J ,X ,H ,  ,L ,Y ,I ,E ,M ,C ,K ,G ,A ,Q ,D ,T ,V ,U ,R ,W ,O ,B ,F ,Z ,0
RSVP_central_cue_between_letter_presentation ,51 ,2 , T1 ,6 ,"[-1, 0] ",3.0 ,F ,Q ,R ,T ,W ,K ,A ,N ,U ,I ,V ,L ,O ,X ,B ,D ,G ,S ,H ,Z ,J ,P ,Y ,M ,E ,C ,D ,W ,H ,Z ,J ,  ,C ,X ,A ,K ,P ,I ,E ,U ,Q ,S ,R ,F ,T ,Y ,G ,M ,O ,N ,V ,L ,0
RSVP_central_cue_between_letter_presentation ,52 ,2 , T1 ,10 ,"[-1, 0] ",10.0 ,R ,C ,U ,F ,I ,N ,G ,J ,T ,X ,S ,E ,Q ,Z ,H ,P ,O ,M ,B ,A ,V ,L ,Y ,D ,K ,W ,X ,V ,Q ,E ,G ,A ,R ,W ,U ,  ,K ,Y ,S ,L ,O ,I ,M ,C ,J ,H ,B ,P ,N ,Z ,T ,D ,0
RSVP_central_cue_between_letter_presentation ,53 ,2 , T1 ,14 ,"[1, 0] ",3.0 ,T ,H ,L ,J ,F ,E ,P ,Q ,B ,V ,I ,D ,X ,O ,G ,N ,M ,W ,K ,R ,C ,Z ,U ,A ,Y ,S ,H ,V ,L ,K ,N ,A ,W ,B ,C ,F ,I ,Y ,Q ,  ,U ,Z ,J ,R ,P ,X ,E ,S ,O ,G ,M ,T ,0
RSVP_central_cue_between_letter_presentation ,54 ,2 , T1 ,18 ,"[-1, 0] ",3.0 ,Y ,N ,D ,E ,R ,V ,S ,J ,K ,T ,L ,C ,O ,P ,U ,I ,A ,X ,F ,G ,B ,M ,Z ,H ,W ,Q ,X ,V ,S ,W ,Y ,U ,C ,B ,P ,H ,E ,G ,N ,L ,M ,Q ,T ,  ,D ,I ,K ,O ,R ,J ,Z ,F ,0
RSVP_central_cue_between_letter_presentation ,55 ,2 , T1 ,10 ,"[-1, 0] ",3.0 ,E ,S ,J ,U ,F ,Y ,P ,H ,M ,W ,Z ,X ,T ,A ,R ,I ,V ,Q ,O ,C ,K ,B ,D ,G ,N ,L ,N ,E ,W ,P ,V ,T ,Y ,O ,A ,  ,Z ,Q ,G ,I ,D ,M ,J ,F ,H ,B ,S ,U ,K ,C ,L ,R ,0
RSVP_central_cue_between_letter_presentation ,56 ,2 , T1 ,22 ,"[1, 0] ",3.0 ,O ,V ,I ,Q ,A ,Y ,L ,X ,N ,E ,U ,M ,G ,H ,S ,R ,P ,K ,C ,F ,B ,T ,J ,D ,W ,Z ,V ,G ,B ,N ,P ,L ,C ,W ,M ,Y ,X ,D ,F ,I ,K ,Z ,J ,R ,H ,U ,Q ,  ,A ,O ,T ,S ,0
RSVP_central_cue_between_letter_presentation ,57 ,2 , T1 ,6 ,"[-1, 0] ",10.0 ,A ,H ,Q ,W ,G ,N ,O ,B ,J ,Y ,E ,X ,V ,K ,M ,Z ,P ,T ,F ,R ,U ,D ,L ,S ,I ,C ,Q ,S ,K ,L ,N ,  ,A ,J ,M ,O ,E ,C ,I ,V ,W ,Y ,X ,D ,R ,H ,Z ,T ,B ,F ,U ,G ,0
RSVP_central_cue_between_letter_presentation ,58 ,2 , T1 ,18 ,"[-1, 0] ",10.0 ,I ,F ,S ,H ,J ,K ,W ,A ,C ,M ,N ,X ,B ,Y ,Z ,T ,O ,V ,G ,L ,D ,U ,R ,Q ,E ,P ,A ,Z ,X ,H ,L ,S ,Q ,K ,V ,E ,F ,C ,G ,O ,B ,T ,W ,  ,D ,I ,R ,N ,J ,P ,Y ,U ,0
RSVP_central_cue_between_letter_presentation ,59 ,2 , T1 ,6 ,"[1, 0] ",10.0 ,O ,H ,Z ,D ,M ,N ,S ,E ,C ,J ,P ,V ,U ,F ,A ,W ,Y ,L ,I ,X ,R ,G ,Q ,B ,K ,T ,R ,G ,L ,F ,E ,  ,Y ,O ,D ,K ,Q ,V ,P ,M ,T ,H ,I ,C ,S ,J ,X ,U ,N ,W ,A ,B ,0
RSVP_central_cue_between_letter_presentation ,60 ,2 , T1 ,6 ,"[1, 0] ",3.0 ,Z ,H ,P ,I ,M ,S ,G ,D ,W ,J ,Y ,K ,E ,Q ,L ,N ,C ,F ,V ,B ,X ,O ,R ,T ,A ,U ,C ,U ,M ,J ,Z ,  ,D ,O ,I ,W ,F ,S ,T ,X ,G ,L ,H ,Q ,V ,B ,A ,K ,R ,E ,Y ,N ,0
RSVP_central_cue_between_letter_presentation ,61 ,2 , T1 ,22 ,"[-1, 0] ",3.0 ,C ,K ,E ,O ,D ,Z ,H ,B ,Y ,N ,S ,R ,Q ,G ,W ,T ,L ,M ,V ,X ,A ,I ,F ,J ,P ,U ,M ,N ,D ,T ,J ,R ,X ,B ,W ,G ,P ,E ,A ,V ,S ,C ,Q ,U ,I ,O ,L ,  ,Y ,H ,Z ,K ,0
RSVP_central_cue_between_letter_presentation ,62 ,2 , T1 ,18 ,"[-1, 0] ",10.0 ,U ,W ,I ,C ,J ,X ,H ,P ,R ,L ,K ,Y ,D ,N ,S ,T ,G ,M ,E ,B ,A ,Q ,V ,O ,Z ,F ,X ,F ,V ,J ,N ,P ,R ,T ,A ,Z ,Q ,M ,W ,C ,H ,O ,G ,  ,L ,U ,Y ,E ,S ,K ,I ,B ,0
