trialNumOriginal,cueCoords,cue1pos,cue2lag,cueEccentricity
203,"[-1, 0]",14,2,2.5
153,"[-1, 0]",14,2,2.5
55,"[1, 0]",22,2,2.5
247,"[-1, 0]",10,2,10
17,"[1, 0]",10,2,2.5
16,"[1, 0]",6,2,2.5
2,"[1, 0]",10,2,2.5
117,"[1, 0]",10,2,10
47,"[1, 0]",10,2,2.5
45,"[1, 0]",22,2,2.5
118,"[1, 0]",14,2,10
60,"[1, 0]",22,2,2.5
21,"[1, 0]",6,2,2.5
246,"[-1, 0]",6,2,10
30,"[1, 0]",22,2,2.5
234,"[-1, 0]",18,2,10
241,"[-1, 0]",6,2,10
156,"[-1, 0]",6,2,2.5
92,"[1, 0]",10,2,10
178,"[-1, 0]",14,2,2.5
26,"[1, 0]",6,2,2.5
263,"[-1, 0]",14,2,10
217,"[-1, 0]",10,2,10
65,"[1, 0]",22,2,2.5
171,"[-1, 0]",6,2,2.5
149,"[-1, 0]",18,2,2.5
137,"[1, 0]",10,2,10
130,"[1, 0]",22,2,10
265,"[-1, 0]",22,2,10
6,"[1, 0]",6,2,2.5
195,"[-1, 0]",22,2,2.5
277,"[-1, 0]",10,2,10
257,"[-1, 0]",10,2,10
13,"[1, 0]",14,2,2.5
261,"[-1, 0]",6,2,10
184,"[-1, 0]",18,2,2.5
202,"[-1, 0]",10,2,2.5
14,"[1, 0]",18,2,2.5
232,"[-1, 0]",10,2,10
254,"[-1, 0]",18,2,10
114,"[1, 0]",18,2,10
64,"[1, 0]",18,2,2.5
70,"[1, 0]",22,2,2.5
231,"[-1, 0]",6,2,10
162,"[-1, 0]",10,2,2.5
38,"[1, 0]",14,2,2.5
136,"[1, 0]",6,2,10
204,"[-1, 0]",18,2,2.5
78,"[1, 0]",14,2,10
104,"[1, 0]",18,2,10
132,"[1, 0]",10,2,10
8,"[1, 0]",14,2,2.5
94,"[1, 0]",18,2,10
106,"[1, 0]",6,2,10
206,"[-1, 0]",6,2,2.5
227,"[-1, 0]",10,2,10
3,"[1, 0]",14,2,2.5
129,"[1, 0]",18,2,10
210,"[-1, 0]",22,2,2.5
150,"[-1, 0]",22,2,2.5
211,"[-1, 0]",6,2,10
49,"[1, 0]",18,2,2.5
199,"[-1, 0]",18,2,2.5
80,"[1, 0]",22,2,10
173,"[-1, 0]",14,2,2.5
57,"[1, 0]",10,2,2.5
226,"[-1, 0]",6,2,10
142,"[-1, 0]",10,2,2.5
205,"[-1, 0]",22,2,2.5
278,"[-1, 0]",14,2,10
179,"[-1, 0]",18,2,2.5
229,"[-1, 0]",18,2,10
163,"[-1, 0]",14,2,2.5
145,"[-1, 0]",22,2,2.5
18,"[1, 0]",14,2,2.5
143,"[-1, 0]",14,2,2.5
212,"[-1, 0]",10,2,10
168,"[-1, 0]",14,2,2.5
35,"[1, 0]",22,2,2.5
157,"[-1, 0]",10,2,2.5
189,"[-1, 0]",18,2,2.5
109,"[1, 0]",18,2,10
120,"[1, 0]",22,2,10
73,"[1, 0]",14,2,10
43,"[1, 0]",14,2,2.5
51,"[1, 0]",6,2,2.5
71,"[1, 0]",6,2,10
273,"[-1, 0]",14,2,10
67,"[1, 0]",10,2,2.5
39,"[1, 0]",18,2,2.5
63,"[1, 0]",14,2,2.5
131,"[1, 0]",6,2,10
33,"[1, 0]",14,2,2.5
183,"[-1, 0]",14,2,2.5
27,"[1, 0]",10,2,2.5
244,"[-1, 0]",18,2,10
121,"[1, 0]",6,2,10
147,"[-1, 0]",10,2,2.5
146,"[-1, 0]",6,2,2.5
103,"[1, 0]",14,2,10
77,"[1, 0]",10,2,10
81,"[1, 0]",6,2,10
167,"[-1, 0]",10,2,2.5
98,"[1, 0]",14,2,10
214,"[-1, 0]",18,2,10
159,"[-1, 0]",18,2,2.5
74,"[1, 0]",18,2,10
194,"[-1, 0]",18,2,2.5
