trialNumOriginal,cueCoords,cue1pos,cue2lag,cueEccentricity
183,"[-1, 0]",14,2,2.5
192,"[-1, 0]",10,2,2.5
90,"[1, 0]",22,2,10
8,"[1, 0]",14,2,2.5
161,"[-1, 0]",6,2,2.5
119,"[1, 0]",18,2,10
115,"[1, 0]",22,2,10
85,"[1, 0]",22,2,10
242,"[-1, 0]",10,2,10
170,"[-1, 0]",22,2,2.5
189,"[-1, 0]",18,2,2.5
53,"[1, 0]",14,2,2.5
74,"[1, 0]",18,2,10
228,"[-1, 0]",14,2,10
172,"[-1, 0]",10,2,2.5
137,"[1, 0]",10,2,10
237,"[-1, 0]",10,2,10
114,"[1, 0]",18,2,10
49,"[1, 0]",18,2,2.5
94,"[1, 0]",18,2,10
182,"[-1, 0]",10,2,2.5
257,"[-1, 0]",10,2,10
177,"[-1, 0]",10,2,2.5
224,"[-1, 0]",18,2,10
72,"[1, 0]",10,2,10
197,"[-1, 0]",10,2,2.5
223,"[-1, 0]",14,2,10
163,"[-1, 0]",14,2,2.5
80,"[1, 0]",22,2,10
151,"[-1, 0]",6,2,2.5
142,"[-1, 0]",10,2,2.5
129,"[1, 0]",18,2,10
196,"[-1, 0]",6,2,2.5
2,"[1, 0]",10,2,2.5
209,"[-1, 0]",18,2,2.5
120,"[1, 0]",22,2,10
99,"[1, 0]",18,2,10
13,"[1, 0]",14,2,2.5
261,"[-1, 0]",6,2,10
265,"[-1, 0]",22,2,10
38,"[1, 0]",14,2,2.5
255,"[-1, 0]",22,2,10
171,"[-1, 0]",6,2,2.5
235,"[-1, 0]",22,2,10
15,"[1, 0]",22,2,2.5
106,"[1, 0]",6,2,10
21,"[1, 0]",6,2,2.5
127,"[1, 0]",10,2,10
229,"[-1, 0]",18,2,10
176,"[-1, 0]",6,2,2.5
249,"[-1, 0]",18,2,10
145,"[-1, 0]",22,2,2.5
241,"[-1, 0]",6,2,10
105,"[1, 0]",22,2,10
234,"[-1, 0]",18,2,10
153,"[-1, 0]",14,2,2.5
93,"[1, 0]",14,2,10
102,"[1, 0]",10,2,10
173,"[-1, 0]",14,2,2.5
262,"[-1, 0]",10,2,10
248,"[-1, 0]",14,2,10
34,"[1, 0]",18,2,2.5
146,"[-1, 0]",6,2,2.5
191,"[-1, 0]",6,2,2.5
280,"[-1, 0]",22,2,10
215,"[-1, 0]",22,2,10
32,"[1, 0]",10,2,2.5
79,"[1, 0]",18,2,10
89,"[1, 0]",18,2,10
227,"[-1, 0]",10,2,10
5,"[1, 0]",22,2,2.5
62,"[1, 0]",10,2,2.5
138,"[1, 0]",14,2,10
118,"[1, 0]",14,2,10
71,"[1, 0]",6,2,10
125,"[1, 0]",22,2,10
148,"[-1, 0]",14,2,2.5
243,"[-1, 0]",14,2,10
199,"[-1, 0]",18,2,2.5
207,"[-1, 0]",10,2,2.5
28,"[1, 0]",14,2,2.5
193,"[-1, 0]",14,2,2.5
70,"[1, 0]",22,2,2.5
9,"[1, 0]",18,2,2.5
277,"[-1, 0]",10,2,10
275,"[-1, 0]",22,2,10
132,"[1, 0]",10,2,10
271,"[-1, 0]",6,2,10
212,"[-1, 0]",10,2,10
63,"[1, 0]",14,2,2.5
128,"[1, 0]",14,2,10
164,"[-1, 0]",18,2,2.5
11,"[1, 0]",6,2,2.5
56,"[1, 0]",6,2,2.5
31,"[1, 0]",6,2,2.5
231,"[-1, 0]",6,2,10
61,"[1, 0]",6,2,2.5
48,"[1, 0]",14,2,2.5
43,"[1, 0]",14,2,2.5
155,"[-1, 0]",22,2,2.5
167,"[-1, 0]",10,2,2.5
240,"[-1, 0]",22,2,10
3,"[1, 0]",14,2,2.5
4,"[1, 0]",18,2,2.5
210,"[-1, 0]",22,2,2.5
100,"[1, 0]",22,2,10
263,"[-1, 0]",14,2,10
41,"[1, 0]",6,2,2.5
10,"[1, 0]",22,2,2.5
42,"[1, 0]",10,2,2.5
1,"[1, 0]",6,2,2.5
269,"[-1, 0]",18,2,10
279,"[-1, 0]",18,2,10
46,"[1, 0]",6,2,2.5
159,"[-1, 0]",18,2,2.5
135,"[1, 0]",22,2,10
158,"[-1, 0]",14,2,2.5
218,"[-1, 0]",14,2,10
81,"[1, 0]",6,2,10
101,"[1, 0]",6,2,10
200,"[-1, 0]",22,2,2.5
131,"[1, 0]",6,2,10
