trialNumOriginal,cueCoords,cue1pos,cue2lag,cueEccentricity
268,"[-1, 0]",14,2,10
53,"[1, 0]",14,2,2.5
84,"[1, 0]",18,2,10
108,"[1, 0]",14,2,10
34,"[1, 0]",18,2,2.5
13,"[1, 0]",14,2,2.5
168,"[-1, 0]",14,2,2.5
255,"[-1, 0]",22,2,10
259,"[-1, 0]",18,2,10
25,"[1, 0]",22,2,2.5
229,"[-1, 0]",18,2,10
163,"[-1, 0]",14,2,2.5
270,"[-1, 0]",22,2,10
125,"[1, 0]",22,2,10
241,"[-1, 0]",6,2,10
43,"[1, 0]",14,2,2.5
189,"[-1, 0]",18,2,2.5
92,"[1, 0]",10,2,10
82,"[1, 0]",10,2,10
39,"[1, 0]",18,2,2.5
173,"[-1, 0]",14,2,2.5
114,"[1, 0]",18,2,10
159,"[-1, 0]",18,2,2.5
104,"[1, 0]",18,2,10
208,"[-1, 0]",14,2,2.5
98,"[1, 0]",14,2,10
129,"[1, 0]",18,2,10
135,"[1, 0]",22,2,10
237,"[-1, 0]",10,2,10
36,"[1, 0]",6,2,2.5
181,"[-1, 0]",6,2,2.5
157,"[-1, 0]",10,2,2.5
271,"[-1, 0]",6,2,10
196,"[-1, 0]",6,2,2.5
7,"[1, 0]",10,2,2.5
236,"[-1, 0]",6,2,10
277,"[-1, 0]",10,2,10
93,"[1, 0]",14,2,10
55,"[1, 0]",22,2,2.5
156,"[-1, 0]",6,2,2.5
101,"[1, 0]",6,2,10
27,"[1, 0]",10,2,2.5
274,"[-1, 0]",18,2,10
134,"[1, 0]",18,2,10
153,"[-1, 0]",14,2,2.5
65,"[1, 0]",22,2,2.5
195,"[-1, 0]",22,2,2.5
117,"[1, 0]",10,2,10
245,"[-1, 0]",22,2,10
86,"[1, 0]",6,2,10
23,"[1, 0]",14,2,2.5
20,"[1, 0]",22,2,2.5
79,"[1, 0]",18,2,10
113,"[1, 0]",14,2,10
118,"[1, 0]",14,2,10
176,"[-1, 0]",6,2,2.5
182,"[-1, 0]",10,2,2.5
144,"[-1, 0]",18,2,2.5
266,"[-1, 0]",6,2,10
106,"[1, 0]",6,2,10
247,"[-1, 0]",10,2,10
51,"[1, 0]",6,2,2.5
107,"[1, 0]",10,2,10
17,"[1, 0]",10,2,2.5
210,"[-1, 0]",22,2,2.5
155,"[-1, 0]",22,2,2.5
18,"[1, 0]",14,2,2.5
230,"[-1, 0]",22,2,10
199,"[-1, 0]",18,2,2.5
190,"[-1, 0]",22,2,2.5
143,"[-1, 0]",14,2,2.5
276,"[-1, 0]",6,2,10
205,"[-1, 0]",22,2,2.5
58,"[1, 0]",14,2,2.5
193,"[-1, 0]",14,2,2.5
166,"[-1, 0]",6,2,2.5
111,"[1, 0]",6,2,10
26,"[1, 0]",6,2,2.5
202,"[-1, 0]",10,2,2.5
225,"[-1, 0]",22,2,10
203,"[-1, 0]",14,2,2.5
80,"[1, 0]",22,2,10
59,"[1, 0]",18,2,2.5
37,"[1, 0]",10,2,2.5
243,"[-1, 0]",14,2,10
172,"[-1, 0]",10,2,2.5
69,"[1, 0]",18,2,2.5
11,"[1, 0]",6,2,2.5
45,"[1, 0]",22,2,2.5
68,"[1, 0]",14,2,2.5
152,"[-1, 0]",10,2,2.5
33,"[1, 0]",14,2,2.5
89,"[1, 0]",18,2,10
200,"[-1, 0]",22,2,2.5
170,"[-1, 0]",22,2,2.5
115,"[1, 0]",22,2,10
123,"[1, 0]",14,2,10
257,"[-1, 0]",10,2,10
145,"[-1, 0]",22,2,2.5
12,"[1, 0]",10,2,2.5
38,"[1, 0]",14,2,2.5
119,"[1, 0]",18,2,10
251,"[-1, 0]",6,2,10
240,"[-1, 0]",22,2,10
4,"[1, 0]",18,2,2.5
265,"[-1, 0]",22,2,10
56,"[1, 0]",6,2,2.5
124,"[1, 0]",18,2,10
188,"[-1, 0]",14,2,2.5
71,"[1, 0]",6,2,10
41,"[1, 0]",6,2,2.5
8,"[1, 0]",14,2,2.5
76,"[1, 0]",6,2,10
218,"[-1, 0]",14,2,10
48,"[1, 0]",14,2,2.5
46,"[1, 0]",6,2,2.5
28,"[1, 0]",14,2,2.5
220,"[-1, 0]",22,2,10
60,"[1, 0]",22,2,2.5
142,"[-1, 0]",10,2,2.5
147,"[-1, 0]",10,2,2.5
66,"[1, 0]",6,2,2.5
219,"[-1, 0]",18,2,10
121,"[1, 0]",6,2,10
61,"[1, 0]",6,2,2.5
141,"[-1, 0]",6,2,2.5
260,"[-1, 0]",22,2,10
130,"[1, 0]",22,2,10
90,"[1, 0]",22,2,10
138,"[1, 0]",14,2,10
279,"[-1, 0]",18,2,10
148,"[-1, 0]",14,2,2.5
9,"[1, 0]",18,2,2.5
228,"[-1, 0]",14,2,10
275,"[-1, 0]",22,2,10
177,"[-1, 0]",10,2,2.5
250,"[-1, 0]",22,2,10
161,"[-1, 0]",6,2,2.5
171,"[-1, 0]",6,2,2.5
127,"[1, 0]",10,2,10
6,"[1, 0]",6,2,2.5
3,"[1, 0]",14,2,2.5
151,"[-1, 0]",6,2,2.5
192,"[-1, 0]",10,2,2.5
149,"[-1, 0]",18,2,2.5
136,"[1, 0]",6,2,10
252,"[-1, 0]",10,2,10
40,"[1, 0]",22,2,2.5
214,"[-1, 0]",18,2,10
133,"[1, 0]",14,2,10
217,"[-1, 0]",10,2,10
15,"[1, 0]",22,2,2.5
167,"[-1, 0]",10,2,2.5
96,"[1, 0]",6,2,10
140,"[1, 0]",22,2,10
201,"[-1, 0]",6,2,2.5
273,"[-1, 0]",14,2,10
184,"[-1, 0]",18,2,2.5
246,"[-1, 0]",6,2,10
100,"[1, 0]",22,2,10
116,"[1, 0]",6,2,10
186,"[-1, 0]",6,2,2.5
206,"[-1, 0]",6,2,2.5
5,"[1, 0]",22,2,2.5
180,"[-1, 0]",22,2,2.5
150,"[-1, 0]",22,2,2.5
72,"[1, 0]",10,2,10
19,"[1, 0]",18,2,2.5
211,"[-1, 0]",6,2,10
42,"[1, 0]",10,2,2.5
256,"[-1, 0]",6,2,10
128,"[1, 0]",14,2,10
278,"[-1, 0]",14,2,10
16,"[1, 0]",6,2,2.5
50,"[1, 0]",22,2,2.5
21,"[1, 0]",6,2,2.5
234,"[-1, 0]",18,2,10
261,"[-1, 0]",6,2,10
185,"[-1, 0]",22,2,2.5
223,"[-1, 0]",14,2,10
44,"[1, 0]",18,2,2.5
174,"[-1, 0]",18,2,2.5
212,"[-1, 0]",10,2,10
146,"[-1, 0]",6,2,2.5
204,"[-1, 0]",18,2,2.5
254,"[-1, 0]",18,2,10
32,"[1, 0]",10,2,2.5
191,"[-1, 0]",6,2,2.5
183,"[-1, 0]",14,2,2.5
67,"[1, 0]",10,2,2.5
226,"[-1, 0]",6,2,10
154,"[-1, 0]",18,2,2.5
31,"[1, 0]",6,2,2.5
109,"[1, 0]",18,2,10
239,"[-1, 0]",18,2,10
62,"[1, 0]",10,2,2.5
57,"[1, 0]",10,2,2.5
169,"[-1, 0]",18,2,2.5
262,"[-1, 0]",10,2,10
160,"[-1, 0]",22,2,2.5
227,"[-1, 0]",10,2,10
222,"[-1, 0]",10,2,10
102,"[1, 0]",10,2,10
269,"[-1, 0]",18,2,10
216,"[-1, 0]",6,2,10
175,"[-1, 0]",22,2,2.5
194,"[-1, 0]",18,2,2.5
244,"[-1, 0]",18,2,10
209,"[-1, 0]",18,2,2.5
88,"[1, 0]",14,2,10
120,"[1, 0]",22,2,10
47,"[1, 0]",10,2,2.5
78,"[1, 0]",14,2,10
