Duration,Response,Stimulus condition,Eccentricity
0.9,1.175962368,0,"[3, 0]"
0.9,1.008050291,2,"[12, 0]"
0.825,0.880007688,1,"[-3, 0]"
0.825,0.823999263,2,"[12, 0]"
1.125,1.248004224,0,"[3, 0]"
1.05,1.191991888,2,"[12, 0]"
0.75,0.896032249,3,"[-12, 0]"
0.975,1.200018607,1,"[-3, 0]"
1.25,1.447956832,3,"[-12, 0]"
0.9,1.336100745,1,"[-3, 0]"
1.125,1.232061252,2,"[12, 0]"
0.975,0.98399189,1,"[-3, 0]"
0.975,1.151971171,1,"[-3, 0]"
0.9,1.120016258,1,"[-3, 0]"
0.825,0.824032759,0,"[3, 0]"
0.825,0.975931255,2,"[12, 0]"
0.975,1.11202625,2,"[12, 0]"
1.125,1.192011506,3,"[-12, 0]"
0.75,0.976027353,2,"[12, 0]"
1.25,1.360013401,1,"[-3, 0]"
0.9,1.008021977,0,"[3, 0]"
0.975,1.112015917,2,"[12, 0]"
1.125,1.128000766,0,"[3, 0]"
0.9,1.2720104,1,"[-3, 0]"
0.9,1.024029001,3,"[-12, 0]"
0.9,1.144025232,0,"[3, 0]"
0.825,0.919915556,1,"[-3, 0]"
0.75,1.144014977,2,"[12, 0]"
1.125,1.272110241,0,"[3, 0]"
1.05,1.26401602,1,"[-3, 0]"
0.9,1.279984338,0,"[3, 0]"
0.9,0.768056192,1,"[-3, 0]"
0.825,0.99199181,3,"[-12, 0]"
0.9,0.968083749,1,"[-3, 0]"
1.05,1.255999603,3,"[-12, 0]"
0.9,1.128015174,2,"[12, 0]"
0.75,1.00806303,2,"[12, 0]"
0.75,1.016001936,3,"[-12, 0]"
0.9,0.984015689,0,"[3, 0]"
0.75,0.999970697,2,"[12, 0]"
0.9,1.087960328,3,"[-12, 0]"
0.975,1.024032238,1,"[-3, 0]"
0.975,1.224017481,1,"[-3, 0]"
1.525,1.471998723,1,"[-3, 0]"
1.125,1.279987935,3,"[-12, 0]"
0.9,1.168043386,2,"[12, 0]"
0.75,0.744030113,0,"[3, 0]"
0.975,1.096029538,0,"[3, 0]"
0.9,1.168005958,1,"[-3, 0]"
0.975,1.152031778,0,"[3, 0]"
0.825,0.904063954,0,"[3, 0]"
1.45,1.471987173,2,"[12, 0]"
0.75,1.176010126,3,"[-12, 0]"
0.825,0.848080942,1,"[-3, 0]"
0.75,1.079995231,2,"[12, 0]"
0.9,1.248014848,2,"[12, 0]"
0.975,1.079996733,1,"[-3, 0]"
0.9,1.439950379,3,"[-12, 0]"
0.75,0.992016742,3,"[-12, 0]"
0.975,1.232021208,2,"[12, 0]"
0.75,0.760027327,2,"[12, 0]"
0.75,0.887951382,0,"[3, 0]"
0.75,0.823996339,0,"[3, 0]"
0.975,0.856064436,3,"[-12, 0]"
0.75,0.807959991,1,"[-3, 0]"
0.975,0.847950236,0,"[3, 0]"
0.75,0.768032268,1,"[-3, 0]"
0.975,0.824045082,1,"[-3, 0]"
0.825,0.799993867,3,"[-12, 0]"
0.9,0.847984916,3,"[-12, 0]"
0.75,0.856018425,2,"[12, 0]"
1.05,0.91200692,0,"[3, 0]"
0.825,0.631959286,1,"[-3, 0]"
1.25,0.78078587,2,"[12, 0]"
0.9,0.774528475,2,"[12, 0]"
0.75,0.76827108,1,"[-3, 0]"
1.25,0.762013685,0,"[3, 0]"
0.75,0.75575629,1,"[-3, 0]"
0.75,0.749498895,2,"[12, 0]"
0.9,0.7432415,3,"[-12, 0]"
0.9,0.736984105,0,"[3, 0]"
0.825,0.73072671,0,"[3, 0]"
0.9,0.724469315,2,"[12, 0]"
0.75,0.71821192,0,"[3, 0]"
0.975,0.711954525,2,"[12, 0]"
0.825,0.70569713,3,"[-12, 0]"
