browser,duration,endTime,feedback,isi,judgment,startTime,subjectID,type,velocityFraction
Chrome,1050,null,null,1029,83,2019-07-20T22:12:49.696Z,A10O5YR01H865K,spikey,0.7
Chrome,1050,null,null,1001,83,2019-07-20T22:12:49.696Z,A10O5YR01H865K,red,0.5
Chrome,1050,null,null,991,83,2019-07-20T22:12:49.696Z,A10O5YR01H865K,spikey,0.8
Chrome,1050,null,null,1005,83,2019-07-20T22:12:49.696Z,A10O5YR01H865K,odd,0.9
Chrome,1050,null,null,986,83,2019-07-20T22:12:49.696Z,A10O5YR01H865K,odd,0.6
Chrome,1050,null,null,1043,76,2019-07-20T22:12:49.696Z,A10O5YR01H865K,red,1
Chrome,1050,null,null,1032,76,2019-07-20T22:12:49.696Z,A10O5YR01H865K,odd,1.3
Chrome,1050,null,null,959,83,2019-07-20T22:12:49.696Z,A10O5YR01H865K,spikey,0.5
Chrome,1050,null,null,1041,76,2019-07-20T22:12:49.696Z,A10O5YR01H865K,odd,0.7
Chrome,1050,null,null,1004,83,2019-07-20T22:12:49.696Z,A10O5YR01H865K,red,0.6
Chrome,1050,null,null,988,83,2019-07-20T22:12:49.696Z,A10O5YR01H865K,red,0.9
Chrome,1050,null,null,1020,76,2019-07-20T22:12:49.696Z,A10O5YR01H865K,red,1.3
Chrome,1050,null,null,1008,83,2019-07-20T22:12:49.696Z,A10O5YR01H865K,spikey,1
Chrome,1050,null,null,1003,83,2019-07-20T22:12:49.696Z,A10O5YR01H865K,odd,0.8
Chrome,1050,null,null,1043,83,2019-07-20T22:12:49.696Z,A10O5YR01H865K,spikey,1.1
Chrome,1050,null,null,1028,76,2019-07-20T22:12:49.696Z,A10O5YR01H865K,odd,1.2
Chrome,1050,null,null,968,83,2019-07-20T22:12:49.696Z,A10O5YR01H865K,odd,1.3
Chrome,1050,null,null,978,76,2019-07-20T22:12:49.696Z,A10O5YR01H865K,red,1.2
Chrome,1050,null,null,988,83,2019-07-20T22:12:49.696Z,A10O5YR01H865K,spikey,1
Chrome,1050,null,null,1040,83,2019-07-20T22:12:49.696Z,A10O5YR01H865K,odd,0.9
Chrome,1050,null,null,983,83,2019-07-20T22:12:49.696Z,A10O5YR01H865K,red,0.6
Chrome,1050,null,null,993,83,2019-07-20T22:12:49.696Z,A10O5YR01H865K,spikey,0.7
Chrome,1050,null,null,1049,83,2019-07-20T22:12:49.696Z,A10O5YR01H865K,odd,0.5
Chrome,1050,null,null,999,76,2019-07-20T22:12:49.696Z,A10O5YR01H865K,spikey,1.1
Chrome,1050,2019-07-20T22:24:33.546Z,null,1016,83,2019-07-20T22:12:49.696Z,A10O5YR01H865K,red,0.8
Chrome,1050,null,null,982,83,2019-07-20T22:05:21.671Z,A13JMFIKC0UKYS,odd,0.8
Chrome,1050,null,null,1028,76,2019-07-20T22:05:21.671Z,A13JMFIKC0UKYS,spikey,1.2
Chrome,1050,null,null,956,83,2019-07-20T22:05:21.671Z,A13JMFIKC0UKYS,spikey,1
Chrome,1050,null,null,976,83,2019-07-20T22:05:21.671Z,A13JMFIKC0UKYS,red,0.5
Chrome,1050,null,null,967,83,2019-07-20T22:05:21.671Z,A13JMFIKC0UKYS,red,0.6
Chrome,1050,null,null,975,76,2019-07-20T22:05:21.671Z,A13JMFIKC0UKYS,red,1.3
Chrome,1050,null,null,952,83,2019-07-20T22:05:21.671Z,A13JMFIKC0UKYS,odd,0.7
Chrome,1050,null,null,994,76,2019-07-20T22:05:21.671Z,A13JMFIKC0UKYS,spikey,0.9
Chrome,1050,null,null,952,76,2019-07-20T22:05:21.671Z,A13JMFIKC0UKYS,odd,1.1
Chrome,1050,null,null,957,83,2019-07-20T22:05:21.671Z,A13JMFIKC0UKYS,spikey,0.6
Chrome,1050,null,null,1033,83,2019-07-20T22:05:21.671Z,A13JMFIKC0UKYS,red,1
Chrome,1050,null,null,989,83,2019-07-20T22:05:21.671Z,A13JMFIKC0UKYS,odd,0.7
Chrome,1050,null,null,1029,83,2019-07-20T22:05:21.671Z,A13JMFIKC0UKYS,spikey,0.5
Chrome,1050,null,null,1037,76,2019-07-20T22:05:21.671Z,A13JMFIKC0UKYS,odd,0.8
Chrome,1050,null,null,1008,76,2019-07-20T22:05:21.671Z,A13JMFIKC0UKYS,spikey,1.2
Chrome,1050,null,null,957,83,2019-07-20T22:05:21.671Z,A13JMFIKC0UKYS,red,1.1
Chrome,1050,null,null,1022,83,2019-07-20T22:05:21.671Z,A13JMFIKC0UKYS,red,0.9
Chrome,1050,null,null,1022,76,2019-07-20T22:05:21.671Z,A13JMFIKC0UKYS,odd,1.3
Chrome,1050,null,null,993,83,2019-07-20T22:05:21.671Z,A13JMFIKC0UKYS,odd,0.5
Chrome,1050,null,null,1044,83,2019-07-20T22:05:21.671Z,A13JMFIKC0UKYS,spikey,0.7
Chrome,1050,null,null,972,76,2019-07-20T22:05:21.671Z,A13JMFIKC0UKYS,red,1
Chrome,1050,null,null,1036,76,2019-07-20T22:05:21.671Z,A13JMFIKC0UKYS,red,0.8
Chrome,1050,null,null,1043,83,2019-07-20T22:05:21.671Z,A13JMFIKC0UKYS,red,0.6
Chrome,1050,null,null,989,76,2019-07-20T22:05:21.671Z,A13JMFIKC0UKYS,spikey,1.3
Chrome,1050,null,No problems.,958,76,2019-07-20T22:05:21.671Z,A13JMFIKC0UKYS,odd,0.9
Chrome,1050,null,null,1036,83,2019-07-20T22:05:21.671Z,A13JMFIKC0UKYS,odd,1.2
Chrome,1050,2019-07-20T22:17:29.306Z,null,992,83,2019-07-20T22:05:21.671Z,A13JMFIKC0UKYS,spikey,1.1
Chrome,1050,null,null,1039,76,2019-07-19T22:18:09.277Z,A19R9046KFC12H,odd,0.9
Chrome,1050,null,null,963,83,2019-07-19T22:18:09.277Z,A19R9046KFC12H,spikey,0.7
Chrome,1050,null,null,962,83,2019-07-19T22:18:09.277Z,A19R9046KFC12H,odd,1.1
Chrome,1050,null,null,1045,83,2019-07-19T22:18:09.277Z,A19R9046KFC12H,red,0.6
Chrome,1050,null,null,962,76,2019-07-19T22:18:09.277Z,A19R9046KFC12H,spikey,1
Chrome,1050,null,null,1030,76,2019-07-19T22:18:09.277Z,A19R9046KFC12H,red,1.2
Chrome,1050,null,null,989,83,2019-07-19T22:18:09.277Z,A19R9046KFC12H,spikey,0.8
Chrome,1050,null,null,1031,83,2019-07-19T22:18:09.277Z,A19R9046KFC12H,odd,1.3
Chrome,1050,null,null,991,83,2019-07-19T22:18:09.277Z,A19R9046KFC12H,red,0.5
Chrome,1050,null,null,1010,76,2019-07-19T22:18:09.277Z,A19R9046KFC12H,red,1
Chrome,1050,null,null,1021,76,2019-07-19T22:18:09.277Z,A19R9046KFC12H,odd,1.2
Chrome,1050,null,null,998,83,2019-07-19T22:18:09.277Z,A19R9046KFC12H,odd,0.5
Chrome,1050,null,null,1019,83,2019-07-19T22:18:09.277Z,A19R9046KFC12H,odd,0.8
Chrome,1050,null,null,981,76,2019-07-19T22:18:09.277Z,A19R9046KFC12H,spikey,0.6
Chrome,1050,null,null,1047,83,2019-07-19T22:18:09.277Z,A19R9046KFC12H,red,0.7
Chrome,1050,null,null,952,76,2019-07-19T22:18:09.277Z,A19R9046KFC12H,red,1.3
Chrome,1050,null,null,984,83,2019-07-19T22:18:09.277Z,A19R9046KFC12H,spikey,0.9
Chrome,1050,null,null,991,76,2019-07-19T22:18:09.277Z,A19R9046KFC12H,spikey,1.1
Chrome,1050,null,null,975,83,2019-07-19T22:18:09.277Z,A19R9046KFC12H,red,0.8
Chrome,1050,null,null,1018,76,2019-07-19T22:18:09.277Z,A19R9046KFC12H,odd,1.3
Chrome,1050,null,null,981,83,2019-07-19T22:18:09.277Z,A19R9046KFC12H,spikey,0.6
Chrome,1050,null,null,1042,83,2019-07-19T22:18:09.277Z,A19R9046KFC12H,red,0.9
Chrome,1050,null,null,997,76,2019-07-19T22:18:09.277Z,A19R9046KFC12H,spikey,1.2
Chrome,1050,null,null,1021,83,2019-07-19T22:18:09.277Z,A19R9046KFC12H,odd,1
Chrome,1050,null,null,1023,83,2019-07-19T22:18:09.277Z,A19R9046KFC12H,red,0.5
Chrome,1050,null,null,992,76,2019-07-19T22:18:09.277Z,A19R9046KFC12H,spikey,0.7
Chrome,1050,2019-07-19T22:28:24.097Z,null,1037,83,2019-07-19T22:18:09.277Z,A19R9046KFC12H,odd,1.1
Chrome,1050,null,null,1019,83,2019-07-20T20:17:29.876Z,A1DNJ17PE2RYJZ,odd,1.1
Chrome,1050,null,null,1008,76,2019-07-20T20:17:29.876Z,A1DNJ17PE2RYJZ,spikey,0.8
Chrome,1050,null,null,971,76,2019-07-20T20:17:29.876Z,A1DNJ17PE2RYJZ,spikey,0.5
Chrome,1050,null,null,1006,83,2019-07-20T20:17:29.876Z,A1DNJ17PE2RYJZ,odd,0.7
Chrome,1050,null,null,978,76,2019-07-20T20:17:29.876Z,A1DNJ17PE2RYJZ,red,0.9
Chrome,1050,null,null,954,76,2019-07-20T20:17:29.876Z,A1DNJ17PE2RYJZ,spikey,1.2
Chrome,1050,null,null,987,83,2019-07-20T20:17:29.876Z,A1DNJ17PE2RYJZ,odd,1
Chrome,1050,null,null,1035,83,2019-07-20T20:17:29.876Z,A1DNJ17PE2RYJZ,red,0.6
Chrome,1050,null,null,1023,83,2019-07-20T20:17:29.876Z,A1DNJ17PE2RYJZ,red,1.3
Chrome,1050,null,null,1031,83,2019-07-20T20:17:29.876Z,A1DNJ17PE2RYJZ,red,0.7
Chrome,1050,null,null,1005,83,2019-07-20T20:17:29.876Z,A1DNJ17PE2RYJZ,red,0.5
Chrome,1050,null,null,977,83,2019-07-20T20:17:29.876Z,A1DNJ17PE2RYJZ,odd,0.6
Chrome,1050,null,null,953,76,2019-07-20T20:17:29.876Z,A1DNJ17PE2RYJZ,spikey,0.9
Chrome,1050,null,null,986,76,2019-07-20T20:17:29.876Z,A1DNJ17PE2RYJZ,spikey,1.2
Chrome,1050,null,null,1007,83,2019-07-20T20:17:29.876Z,A1DNJ17PE2RYJZ,odd,1
Chrome,1050,null,null,982,76,2019-07-20T20:17:29.876Z,A1DNJ17PE2RYJZ,odd,1.3
Chrome,1050,null,null,967,83,2019-07-20T20:17:29.876Z,A1DNJ17PE2RYJZ,red,0.8
Chrome,1050,null,null,953,76,2019-07-20T20:17:29.876Z,A1DNJ17PE2RYJZ,spikey,1.1
Chrome,1050,null,null,990,76,2019-07-20T20:17:29.876Z,A1DNJ17PE2RYJZ,odd,1.1
Chrome,1050,null,null,980,83,2019-07-20T20:17:29.876Z,A1DNJ17PE2RYJZ,red,0.7
Chrome,1050,null,null,1001,83,2019-07-20T20:17:29.876Z,A1DNJ17PE2RYJZ,odd,0.9
Chrome,1050,null,null,1003,76,2019-07-20T20:17:29.876Z,A1DNJ17PE2RYJZ,spikey,1.3
Chrome,1050,null,null,1007,83,2019-07-20T20:17:29.876Z,A1DNJ17PE2RYJZ,red,0.8
Chrome,1050,null,null,1015,83,2019-07-20T20:17:29.876Z,A1DNJ17PE2RYJZ,red,1
Chrome,1050,null,null,1027,83,2019-07-20T20:17:29.876Z,A1DNJ17PE2RYJZ,spikey,0.5
Chrome,1050,null,null,1038,83,2019-07-20T20:17:29.876Z,A1DNJ17PE2RYJZ,spikey,0.6
Chrome,1050,2019-07-20T20:29:04.484Z,null,980,83,2019-07-20T20:17:29.876Z,A1DNJ17PE2RYJZ,odd,1.2
Firefox,1050,null,null,969,83,2019-07-20T19:54:29.496Z,A1KH1O9AZ7S642,red,1.1
Firefox,1050,null,null,1045,83,2019-07-20T19:54:29.496Z,A1KH1O9AZ7S642,odd,0.5
Firefox,1050,null,null,1035,76,2019-07-20T19:54:29.496Z,A1KH1O9AZ7S642,spikey,1
Firefox,1050,null,null,974,76,2019-07-20T19:54:29.496Z,A1KH1O9AZ7S642,red,1.3
Firefox,1050,null,null,986,83,2019-07-20T19:54:29.496Z,A1KH1O9AZ7S642,odd,0.9
Firefox,1050,null,null,966,76,2019-07-20T19:54:29.496Z,A1KH1O9AZ7S642,odd,1.2
Firefox,1050,null,null,997,83,2019-07-20T19:54:29.496Z,A1KH1O9AZ7S642,spikey,0.6
Firefox,1050,null,null,972,83,2019-07-20T19:54:29.496Z,A1KH1O9AZ7S642,red,0.7
Firefox,1050,null,null,1024,83,2019-07-20T19:54:29.496Z,A1KH1O9AZ7S642,spikey,0.8
Firefox,1050,null,null,950,83,2019-07-20T19:54:29.496Z,A1KH1O9AZ7S642,spikey,1
Firefox,1050,null,null,1012,76,2019-07-20T19:54:29.496Z,A1KH1O9AZ7S642,red,1.2
Firefox,1050,null,null,995,76,2019-07-20T19:54:29.496Z,A1KH1O9AZ7S642,red,1.3
Firefox,1050,null,null,1002,83,2019-07-20T19:54:29.496Z,A1KH1O9AZ7S642,odd,0.6
Firefox,1050,null,null,976,76,2019-07-20T19:54:29.496Z,A1KH1O9AZ7S642,spikey,1.1
Firefox,1050,null,null,1020,83,2019-07-20T19:54:29.496Z,A1KH1O9AZ7S642,red,0.5
Firefox,1050,null,null,1047,83,2019-07-20T19:54:29.496Z,A1KH1O9AZ7S642,spikey,0.9
Firefox,1050,null,null,1011,83,2019-07-20T19:54:29.496Z,A1KH1O9AZ7S642,odd,0.8
Firefox,1050,null,null,1005,76,2019-07-20T19:54:29.496Z,A1KH1O9AZ7S642,odd,0.7
Firefox,1050,null,null,1028,76,2019-07-20T19:54:29.496Z,A1KH1O9AZ7S642,spikey,1.1
Firefox,1050,null,null,1026,83,2019-07-20T19:54:29.496Z,A1KH1O9AZ7S642,spikey,0.5
Firefox,1050,null,null,972,83,2019-07-20T19:54:29.496Z,A1KH1O9AZ7S642,red,0.8
Firefox,1050,null,null,1047,76,2019-07-20T19:54:29.496Z,A1KH1O9AZ7S642,odd,1
Firefox,1050,null,null,995,76,2019-07-20T19:54:29.496Z,A1KH1O9AZ7S642,red,1.3
Firefox,1050,null,null,989,83,2019-07-20T19:54:29.496Z,A1KH1O9AZ7S642,red,0.9
Firefox,1050,null,null,1048,83,2019-07-20T19:54:29.496Z,A1KH1O9AZ7S642,odd,0.7
Firefox,1050,null,null,980,83,2019-07-20T19:54:29.496Z,A1KH1O9AZ7S642,spikey,0.6
Firefox,1050,2019-07-20T20:05:26.011Z,null,959,76,2019-07-20T19:54:29.496Z,A1KH1O9AZ7S642,odd,1.2
Chrome,1050,null,null,961,83,2019-07-19T22:00:36.229Z,A1LSGYXKP6O1B8,spikey,0.9
Chrome,1050,null,null,1017,76,2019-07-19T22:00:36.229Z,A1LSGYXKP6O1B8,red,1.1
Chrome,1050,null,null,1002,83,2019-07-19T22:00:36.229Z,A1LSGYXKP6O1B8,spikey,0.5
Chrome,1050,null,null,966,76,2019-07-19T22:00:36.229Z,A1LSGYXKP6O1B8,spikey,1.2
Chrome,1050,null,null,1003,83,2019-07-19T22:00:36.229Z,A1LSGYXKP6O1B8,red,0.6
Chrome,1050,null,null,987,83,2019-07-19T22:00:36.229Z,A1LSGYXKP6O1B8,red,0.8
Chrome,1050,null,null,1035,76,2019-07-19T22:00:36.229Z,A1LSGYXKP6O1B8,odd,1.3
Chrome,1050,null,null,1012,83,2019-07-19T22:00:36.229Z,A1LSGYXKP6O1B8,odd,1
Chrome,1050,null,null,1016,76,2019-07-19T22:00:36.229Z,A1LSGYXKP6O1B8,odd,0.7
Chrome,1050,null,null,1019,83,2019-07-19T22:00:36.229Z,A1LSGYXKP6O1B8,red,0.8
Chrome,1050,null,null,1029,76,2019-07-19T22:00:36.229Z,A1LSGYXKP6O1B8,spikey,1.2
Chrome,1050,null,null,951,83,2019-07-19T22:00:36.229Z,A1LSGYXKP6O1B8,spikey,0.5
Chrome,1050,null,null,967,76,2019-07-19T22:00:36.229Z,A1LSGYXKP6O1B8,odd,0.7
Chrome,1050,null,null,991,76,2019-07-19T22:00:36.229Z,A1LSGYXKP6O1B8,odd,0.9
Chrome,1050,null,null,993,76,2019-07-19T22:00:36.229Z,A1LSGYXKP6O1B8,red,1
Chrome,1050,null,null,1012,76,2019-07-19T22:00:36.229Z,A1LSGYXKP6O1B8,spikey,1.1
Chrome,1050,null,null,1040,76,2019-07-19T22:00:36.229Z,A1LSGYXKP6O1B8,red,1.3
Chrome,1050,null,null,952,83,2019-07-19T22:00:36.229Z,A1LSGYXKP6O1B8,odd,0.6
Chrome,1050,null,null,1024,83,2019-07-19T22:00:36.229Z,A1LSGYXKP6O1B8,spikey,0.9
Chrome,1050,null,null,974,83,2019-07-19T22:00:36.229Z,A1LSGYXKP6O1B8,red,0.6
Chrome,1050,null,null,994,76,2019-07-19T22:00:36.229Z,A1LSGYXKP6O1B8,spikey,0.7
Chrome,1050,null,null,1039,76,2019-07-19T22:00:36.229Z,A1LSGYXKP6O1B8,odd,1.2
Chrome,1050,null,null,1032,83,2019-07-19T22:00:36.229Z,A1LSGYXKP6O1B8,odd,0.8
Chrome,1050,null,null,951,76,2019-07-19T22:00:36.229Z,A1LSGYXKP6O1B8,red,1.1
Chrome,1050,null,null,992,83,2019-07-19T22:00:36.229Z,A1LSGYXKP6O1B8,odd,0.5
Chrome,1050,null,null,962,76,2019-07-19T22:00:36.229Z,A1LSGYXKP6O1B8,red,1.3
Chrome,1050,2019-07-19T22:11:28.999Z,null,1018,76,2019-07-19T22:00:36.229Z,A1LSGYXKP6O1B8,spikey,1
Chrome,1050,null,null,1048,76,2019-07-20T20:56:50.236Z,A1M24593XO5Z3C,red,0.5
Chrome,1050,null,null,1021,76,2019-07-20T20:56:50.236Z,A1M24593XO5Z3C,odd,0.7
Chrome,1050,null,null,967,76,2019-07-20T20:56:50.236Z,A1M24593XO5Z3C,spikey,1.3
Chrome,1050,null,null,1048,76,2019-07-20T20:56:50.236Z,A1M24593XO5Z3C,odd,0.6
Chrome,1050,null,null,953,83,2019-07-20T20:56:50.236Z,A1M24593XO5Z3C,spikey,0.9
Chrome,1050,null,null,954,76,2019-07-20T20:56:50.236Z,A1M24593XO5Z3C,red,1.2
Chrome,1050,null,null,951,76,2019-07-20T20:56:50.236Z,A1M24593XO5Z3C,odd,1
Chrome,1050,null,null,982,83,2019-07-20T20:56:50.236Z,A1M24593XO5Z3C,red,1.1
Chrome,1050,null,null,1020,83,2019-07-20T20:56:50.236Z,A1M24593XO5Z3C,spikey,0.8
Chrome,1050,null,null,957,76,2019-07-20T20:56:50.236Z,A1M24593XO5Z3C,spikey,0.8
Chrome,1050,null,null,983,76,2019-07-20T20:56:50.236Z,A1M24593XO5Z3C,red,1
Chrome,1050,null,null,980,76,2019-07-20T20:56:50.236Z,A1M24593XO5Z3C,odd,0.6
Chrome,1050,null,null,1032,83,2019-07-20T20:56:50.236Z,A1M24593XO5Z3C,spikey,1.3
Chrome,1050,null,null,991,83,2019-07-20T20:56:50.236Z,A1M24593XO5Z3C,odd,1.2
Chrome,1050,null,null,980,83,2019-07-20T20:56:50.236Z,A1M24593XO5Z3C,odd,0.5
Chrome,1050,null,null,951,76,2019-07-20T20:56:50.236Z,A1M24593XO5Z3C,spikey,0.7
Chrome,1050,null,null,1019,83,2019-07-20T20:56:50.236Z,A1M24593XO5Z3C,red,0.9
Chrome,1050,null,null,966,76,2019-07-20T20:56:50.236Z,A1M24593XO5Z3C,red,1.1
Chrome,1050,null,null,1003,83,2019-07-20T20:56:50.236Z,A1M24593XO5Z3C,red,1.3
Chrome,1050,null,null,952,83,2019-07-20T20:56:50.236Z,A1M24593XO5Z3C,spikey,0.8
Chrome,1050,null,null,991,83,2019-07-20T20:56:50.236Z,A1M24593XO5Z3C,odd,0.7
Chrome,1050,null,null,1024,83,2019-07-20T20:56:50.236Z,A1M24593XO5Z3C,odd,1
Chrome,1050,null,null,1047,76,2019-07-20T20:56:50.236Z,A1M24593XO5Z3C,red,1.1
Chrome,1050,null,null,967,76,2019-07-20T20:56:50.236Z,A1M24593XO5Z3C,odd,1.2
Chrome,1050,null,null,1044,83,2019-07-20T20:56:50.236Z,A1M24593XO5Z3C,red,0.9
Chrome,1050,null,null,1003,83,2019-07-20T20:56:50.236Z,A1M24593XO5Z3C,spikey,0.6
Chrome,1050,2019-07-20T21:19:07.958Z,null,991,83,2019-07-20T20:56:50.236Z,A1M24593XO5Z3C,spikey,0.5
Chrome,1050,null,null,1045,83,2019-07-19T21:24:44.136Z,A1P2RQ166VS5BT,red,1.3
Chrome,1050,null,null,1011,83,2019-07-19T21:24:44.136Z,A1P2RQ166VS5BT,odd,0.6
Chrome,1050,null,null,1018,76,2019-07-19T21:24:44.136Z,A1P2RQ166VS5BT,red,0.8
Chrome,1050,null,null,974,83,2019-07-19T21:24:44.136Z,A1P2RQ166VS5BT,odd,0.9
Chrome,1050,null,null,1011,76,2019-07-19T21:24:44.136Z,A1P2RQ166VS5BT,spikey,1.2
Chrome,1050,null,null,1036,76,2019-07-19T21:24:44.136Z,A1P2RQ166VS5BT,odd,1
Chrome,1050,null,null,1001,83,2019-07-19T21:24:44.136Z,A1P2RQ166VS5BT,spikey,0.7
Chrome,1050,null,null,994,83,2019-07-19T21:24:44.136Z,A1P2RQ166VS5BT,red,0.5
Chrome,1050,null,null,1004,76,2019-07-19T21:24:44.136Z,A1P2RQ166VS5BT,spikey,1.1
Chrome,1050,null,null,953,76,2019-07-19T21:24:44.136Z,A1P2RQ166VS5BT,spikey,1.3
Chrome,1050,null,null,985,76,2019-07-19T21:24:44.136Z,A1P2RQ166VS5BT,red,1.1
Chrome,1050,null,null,975,83,2019-07-19T21:24:44.136Z,A1P2RQ166VS5BT,red,0.5
Chrome,1050,null,null,986,83,2019-07-19T21:24:44.136Z,A1P2RQ166VS5BT,spikey,0.6
Chrome,1050,null,null,989,83,2019-07-19T21:24:44.136Z,A1P2RQ166VS5BT,odd,1.2
Chrome,1050,null,null,988,76,2019-07-19T21:24:44.136Z,A1P2RQ166VS5BT,red,1
Chrome,1050,null,null,973,83,2019-07-19T21:24:44.136Z,A1P2RQ166VS5BT,spikey,0.9
Chrome,1050,null,null,1017,76,2019-07-19T21:24:44.136Z,A1P2RQ166VS5BT,odd,0.7
Chrome,1050,null,null,1023,76,2019-07-19T21:24:44.136Z,A1P2RQ166VS5BT,odd,0.8
Chrome,1050,null,null,1007,76,2019-07-19T21:24:44.136Z,A1P2RQ166VS5BT,odd,0.8
Chrome,1050,null,No problems!  I just felt like I was cross eyed!  ,990,76,2019-07-19T21:24:44.136Z,A1P2RQ166VS5BT,red,1
Chrome,1050,null,null,1016,76,2019-07-19T21:24:44.136Z,A1P2RQ166VS5BT,red,0.6
Chrome,1050,null,null,965,76,2019-07-19T21:24:44.136Z,A1P2RQ166VS5BT,odd,1.3
Chrome,1050,null,null,1004,83,2019-07-19T21:24:44.136Z,A1P2RQ166VS5BT,spikey,1.2
Chrome,1050,null,null,971,83,2019-07-19T21:24:44.136Z,A1P2RQ166VS5BT,spikey,0.5
Chrome,1050,null,null,1046,83,2019-07-19T21:24:44.136Z,A1P2RQ166VS5BT,odd,0.7
Chrome,1050,null,null,959,76,2019-07-19T21:24:44.136Z,A1P2RQ166VS5BT,red,1.1
Chrome,1050,2019-07-19T21:35:49.492Z,null,953,83,2019-07-19T21:24:44.136Z,A1P2RQ166VS5BT,spikey,0.9
Chrome,1050,null,null,981,83,2019-07-20T19:52:24.945Z,A1PAY3X73PQ16S,spikey,1
Chrome,1050,null,null,971,83,2019-07-20T19:52:24.945Z,A1PAY3X73PQ16S,red,0.8
Chrome,1050,null,null,972,76,2019-07-20T19:52:24.945Z,A1PAY3X73PQ16S,spikey,1.3
Chrome,1050,null,null,1017,76,2019-07-20T19:52:24.945Z,A1PAY3X73PQ16S,red,1.2
Chrome,1050,null,null,1015,83,2019-07-20T19:52:24.945Z,A1PAY3X73PQ16S,odd,0.5
Chrome,1050,null,null,1017,76,2019-07-20T19:52:24.945Z,A1PAY3X73PQ16S,odd,0.6
Chrome,1050,null,null,992,76,2019-07-20T19:52:24.945Z,A1PAY3X73PQ16S,red,1.1
Chrome,1050,null,null,960,83,2019-07-20T19:52:24.945Z,A1PAY3X73PQ16S,odd,0.7
Chrome,1050,null,null,967,83,2019-07-20T19:52:24.945Z,A1PAY3X73PQ16S,spikey,0.9
Chrome,1050,null,null,952,83,2019-07-20T19:52:24.945Z,A1PAY3X73PQ16S,odd,0.8
Chrome,1050,null,null,960,83,2019-07-20T19:52:24.945Z,A1PAY3X73PQ16S,red,1
Chrome,1050,null,null,958,83,2019-07-20T19:52:24.945Z,A1PAY3X73PQ16S,red,0.7
Chrome,1050,null,null,1036,76,2019-07-20T19:52:24.945Z,A1PAY3X73PQ16S,odd,1.3
