browser,duration,endTime,feedback,isi,judgment,startTime,subjectID,type
Safari,900,null,null,968,76,2019-07-01T15:13:33.850Z,AA4HGW9K7EULC,odd
Safari,750,null,null,1014,76,2019-07-01T15:13:33.850Z,AA4HGW9K7EULC,spikey
Safari,600,null,null,962,83,2019-07-01T15:13:33.850Z,AA4HGW9K7EULC,odd
Safari,525,null,null,958,83,2019-07-01T15:13:33.850Z,AA4HGW9K7EULC,red
Safari,825,null,null,958,76,2019-07-01T15:13:33.850Z,AA4HGW9K7EULC,spikey
Safari,450,null,null,1020,83,2019-07-01T15:13:33.850Z,AA4HGW9K7EULC,odd
Safari,675,null,null,1005,76,2019-07-01T15:13:33.850Z,AA4HGW9K7EULC,red
Safari,975,null,null,980,76,2019-07-01T15:13:33.850Z,AA4HGW9K7EULC,red
Safari,825,null,null,994,76,2019-07-01T15:13:33.850Z,AA4HGW9K7EULC,odd
Safari,450,null,null,1034,83,2019-07-01T15:13:33.850Z,AA4HGW9K7EULC,spikey
Safari,525,null,null,986,83,2019-07-01T15:13:33.850Z,AA4HGW9K7EULC,red
Safari,750,null,null,963,76,2019-07-01T15:13:33.850Z,AA4HGW9K7EULC,red
Safari,900,null,null,980,76,2019-07-01T15:13:33.850Z,AA4HGW9K7EULC,odd
Safari,975,null,null,1000,76,2019-07-01T15:13:33.850Z,AA4HGW9K7EULC,spikey
Safari,1050,null,null,1001,76,2019-07-01T15:13:33.850Z,AA4HGW9K7EULC,spikey
Safari,600,null,null,960,83,2019-07-01T15:13:33.850Z,AA4HGW9K7EULC,red
Safari,675,null,null,1018,83,2019-07-01T15:13:33.850Z,AA4HGW9K7EULC,odd
Safari,975,null,null,1019,76,2019-07-01T15:13:33.850Z,AA4HGW9K7EULC,red
Safari,450,null,null,992,83,2019-07-01T15:13:33.850Z,AA4HGW9K7EULC,odd
Safari,675,null,null,1020,76,2019-07-01T15:13:33.850Z,AA4HGW9K7EULC,spikey
Safari,1050,null,null,1030,76,2019-07-01T15:13:33.850Z,AA4HGW9K7EULC,spikey
Safari,600,null,null,988,83,2019-07-01T15:13:33.850Z,AA4HGW9K7EULC,odd
Safari,900,null,null,976,76,2019-07-01T15:13:33.850Z,AA4HGW9K7EULC,odd
Safari,825,null,null,960,76,2019-07-01T15:13:33.850Z,AA4HGW9K7EULC,spikey
Safari,525,null,null,1039,83,2019-07-01T15:13:33.850Z,AA4HGW9K7EULC,red
Chrome,1050,null,null,1041,83,2019-07-01T14:44:27.233Z,A11YC1ASP2IX7D,spikey
Chrome,900,null,null,1038,76,2019-07-01T14:44:27.233Z,A11YC1ASP2IX7D,spikey
Chrome,675,null,null,966,83,2019-07-01T14:44:27.233Z,A11YC1ASP2IX7D,odd
Chrome,450,null,null,974,83,2019-07-01T14:44:27.233Z,A11YC1ASP2IX7D,red
Chrome,825,null,null,960,76,2019-07-01T14:44:27.233Z,A11YC1ASP2IX7D,odd
Chrome,600,null,null,1023,83,2019-07-01T14:44:27.233Z,A11YC1ASP2IX7D,red
Chrome,525,null,null,1013,83,2019-07-01T14:44:27.233Z,A11YC1ASP2IX7D,red
Chrome,750,null,null,1039,83,2019-07-01T14:44:27.233Z,A11YC1ASP2IX7D,spikey
Chrome,975,null,null,1006,76,2019-07-01T14:44:27.233Z,A11YC1ASP2IX7D,odd
Chrome,750,null,null,1033,83,2019-07-01T14:44:27.233Z,A11YC1ASP2IX7D,red
Chrome,525,null,null,1022,83,2019-07-01T14:44:27.233Z,A11YC1ASP2IX7D,red
Chrome,675,null,null,997,83,2019-07-01T14:44:27.233Z,A11YC1ASP2IX7D,spikey
Chrome,825,null,null,1017,76,2019-07-01T14:44:27.233Z,A11YC1ASP2IX7D,spikey
Chrome,600,null,null,1005,83,2019-07-01T14:44:27.233Z,A11YC1ASP2IX7D,odd
Chrome,1050,null,null,980,76,2019-07-01T14:44:27.233Z,A11YC1ASP2IX7D,odd
Chrome,975,null,null,1035,76,2019-07-01T14:44:27.233Z,A11YC1ASP2IX7D,red
Chrome,450,null,null,1036,83,2019-07-01T14:44:27.233Z,A11YC1ASP2IX7D,spikey
Chrome,900,null,null,1012,76,2019-07-01T14:44:27.233Z,A11YC1ASP2IX7D,odd
Chrome,450,null,null,1004,83,2019-07-01T14:44:27.233Z,A11YC1ASP2IX7D,red
Chrome,900,null,null,1001,76,2019-07-01T14:44:27.233Z,A11YC1ASP2IX7D,red
Chrome,1050,null,null,1048,76,2019-07-01T14:44:27.233Z,A11YC1ASP2IX7D,spikey
Chrome,525,null,null,1011,83,2019-07-01T14:44:27.233Z,A11YC1ASP2IX7D,odd
Chrome,975,null,null,973,76,2019-07-01T14:44:27.233Z,A11YC1ASP2IX7D,spikey
Chrome,600,null,null,1001,83,2019-07-01T14:44:27.233Z,A11YC1ASP2IX7D,odd
Chrome,750,null,null,994,83,2019-07-01T14:44:27.233Z,A11YC1ASP2IX7D,spikey
Chrome,825,null,null,1009,76,2019-07-01T14:44:27.233Z,A11YC1ASP2IX7D,odd
Safari,525,null,null,1039,83,2019-07-01T17:11:08.278Z,A3OYSFVNMX9ZE6,spikey
Safari,900,null,null,1036,76,2019-07-01T17:11:08.278Z,A3OYSFVNMX9ZE6,odd
Safari,675,null,null,997,76,2019-07-01T17:11:08.278Z,A3OYSFVNMX9ZE6,spikey
Safari,1050,null,null,990,76,2019-07-01T17:11:08.278Z,A3OYSFVNMX9ZE6,red
Safari,750,null,null,951,76,2019-07-01T17:11:08.278Z,A3OYSFVNMX9ZE6,spikey
Safari,975,null,null,985,76,2019-07-01T17:11:08.278Z,A3OYSFVNMX9ZE6,odd
Safari,600,null,null,990,83,2019-07-01T17:11:08.278Z,A3OYSFVNMX9ZE6,red
Safari,450,null,null,1038,83,2019-07-01T17:11:08.278Z,A3OYSFVNMX9ZE6,red
Safari,825,null,null,1000,76,2019-07-01T17:11:08.278Z,A3OYSFVNMX9ZE6,odd
Safari,525,null,null,966,83,2019-07-01T17:11:08.278Z,A3OYSFVNMX9ZE6,odd
Safari,900,null,null,1039,76,2019-07-01T17:11:08.278Z,A3OYSFVNMX9ZE6,spikey
Safari,825,null,null,997,76,2019-07-01T17:11:08.278Z,A3OYSFVNMX9ZE6,spikey
Safari,1050,null,null,1034,76,2019-07-01T17:11:08.278Z,A3OYSFVNMX9ZE6,red
Safari,600,null,null,975,83,2019-07-01T17:11:08.278Z,A3OYSFVNMX9ZE6,red
Safari,975,null,null,1018,76,2019-07-01T17:11:08.278Z,A3OYSFVNMX9ZE6,odd
Safari,750,null,null,967,83,2019-07-01T17:11:08.278Z,A3OYSFVNMX9ZE6,red
Safari,675,null,null,1044,83,2019-07-01T17:11:08.278Z,A3OYSFVNMX9ZE6,odd
Safari,450,null,null,951,83,2019-07-01T17:11:08.278Z,A3OYSFVNMX9ZE6,spikey
Safari,525,null,null,967,83,2019-07-01T17:11:08.278Z,A3OYSFVNMX9ZE6,odd
Safari,825,null,null,991,76,2019-07-01T17:11:08.278Z,A3OYSFVNMX9ZE6,odd
Safari,1050,null,null,961,76,2019-07-01T17:11:08.278Z,A3OYSFVNMX9ZE6,red
Safari,600,null,null,1027,83,2019-07-01T17:11:08.278Z,A3OYSFVNMX9ZE6,red
Safari,900,null,null,1048,76,2019-07-01T17:11:08.278Z,A3OYSFVNMX9ZE6,spikey
Safari,450,null,null,1047,83,2019-07-01T17:11:08.278Z,A3OYSFVNMX9ZE6,red
Safari,675,null,null,983,83,2019-07-01T17:11:08.278Z,A3OYSFVNMX9ZE6,spikey
Safari,750,null,null,1038,83,2019-07-01T17:11:08.278Z,A3OYSFVNMX9ZE6,odd
Chrome,900,null,null,998,83,2019-07-01T15:21:45.590Z,A2K6UJK3QZ8Q6F,red
Chrome,1050,null,null,1028,76,2019-07-01T15:21:45.590Z,A2K6UJK3QZ8Q6F,spikey
Chrome,525,null,null,1037,83,2019-07-01T15:21:45.590Z,A2K6UJK3QZ8Q6F,spikey
Chrome,450,null,null,965,83,2019-07-01T15:21:45.590Z,A2K6UJK3QZ8Q6F,red
Chrome,825,null,null,1027,83,2019-07-01T15:21:45.590Z,A2K6UJK3QZ8Q6F,odd
Chrome,600,null,null,953,83,2019-07-01T15:21:45.590Z,A2K6UJK3QZ8Q6F,odd
Chrome,975,null,null,951,83,2019-07-01T15:21:45.590Z,A2K6UJK3QZ8Q6F,red
Chrome,675,null,null,1018,76,2019-07-01T15:21:45.590Z,A2K6UJK3QZ8Q6F,odd
Chrome,750,null,null,1039,83,2019-07-01T15:21:45.590Z,A2K6UJK3QZ8Q6F,spikey
Chrome,600,null,null,953,83,2019-07-01T15:21:45.590Z,A2K6UJK3QZ8Q6F,odd
Chrome,750,null,null,1007,83,2019-07-01T15:21:45.590Z,A2K6UJK3QZ8Q6F,spikey
Chrome,900,null,null,985,83,2019-07-01T15:21:45.590Z,A2K6UJK3QZ8Q6F,spikey
Chrome,975,null,null,1027,76,2019-07-01T15:21:45.590Z,A2K6UJK3QZ8Q6F,odd
Chrome,525,null,null,986,83,2019-07-01T15:21:45.590Z,A2K6UJK3QZ8Q6F,red
Chrome,450,null,null,998,83,2019-07-01T15:21:45.590Z,A2K6UJK3QZ8Q6F,odd
Chrome,1050,null,null,1002,83,2019-07-01T15:21:45.590Z,A2K6UJK3QZ8Q6F,spikey
Chrome,825,null,null,1031,83,2019-07-01T15:21:45.590Z,A2K6UJK3QZ8Q6F,red
Chrome,675,null,null,998,83,2019-07-01T15:21:45.590Z,A2K6UJK3QZ8Q6F,red
Chrome,825,null,null,964,83,2019-07-01T15:21:45.590Z,A2K6UJK3QZ8Q6F,red
Chrome,600,null,null,1002,83,2019-07-01T15:21:45.590Z,A2K6UJK3QZ8Q6F,spikey
Chrome,975,null,null,995,76,2019-07-01T15:21:45.590Z,A2K6UJK3QZ8Q6F,spikey
Chrome,900,null,null,999,83,2019-07-01T15:21:45.590Z,A2K6UJK3QZ8Q6F,spikey
Chrome,525,null,null,1027,83,2019-07-01T15:21:45.590Z,A2K6UJK3QZ8Q6F,red
Chrome,750,null,null,960,76,2019-07-01T15:21:45.590Z,A2K6UJK3QZ8Q6F,odd
Chrome,1050,null,null,1039,76,2019-07-01T15:21:45.590Z,A2K6UJK3QZ8Q6F,odd
Chrome,675,null,null,1010,83,2019-07-01T15:21:45.590Z,A2K6UJK3QZ8Q6F,odd
Safari,750,null,null,1040,83,2019-07-01T20:03:21.278Z,AZIZ1APNZUTC1,red
Safari,600,null,null,997,76,2019-07-01T20:03:21.278Z,AZIZ1APNZUTC1,spikey
Safari,975,null,null,1024,76,2019-07-01T20:03:21.278Z,AZIZ1APNZUTC1,odd
Safari,525,null,null,1011,83,2019-07-01T20:03:21.278Z,AZIZ1APNZUTC1,red
Safari,825,null,null,1016,76,2019-07-01T20:03:21.278Z,AZIZ1APNZUTC1,odd
Safari,675,null,null,965,83,2019-07-01T20:03:21.278Z,AZIZ1APNZUTC1,spikey
Safari,1050,null,null,995,76,2019-07-01T20:03:21.278Z,AZIZ1APNZUTC1,red
Safari,900,null,null,1036,76,2019-07-01T20:03:21.278Z,AZIZ1APNZUTC1,spikey
Safari,450,null,null,996,76,2019-07-01T20:03:21.278Z,AZIZ1APNZUTC1,odd
Safari,600,null,null,992,76,2019-07-01T20:03:21.278Z,AZIZ1APNZUTC1,red
Safari,525,null,null,1004,83,2019-07-01T20:03:21.278Z,AZIZ1APNZUTC1,odd
Safari,675,null,null,1043,76,2019-07-01T20:03:21.278Z,AZIZ1APNZUTC1,red
Safari,750,null,null,980,83,2019-07-01T20:03:21.278Z,AZIZ1APNZUTC1,spikey
Safari,975,null,null,951,83,2019-07-01T20:03:21.278Z,AZIZ1APNZUTC1,spikey
Safari,825,null,null,1029,76,2019-07-01T20:03:21.278Z,AZIZ1APNZUTC1,odd
Safari,900,null,null,961,83,2019-07-01T20:03:21.278Z,AZIZ1APNZUTC1,spikey
Safari,450,null,null,953,83,2019-07-01T20:03:21.278Z,AZIZ1APNZUTC1,red
Safari,1050,null,null,997,83,2019-07-01T20:03:21.278Z,AZIZ1APNZUTC1,odd
Safari,900,null,null,993,76,2019-07-01T20:03:21.278Z,AZIZ1APNZUTC1,odd
Safari,525,null,null,970,83,2019-07-01T20:03:21.278Z,AZIZ1APNZUTC1,red
Safari,975,null,null,978,76,2019-07-01T20:03:21.278Z,AZIZ1APNZUTC1,red
Safari,600,null,null,1043,83,2019-07-01T20:03:21.278Z,AZIZ1APNZUTC1,spikey
Safari,1050,null,null,1020,83,2019-07-01T20:03:21.278Z,AZIZ1APNZUTC1,odd
Safari,450,null,null,1031,76,2019-07-01T20:03:21.278Z,AZIZ1APNZUTC1,spikey
Safari,750,null,null,977,83,2019-07-01T20:03:21.278Z,AZIZ1APNZUTC1,red
Safari,825,null,null,999,83,2019-07-01T20:03:21.278Z,AZIZ1APNZUTC1,odd
Chrome,600,null,null,1046,83,2019-07-01T15:19:20.340Z,AZIZ1APNZUTC1,spikey
Chrome,675,null,null,982,83,2019-07-01T15:19:20.340Z,AZIZ1APNZUTC1,odd
Chrome,750,null,null,964,76,2019-07-01T15:19:20.340Z,AZIZ1APNZUTC1,odd
Chrome,975,null,null,1012,83,2019-07-01T15:19:20.340Z,AZIZ1APNZUTC1,red
Chrome,900,null,null,994,83,2019-07-01T15:19:20.340Z,AZIZ1APNZUTC1,spikey
Chrome,1050,null,null,1016,76,2019-07-01T15:19:20.340Z,AZIZ1APNZUTC1,red
Chrome,825,null,null,994,83,2019-07-01T15:19:20.340Z,AZIZ1APNZUTC1,spikey
Chrome,525,null,null,965,83,2019-07-01T15:19:20.340Z,AZIZ1APNZUTC1,red
Chrome,450,null,null,970,83,2019-07-01T15:19:20.340Z,AZIZ1APNZUTC1,odd
Chrome,1050,null,null,993,76,2019-07-01T15:19:20.340Z,AZIZ1APNZUTC1,red
Chrome,900,null,null,1029,83,2019-07-01T15:19:20.340Z,AZIZ1APNZUTC1,red
Chrome,975,null,null,952,76,2019-07-01T15:19:20.340Z,AZIZ1APNZUTC1,odd
Chrome,525,null,null,1049,83,2019-07-01T15:19:20.340Z,AZIZ1APNZUTC1,odd
Chrome,450,null,null,1037,83,2019-07-01T15:19:20.340Z,AZIZ1APNZUTC1,spikey
Chrome,825,null,null,1021,76,2019-07-01T15:19:20.340Z,AZIZ1APNZUTC1,spikey
Chrome,750,null,null,968,83,2019-07-01T15:19:20.340Z,AZIZ1APNZUTC1,red
Chrome,600,null,null,1030,83,2019-07-01T15:19:20.340Z,AZIZ1APNZUTC1,odd
Chrome,675,null,null,1008,83,2019-07-01T15:19:20.340Z,AZIZ1APNZUTC1,spikey
Chrome,750,null,null,964,83,2019-07-01T15:19:20.340Z,AZIZ1APNZUTC1,red
Chrome,450,null,null,985,83,2019-07-01T15:19:20.340Z,AZIZ1APNZUTC1,spikey
Chrome,1050,null,null,1044,76,2019-07-01T15:19:20.340Z,AZIZ1APNZUTC1,odd
Chrome,900,null,null,990,76,2019-07-01T15:19:20.340Z,AZIZ1APNZUTC1,odd
Chrome,525,null,null,1036,83,2019-07-01T15:19:20.340Z,AZIZ1APNZUTC1,spikey
Chrome,600,null,null,1037,83,2019-07-01T15:19:20.340Z,AZIZ1APNZUTC1,red
Chrome,675,null,null,953,83,2019-07-01T15:19:20.340Z,AZIZ1APNZUTC1,odd
Chrome,975,null,null,1022,76,2019-07-01T15:19:20.340Z,AZIZ1APNZUTC1,red
Safari,450,null,null,951,83,2019-07-01T14:28:22.289Z,AF17OQDFLMSDH,red
Safari,525,null,null,979,76,2019-07-01T14:28:22.289Z,AF17OQDFLMSDH,odd
Safari,750,null,null,986,83,2019-07-01T14:28:22.289Z,AF17OQDFLMSDH,spikey
Safari,825,null,null,966,76,2019-07-01T14:28:22.289Z,AF17OQDFLMSDH,odd
Safari,900,null,null,1023,76,2019-07-01T14:28:22.289Z,AF17OQDFLMSDH,spikey
Safari,675,null,null,1004,83,2019-07-01T14:28:22.289Z,AF17OQDFLMSDH,odd
Safari,975,null,null,963,83,2019-07-01T14:28:22.289Z,AF17OQDFLMSDH,red
Safari,600,null,null,1017,83,2019-07-01T14:28:22.289Z,AF17OQDFLMSDH,red
Safari,1050,null,null,1032,76,2019-07-01T14:28:22.289Z,AF17OQDFLMSDH,spikey
Safari,750,null,null,980,83,2019-07-01T14:28:22.289Z,AF17OQDFLMSDH,red
Safari,975,null,null,1023,76,2019-07-01T14:28:22.289Z,AF17OQDFLMSDH,spikey
Safari,825,null,null,1025,83,2019-07-01T14:28:22.289Z,AF17OQDFLMSDH,odd
Safari,525,null,null,1047,83,2019-07-01T14:28:22.289Z,AF17OQDFLMSDH,red
Safari,900,null,null,1004,76,2019-07-01T14:28:22.289Z,AF17OQDFLMSDH,spikey
Safari,675,null,null,1016,83,2019-07-01T14:28:22.289Z,AF17OQDFLMSDH,spikey
Safari,1050,null,null,950,76,2019-07-01T14:28:22.289Z,AF17OQDFLMSDH,odd
Safari,450,null,null,982,83,2019-07-01T14:28:22.289Z,AF17OQDFLMSDH,red
Safari,600,null,null,989,83,2019-07-01T14:28:22.289Z,AF17OQDFLMSDH,odd
Safari,900,null,null,966,83,2019-07-01T14:28:22.289Z,AF17OQDFLMSDH,red
Safari,675,null,null,960,83,2019-07-01T14:28:22.289Z,AF17OQDFLMSDH,odd
Safari,600,null,null,980,83,2019-07-01T14:28:22.289Z,AF17OQDFLMSDH,odd
Safari,825,null,null,1034,76,2019-07-01T14:28:22.289Z,AF17OQDFLMSDH,spikey
Safari,975,null,null,961,76,2019-07-01T14:28:22.289Z,AF17OQDFLMSDH,spikey
Safari,1050,null,null,1036,76,2019-07-01T14:28:22.289Z,AF17OQDFLMSDH,red
Safari,525,null,null,969,83,2019-07-01T14:28:22.289Z,AF17OQDFLMSDH,odd
Safari,450,null,null,993,83,2019-07-01T14:28:22.289Z,AF17OQDFLMSDH,red
